updated_publication,publication,updated_DOI,DOI,ID_PUB
"Dugerdil, L., Joannin, S., Peyron, O., Jouffroy-Bapicot, I., Vannière, B., Boldgiv, B., Unkelbach, J., Behling, H. and Ménot, G., 2021. Climate reconstructions based on GDGT and pollen surface datasets from Mongolia and Baikal area: calibrations and applicability to extremely cold–dry environments over the Late Holocene. Climate of the Past, 17(3), pp.1199-1226. doi: 10.5194/cp-17-1199-2021","Dugerdil, Lucas; Joannin, Sébastien; Peyron, Odile; Jouffroy-Bapicot, Isabelle; Vannière, Boris; Boldgiv, Bazartseren; Unkelbach, Julia; Behling, Hermann; Ménot, Guillemette (2021): Climate reconstructions based on GDGT and pollen surface datasets from Mongolia and Baikal area: calibrations and applicability to extremely cold–dry environments over the Late Holocene. Climate of the Past, 17(3), 1199-1226, https://doi.org/10.5194/cp-17-1199-2021",10.1594/PANGAEA.933659,10.1594/PANGAEA.933659,1
