ID_SAMPLE,entity_name,latitude,longitude,elevation_new,elevation_original,diff
1,AlbaSanchez_a1,36.66366,-5.04162,1264,1192,0.06040268456375839
2,AlbaSanchez_a2,36.66343,-5.05957,1199,1123,0.06767586821015138
3,AlbaSanchez_a3,36.66917,-5.05044,1264,1113,0.13566936208445643
4,AlbaSanchez_a4,36.61151,-5.01804,771,769,0.002600780234070221
5,AlbaSanchez_a5,36.66655,-5.03367,1293,1192,0.08473154362416108
6,AlbaSanchez_a6,36.68877,-5.02554,1486,1655,0.10211480362537764
7,AlbaSanchez_a7,36.6904,-5.03423,1486,1483,0.0020229265003371545
8,AlbaSanchez_a8,36.69814,-5.03876,1283,1366,0.06076134699853587
9,AlbaSanchez_a9,36.70322,-4.96761,1178,1252,0.05910543130990415
10,AlbaSanchez_a10,36.70322,-4.96582,1178,1140,0.03333333333333333
11,AlbaSanchez_a11,36.64856,-5.04177,1162,1456,0.20192307692307693
12,AlbaSanchez_a12,36.64856,-5.03144,996,1006,0.009940357852882704
13,AlbaSanchez_a13,36.69548,-5.019,1486,1634,0.09057527539779682
14,AlbaSanchez_a14,36.69592,-5.0167,1486,1634,0.09057527539779682
15,AlbaSanchez_a15,36.69353,-5.01459,1567,1733,0.09578765147143682
16,AlbaSanchez_a16,36.70011,-5.01851,1388,1386,0.001443001443001443
17,AlbaSanchez_a17,36.70214,-5.02261,1388,1386,0.001443001443001443
18,AlbaSanchez_a18,36.71336,-5.01423,1501,1332,0.12687687687687688
19,AlbaSanchez_a19,36.71097,-5.01487,1388,1332,0.042042042042042045
20,AlbaSanchez_a20,36.70631,-5.01623,1388,1569,0.11536010197578075
21,AlbaSanchez_a21,36.70521,-5.0177,1388,1386,0.001443001443001443
22,AlbaSanchez_a23,36.67838,-4.99694,1567,1765,0.11218130311614731
23,AlbaSanchez_a25,36.68781,-4.98794,1428,1596,0.10526315789473684
24,AlbaSanchez_a26,36.6831,-5.00165,1567,1646,0.0479951397326853
25,AlbaSanchez_a27,36.69101,-5.01865,1486,1663,0.10643415514131088
26,AlbaSanchez_a28,36.69262,-5.0395,1308,1366,0.0424597364568082
27,AlbaSanchez_a29,36.7439,-4.98172,904,851,0.06227967097532315
28,AlbaSanchez_a30,36.7425,-4.98415,904,859,0.05238649592549476
29,AlbaSanchez_a31,36.72546,-5.00475,1189,1046,0.1367112810707457
30,AlbaSanchez_a32,36.72651,-4.9841,1213,1097,0.105742935278031
31,AlbaSanchez_a33,36.72632,-4.99253,1213,1157,0.04840103716508211
32,AlbaSanchez_a34,36.73175,-4.97169,1081,1197,0.09690893901420217
33,AlbaSanchez_a35,36.72254,-4.96644,1081,1114,0.0296229802513465
34,AlbaSanchez_a36,36.71362,-4.98044,1457,1397,0.04294917680744453
35,AlbaSanchez_a37,36.71267,-4.98061,1457,1397,0.04294917680744453
36,AlbaSanchez_a38,36.71493,-5.00146,1501,1575,0.04698412698412698
37,AlbaSanchez_a39,36.71856,-4.99042,1213,1348,0.10014836795252226
38,AlbaSanchez_a40,36.71158,-4.97122,1178,1201,0.019150707743547043
39,AlbaSanchez_a41,36.70599,-4.97412,1178,1252,0.05910543130990415
40,AlbaSanchez_a42,36.70187,-4.97777,1457,1425,0.02245614035087719
41,AlbaSanchez_a43,36.70257,-4.98389,1457,1568,0.07079081632653061
42,AlbaSanchez_a44,36.70203,-4.988,1457,1568,0.07079081632653061
43,AlbaSanchez_a45,36.619483,-4.909311,568,662,0.1419939577039275
44,AlbaSanchez_a46,35.24113,-5.43012,1221,1405,0.1309608540925267
45,AlbaSanchez_a47,35.241631,-5.429297,1221,1405,0.1309608540925267
46,AlbaSanchez_a49,35.259856,-5.103634,1587,1645,0.03525835866261398
47,AlbaSanchez_a50,35.184338,-5.216593,1482,1727,0.14186450492182975
48,AlbaSanchez_a51,34.904032,-4.5082700000000004,1619,1786,0.093505039193729
49,AlbaSanchez_a52,34.909996,-4.617827,1656,1618,0.023485784919653894
50,AlbaSanchez_a53,34.896955,-4.653223,1467,1648,0.10983009708737865
51,AlbaSanchez_a54,34.907986,-4.536485,1614,1866,0.13504823151125403
52,AlbaSanchez_a55,34.849704,-4.611571,1483,1633,0.09185548071034905
53,AlbaSanchez_a57,34.840495,-4.532196,1952,2133,0.08485700890764182
54,AlbaSanchez_a58,34.976196,-4.761091,1308,1521,0.14003944773175542
55,AlbaSanchez_a59,34.992855,-4.820689,1174,1350,0.13037037037037036
56,AlbaSanchez_a60,34.996671,-4.871389,1044,1255,0.16812749003984065
57,AlbaSanchez_a61,35.142129,-5.148185,1705,1752,0.02682648401826484
58,AlbaSanchez_a62,35.141913,-5.152082,1705,2011,0.15216310293386376
59,AlbaSanchez_a63,35.139146,-5.151044,1705,1972,0.13539553752535496
60,AlbaSanchez_a64,35.347574,-5.303285,1468,662,1.2175226586102719
61,AlbaSanchez_a65,35.346624,-5.294552,1468,1635,0.10214067278287461
62,AlbaSanchez_a66,35.345739,-5.292949,1460,1635,0.10703363914373089
63,AlbaSanchez_a67,34.819963,-4.435739,1557,1774,0.12232243517474634
64,AlbaSanchez_a68,34.812419,-4.46209,1758,1886,0.06786850477200425
65,AlbaSanchez_a69,34.848,-4.298583,1778,1866,0.04715969989281887
66,AlbaSanchez_a70,34.859132,-4.321148,1764,1738,0.014959723820483314
67,AlbaSanchez_a71,34.888293,-4.328126,1324,1524,0.13123359580052493
68,AlbaSanchez_a72,33.424301,-5.207276,1639,1670,0.018562874251497007
69,AlbaSanchez_a73,33.39468,-5.240169,1538,1831,0.1600218459858001
70,AlbaSanchez_a74,32.956078,-5.468365,1635,1607,0.017423771001866834
71,AlbaSanchez_a75,33.1899,-5.337213,1772,1799,0.01500833796553641
72,AlbaSanchez_a76,33.172825,-5.339239,1772,1786,0.007838745800671893
73,AlbaSanchez_a77,33.136528,-5.346624,1755,1677,0.046511627906976744
74,AlbaSanchez_a78,32.897139,-5.331323,1661,1786,0.06998880179171332
75,AlbaSanchez_a79,32.944753,-5.269515,2071,2046,0.012218963831867057
76,AlbaSanchez_a80,32.947561,-5.242167,2022,2060,0.018446601941747572
77,AlbaSanchez_a81,32.926501,-5.370925,1712,1678,0.02026221692491061
78,AlbaSanchez_a82,32.943043,-5.435338,1644,1677,0.01967799642218247
79,AlbaSanchez_a83,32.936991,-5.496605,1506,1531,0.016329196603527107
80,AlbaSanchez_a84,32.942474,-5.477006,1537,1503,0.02262142381902861
81,AlbaSanchez_a85,32.937865,-5.36791,1778,1640,0.08414634146341464
82,AlbaSanchez_a86,32.849844,-5.180248,1956,1985,0.014609571788413099
83,AlbaSanchez_a87,32.869999,-5.237251,1959,2016,0.028273809523809524
84,AlbaSanchez_a88,32.885662,-5.257908,1783,1743,0.022948938611589215
85,AlbaSanchez_a89,35.013695,-4.918195,1541,2047,0.24719101123595505
86,AlbaSanchez_a90,35.016676,-4.902107,1498,1698,0.11778563015312132
87,AlbaSanchez_a91,35.133767,-5.072076,1486,1340,0.10895522388059702
88,AlbaSanchez_a92,35.118435,-5.057928,1358,1266,0.07266982622432859
89,AlbaSanchez_a93,35.135797,-5.118979,1606,1694,0.05194805194805195
90,AlbaSanchez_a94,35.127825,-5.112933,1493,1642,0.0907429963459196
91,AlbaSanchez_a95,35.121953,-5.102893,1548,1725,0.10260869565217391
92,AlbaSanchez_a96,35.006211,-5.146365,604,718,0.15877437325905291
93,AlbaSanchez_a97,34.043501,-4.195262,1183,1235,0.042105263157894736
94,AlbaSanchez_a98,34.084397,-4.176906,1417,1798,0.21190211345939933
95,AlbaSanchez_a99,34.077415,-4.178092,1530,1751,0.1262135922330097
96,AlbaSanchez_a100,33.85286,-4.041782,1533,1711,0.10403272939801286
97,AlbaSanchez_a101,33.79968,-4.065878,1746,1777,0.017445132245357344
98,AlbaSanchez_a102,33.653631,-4.159211,1942,1832,0.060043668122270744
99,AlbaSanchez_a103,33.382891,-4.715923,1781,1942,0.08290422245108137
100,AlbaSanchez_a104,33.404569,-4.661729,2265,2184,0.03708791208791209
101,AlbaSanchez_a105,33.404563,-4.656264,2265,2282,0.007449605609114811
102,AlbaSanchez_a106,33.224912,-4.958171,2142,2176,0.015625
103,AlbaSanchez_a107,32.464617,-5.315588,2318,2069,0.12034799420009666
104,AlbaSanchez_a109,32.417622,-5.432414,1865,1828,0.02024070021881838
105,AlbaSanchez_a110,32.531557,-4.989956,2160,2031,0.06351550960118169
106,AlbaSanchez_a111,32.534187,-4.972351,2116,2039,0.03776360961255518
107,AlbaSanchez_a112,32.28702,-5.306836,2341,2386,0.018860016764459347
108,AlbaSanchez_a113,32.3011,-5.410342,2092,1858,0.12594187298170076
109,AlbaSanchez_a114,32.976551,-5.061569,2135,2067,0.03289791969037252
110,AlbaSanchez_a115,33.006335,-5.071464,2205,2202,0.0013623978201634877
111,AlbaSanchez_a116,33.287499,-5.180223,1895,1879,0.008515167642362959
112,AlbaSanchez_a117,33.267471,-5.19053,1939,1898,0.02160168598524763
113,AlbaSanchez_a118,33.377907,-5.128402,1930,1920,0.005208333333333333
114,AlbaSanchez_a119,33.36205,-5.139706,1937,1905,0.01679790026246719
115,AlbaSanchez_a120,33.407958,-5.184415,1856,1819,0.02034084661902144
116,AlbaSanchez_a121,33.401479,-5.208466,1798,1761,0.021010789324247586
117,AlbaSanchez_a122,33.381264,-5.224375,1831,1794,0.020624303232998884
118,AlbaSanchez_a123,33.352279,-5.231046,1865,1843,0.011937059142702116
119,AlbaSanchez_a124,33.300496,-5.236495,1784,1794,0.005574136008918618
120,AlbaSanchez_a125,33.253437,-5.239618,1890,1934,0.022750775594622543
121,AlbaSanchez_a126,33.238472,-5.29099,1891,1897,0.0031628887717448603
122,AlbaSanchez_a127,33.159732,-5.238681,1872,1962,0.045871559633027525
123,AlbaSanchez_a128,33.213928,-5.233222,2059,2076,0.008188824662813102
124,AlbaSanchez_a129,33.232016,-5.201924,2031,2052,0.01023391812865497
125,AlbaSanchez_a130,32.977369,-5.351986,1835,1668,0.10011990407673861
126,AlbaSanchez_a131,32.977631,-5.345176,1835,1747,0.05037206639954207
127,AlbaSanchez_a132,33.098369,-5.24609,1847,1890,0.02275132275132275
128,AlbaSanchez_a133,33.032387,-5.235244,1809,1875,0.0352
129,AlbaSanchez_a134,33.03495,-5.219707,1896,2005,0.0543640897755611
130,AlbaSanchez_a135,33.552338,-5.010915,1721,1741,0.011487650775416428
131,Antipina_Galimov_a1,59.5000202,60.07,211,220,0.04090909090909091
132,Antipina_Galimov_a2,59.49486,60.0708,211,205,0.02926829268292683
133,Antipina_a1,57.49276,59.56994,392,240,0.6333333333333333
134,Antipina_a2,57.49424,59.5671,401,231,0.7359307359307359
135,Antipina_a3,57.15065,60.41132,288,274,0.051094890510948905
136,Antipina_a4,64.23,60.54,105,112,0.0625
137,Antipina_a5,64.13,61.04,14,33,0.5757575757575758
138,Antipina_a6,60.00015,59.55822,368,223,0.6502242152466368
139,Antipina_a7,61.016751,60.032087,215,120,0.7916666666666666
140,Antipina_a8,60.53937,63.35305,78,49,0.5918367346938775
141,Antipina_a9,60.55,64.02,55,75,0.26666666666666666
142,Antipina_a10,60,64,79,75,0.05333333333333334
143,Antipina_a11,60.55204,64.02649,55,829,0.9336550060313631
144,Antipina_a12,60.5567,63.35539,71,50,0.42
145,Antipina_a13,61.0227,76.4512,48,42,0.14285714285714285
146,Antipina_a14,57.0444,79.3429,138,140,0.014285714285714285
147,Binney2017_E2172,50.27,89.61,2229,2204,0.011343012704174229
148,Beloe1_Binney2017_E2174,55.65,83.17,134,104,0.28846153846153844
149,Beloe2_Binney2017_E2175,55.39,82.7,105,104,0.009615384615384616
150,Binney2017_E2183,53.67,109.2,460,457,0.006564551422319475
151,Binney2017_E2184,54.45,109.53,510,462,0.1038961038961039
152,Binney2017_E2186,51.52,105,497,457,0.087527352297593
153,Binney2017_E2187,50.19,87.73,1832,1800,0.017777777777777778
154,Binney2017_E2188,67.5,172,492,495,0.006060606060606061
155,Binney2017_E2189,61.18,152.89,644,885,0.27231638418079096
156,Binney2017_E2190,61.18,152.89,644,885,0.27231638418079096
157,Binney2017_E2196,56.92,70.97,99,104,0.04807692307692308
158,Binney2017_E2199,47.77,44.43,50,52,0.038461538461538464
159,Binney2017_E2200,54.54,106.63,788,589,0.3378607809847199
160,Binney2017_E2206,64.5,177.17,41,55,0.2545454545454545
161,Binney2017_E2207,44.61,136.21,61,1,60
162,Binney2017_E2208,53.02,106.73,482,467,0.032119914346895075
163,Binney2017_E2214,53.68,108.35,449,449,0
164,Binney2017_E2218,42.86,132.66,45,2,21.5
165,Binney2017_E2220,49.54,43.44,65,68,0.04411764705882353
166,Binney2017_E2221,55.26,28.1,173,174,0.005747126436781609
167,Binney2017_E2223,60.8,151.72,832,783,0.06257982120051085
168,Binney2017_E2224,66.78,175.52,525,36,13.583333333333334
169,Binney2017_E2225,64.83,175.25,45,36,0.25
170,Binney2017_E2230,69.45,30.75,166,185,0.10270270270270271
171,Binney2017_E2232,53.08,26.54,200,160,0.25
172,Binney2017_E2233,55.87,108.78,1177,1457,0.19217570350034316
173,Binney2017_E2234,67.15,172.16,543,547,0.007312614259597806
174,Binney2017_E2237,57.02,65.75,60,4,14
175,Binney2017_E2239,53.02,50.5,138,143,0.03496503496503497
176,Binney2017_E2241,56.03,78.53,129,120,0.075
177,Binney2017_E2242,61.63,149.45,435,426,0.02112676056338028
178,Binney2017_E2243,56.82,70.23,78,129,0.3953488372093023
179,Binney2017_E2244,64.82,178.3,446,36,11.38888888888889
180,Binney2017_E2246,56.03,28.23,142,140,0.014285714285714285
181,Binney2017_E2247,55.58,109.2,677,468,0.4465811965811966
182,Binney2017_E2248,55.53,109.27,450,470,0.0425531914893617
183,Binney2017_E2251,44.38,131.75,115,1,114
184,Binney2017_E2252,50.49,87.62,2063,1985,0.03929471032745592
185,Binney2017_E2254,49.57,23.67,260,265,0.018867924528301886
186,Binney2017_E2255,44.17,135.61,17,1,16
187,Binney2017_E2333,56.33,84.83,98,106,0.07547169811320754
188,Binney2017_E2334,60.93,76.63,47,49,0.04081632653061224
189,Binney2017_E2335,63.28,75.38,89,91,0.02197802197802198
190,Binney2017_E2336,63.28,75.38,89,91,0.02197802197802198
191,Binney2017_E2394,72.84,125.82,8,9,0.1111111111111111
192,Binney2017_E2395,73.39,126.61,2,4,0.5
193,Binney2017_E2396,72.38,126.52,13,10,0.3
194,Binney2017_E2397,56.46,32.98,246,249,0.012048192771084338
195,Binney2017_E2399,67.95,32.48,687,475,0.4463157894736842
196,Binney2017_E2512,59.67,150.7,547,309,0.7702265372168284
197,Binney2017_E2603,70,153.4,40,57,0.2982456140350877
198,Binney2017_E2605,70,153.4,40,57,0.2982456140350877
199,Binney2017_E2606,70,153.4,40,57,0.2982456140350877
200,Binney2017_E2607,70,153.4,40,57,0.2982456140350877
201,Binney2017_E2608,70,153.4,40,57,0.2982456140350877
202,Binney2017_E2609,70.25,153.35,40,25,0.6
203,Binney2017_E2610,70.25,153.35,40,25,0.6
204,Binney2017_E2611,70.25,153.35,40,25,0.6
205,Binney2017_E2612,70.25,153.35,40,25,0.6
206,Binney2017_E2613,70.25,153.35,40,25,0.6
207,Binney2017_E2614,70.25,153.35,40,25,0.6
208,Binney2017_E2616,70.2,152.1,46,44,0.045454545454545456
209,Binney2017_E2617,70.2,152.1,46,44,0.045454545454545456
210,Binney2017_E2618,70.2,152.1,46,44,0.045454545454545456
211,Binney2017_E2619,70.2,152.1,46,44,0.045454545454545456
212,Binney2017_E2620,70.2,152.1,46,44,0.045454545454545456
213,Binney2017_E2621,60,151,758,743,0.020188425302826378
214,Binney2017_E2622,60,151,758,743,0.020188425302826378
215,Binney2017_E2623,60,151,758,743,0.020188425302826378
216,Binney2017_E2624,60,151,758,743,0.020188425302826378
217,Binney2017_E2625,60,151,758,743,0.020188425302826378
218,Binney2017_E2627,60,151,758,743,0.020188425302826378
219,Binney2017_E2628,60,151,758,743,0.020188425302826378
220,Binney2017_E2629,60,151,758,743,0.020188425302826378
221,Binney2017_E2630,60,151,758,743,0.020188425302826378
222,Binney2017_E2631,60,151,758,743,0.020188425302826378
223,Binney2017_E2632,60,151,758,743,0.020188425302826378
224,Binney2017_E2633,60,151,758,743,0.020188425302826378
225,Binney2017_E2634,60,151,758,743,0.020188425302826378
226,Binney2017_E2635,60,151,758,743,0.020188425302826378
227,Binney2017_E2636,60,151,758,743,0.020188425302826378
228,Binney2017_E2638,60,151,758,743,0.020188425302826378
229,Binney2017_E2639,60,151,758,743,0.020188425302826378
230,Binney2017_E2640,60,151,758,743,0.020188425302826378
231,Binney2017_E2641,60,151,758,743,0.020188425302826378
232,Binney2017_E2642,60,151,758,743,0.020188425302826378
233,Binney2017_E2643,60,151,758,743,0.020188425302826378
234,Binney2017_E2644,60,151,758,743,0.020188425302826378
235,Binney2017_E2645,60,151,758,743,0.020188425302826378
236,Binney2017_E2646,60,151,758,743,0.020188425302826378
237,Binney2017_E2647,60,151,758,743,0.020188425302826378
238,Binney2017_E2649,60,151,758,743,0.020188425302826378
239,Binney2017_E2650,60,151,758,743,0.020188425302826378
240,Binney2017_E2651,60,151,758,743,0.020188425302826378
241,Binney2017_E2652,60,151,758,743,0.020188425302826378
242,Binney2017_E2653,60,151,758,743,0.020188425302826378
243,Binney2017_E2654,60,151,758,743,0.020188425302826378
244,Binney2017_E2655,60,151,758,743,0.020188425302826378
245,Binney2017_E2656,60,151,758,743,0.020188425302826378
246,Binney2017_E2657,60,151,758,743,0.020188425302826378
247,Binney2017_E2658,60,151,758,743,0.020188425302826378
248,Binney2017_E2662,72,127,-7,3,3.3333333333333335
249,Binney2017_E2667,70.6,134.6,241,270,0.10740740740740741
250,Binney2017_E2668,70.6,134.6,241,270,0.10740740740740741
251,Binney2017_E2669,70.6,134.6,241,270,0.10740740740740741
252,Binney2017_E2702,53.63,108.3,449,449,0
253,Binney2017_E2703,51.63,105.25,452,449,0.0066815144766146995
254,Binney2017_E2704,53.15,107.22,599,460,0.30217391304347824
255,Binney2017_E2705,53.13,107.27,765,475,0.6105263157894737
256,Binney2017_E2706,53.12,107.13,673,470,0.4319148936170213
257,Binney2017_E2707,53.12,107.2,766,500,0.532
258,Binney2017_E2708,53.13,107.13,563,470,0.19787234042553192
259,Binney2017_E2709,53.1,107.02,565,470,0.20212765957446807
260,Binney2017_E2710,53.27,107.73,761,580,0.3120689655172414
261,Binney2017_E2711,53.03,106.78,451,460,0.01956521739130435
262,Binney2017_E2712,52.97,106.7,672,470,0.4297872340425532
263,Binney2017_E2713,52.55,106.03,784,485,0.6164948453608248
264,Binney2017_E2714,51.75,105.12,449,449,0
265,Binney2017_E2715,52.65,106.27,856,465,0.8408602150537634
266,Binney2017_E2716,52.6,106.05,728,500,0.456
267,Binney2017_E2717,52.1,105.37,683,700,0.024285714285714285
268,Binney2017_E2718,52.1,105.33,728,680,0.07058823529411765
269,Binney2017_E2719,52.03,105.4,497,565,0.12035398230088495
270,Binney2017_E2720,52.02,105.38,520,560,0.07142857142857142
271,Binney2017_E2721,52.02,105.37,592,570,0.03859649122807018
272,Binney2017_E2722,52.27,105.35,663,620,0.06935483870967742
273,Binney2017_E2723,52.23,105.38,758,640,0.184375
274,Binney2017_E2724,52.23,105.37,704,645,0.09147286821705426
275,Binney2017_E2725,51.83,105.05,447,449,0.004454342984409799
276,Binney2017_E2726,52.15,105.27,623,670,0.07014925373134329
277,Binney2017_E2727,52.08,104.73,595,480,0.23958333333333334
278,Binney2017_E2728,52.08,104.72,598,475,0.25894736842105265
279,Binney2017_E2729,52.07,104.72,598,470,0.2723404255319149
280,Binney2017_E2730,52.02,104.87,575,472,0.21822033898305085
281,Binney2017_E2731,52.03,104.83,614,490,0.2530612244897959
282,Binney2017_E2732,52.58,106.05,692,550,0.2581818181818182
283,Binney2017_E2733,52.08,105.43,594,600,0.01
284,Binney2017_E2734,52.67,106.22,713,470,0.5170212765957447
285,Binney2017_E2735,52.65,106.2,698,475,0.4694736842105263
286,Binney2017_E2736,55.32,109.47,449,449,0
287,Binney2017_E2737,52.6,105.98,738,480,0.5375
288,Binney2017_E2738,52.58,105.95,776,490,0.5836734693877551
289,Binney2017_E2739,53.32,105,849,615,0.3804878048780488
290,Binney2017_E2740,53.32,105.03,854,620,0.3774193548387097
291,Binney2017_E2741,53.32,105.05,856,610,0.40327868852459015
292,Binney2017_E2742,53.33,105.07,922,612,0.5065359477124183
293,Binney2017_E2743,53.35,105.1,922,622,0.48231511254019294
294,Binney2017_E2744,53.37,105.08,957,630,0.5190476190476191
295,Binney2017_E2745,53.35,105.03,919,635,0.44724409448818897
296,Binney2017_E2746,51.52,104,746,460,0.6217391304347826
297,Binney2017_E2747,53.72,108.33,449,449,0
298,Binney2017_E2748,51.5,104.07,934,500,0.868
299,Binney2017_E2749,51.48,104.03,1080,490,1.2040816326530612
300,Binney2017_E2750,51.67,103.67,537,465,0.15483870967741936
301,Binney2017_E2751,51.62,103.62,916,700,0.30857142857142855
302,Binney2017_E2752,51.6,103.63,1026,720,0.425
303,Binney2017_E2753,51.42,104.58,481,470,0.023404255319148935
304,Binney2017_E2754,51.52,105.07,525,468,0.12179487179487179
305,Binney2017_E2755,51.43,104.47,561,500,0.122
306,Binney2017_E2756,51.72,105.88,466,475,0.018947368421052633
307,Binney2017_E2757,51.53,105.05,507,465,0.09032258064516129
308,Binney2017_E2758,51.75,104.92,449,449,0
309,Binney2017_E2759,51.7,105.92,664,462,0.43722943722943725
310,Binney2017_E2760,53.23,107.68,872,660,0.3212121212121212
311,Binney2017_E2761,53.22,107.68,614,595,0.031932773109243695
312,Binney2017_E2762,51.83,104.17,756,750,0.008
313,Binney2017_E2763,51.85,104.18,742,740,0.002702702702702703
314,Binney2017_E2764,55.55,109.88,631,550,0.14727272727272728
315,Binney2017_E2765,55.6,109.95,955,570,0.6754385964912281
316,Binney2017_E2766,55.68,109.97,496,470,0.05531914893617021
317,Binney2017_E2767,55.75,109.92,451,468,0.03632478632478633
318,Binney2017_E2768,55.73,109.95,459,465,0.012903225806451613
319,Binney2017_E2769,54.92,109.22,449,449,0
320,Binney2017_E2770,55.82,109.73,437,462,0.05411255411255411
321,Binney2017_E2771,55.62,109.3,484,460,0.05217391304347826
322,Binney2017_E2772,55.68,109.38,748,468,0.5982905982905983
323,Binney2017_E2773,55.52,109.15,539,470,0.14680851063829786
324,Binney2017_E2774,55.52,109.87,526,480,0.09583333333333334
325,Binney2017_E2775,51.65,105.3,451,449,0.004454342984409799
326,Binney2017_E2776,55.35,109.43,449,449,0
327,Binney2017_E2777,51.8,105.12,449,449,0
328,Binney2017_E2778,53.33,107.58,450,449,0.0022271714922048997
329,Binney2017_E2779,53.72,108.33,449,449,0
330,Binney2017_E2780,52.18,106.12,449,449,0
331,Binney2017_E2781,51.65,105.3,451,449,0.004454342984409799
332,Binney2017_E2782,52.85,107.67,449,449,0
333,Binney2017_E2783,53.77,108.08,451,449,0.004454342984409799
334,Binney2017_E2784,53.9,108.75,449,449,0
335,Binney2017_E2785,55.32,109.47,449,449,0
336,Binney2017_E2786,51.8,105.12,449,449,0
337,Binney2017_E2787,51.78,105.45,449,449,0
338,Binney2017_E2788,52.52,106.18,433,449,0.035634743875278395
339,Binney2017_E2789,53.53,108,449,449,0
340,Binney2017_E2790,55.38,109.4,449,449,0
341,Binney2017_E2791,52.05,105.85,449,449,0
342,Binney2017_E2792,52.55,106.15,471,451,0.04434589800443459
343,Binney2017_E2793,54.17,108.48,449,449,0
344,Binney2017_E2794,55.35,109.43,449,449,0
345,Binney2017_E2795,52.5,106.2,453,449,0.008908685968819599
346,Binney2017_E2796,52.5,106.2,453,449,0.008908685968819599
347,Binney2017_E2797,53.63,108.23,449,449,0
348,Binney2017_E2798,53.12,108.1,449,449,0
349,Binney2017_E2799,53.62,108.12,449,449,0
350,Binney2017_E2800,53.53,108,449,449,0
351,Binney2017_E2801,53.63,108.3,449,449,0
352,Binney2017_E2802,53.33,107.58,450,449,0.0022271714922048997
353,Binney2017_E2803,52.08,105.25,697,617,0.12965964343598055
354,Binney2017_E2804,51.55,104.95,449,449,0
355,Binney2017_E2805,53.63,108.3,449,449,0
356,Binney2017_E2806,54.92,109.22,449,449,0
357,Binney2017_E2807,52.52,106.15,442,449,0.015590200445434299
358,Binney2017_E2808,52.08,105.25,697,617,0.12965964343598055
359,Binney2017_E2809,51.83,104.6,866,480,0.8041666666666667
360,Binney2017_E2810,51.82,104.62,813,470,0.7297872340425532
361,Binney2017_E2811,53.83,109.13,452,449,0.0066815144766146995
362,Binney2017_E2812,51.83,104.58,829,490,0.6918367346938775
363,Binney2017_E2813,51.83,104.42,741,485,0.5278350515463918
364,Binney2017_E2814,51.82,104.43,668,495,0.34949494949494947
365,Binney2017_E2815,51.83,104.52,800,500,0.6
366,Binney2017_E2816,51.82,104.48,713,510,0.3980392156862745
367,Binney2017_E2817,51.82,104.3,687,505,0.3603960396039604
368,Binney2017_E2818,51.82,104.35,687,525,0.30857142857142855
369,Binney2017_E2819,51.85,104.33,753,520,0.4480769230769231
370,Binney2017_E2820,51.27,104.67,1364,475,1.871578947368421
371,Binney2017_E2821,51.63,103.67,708,465,0.5225806451612903
372,Binney2017_E2822,54.17,108.48,449,449,0
373,Binney2017_E2823,51.5,104.98,534,470,0.13617021276595745
374,Binney2017_E2824,51.42,104.6,472,478,0.012552301255230125
375,Binney2017_E2825,51.45,104.47,537,510,0.052941176470588235
376,Binney2017_E2826,51.53,105.1,578,525,0.10095238095238095
377,Binney2017_E2827,51.53,105.08,558,530,0.052830188679245285
378,Binney2017_E2828,51.52,105.05,507,515,0.015533980582524271
379,Binney2017_E2829,51.52,105.03,504,470,0.07234042553191489
380,Binney2017_E2830,51.5,104.98,534,467,0.14346895074946467
381,Binney2017_E2831,51.43,104.47,561,600,0.065
382,Binney2017_E2832,51.45,104.45,546,580,0.05862068965517241
383,Binney2017_E2833,51.67,105.33,450,449,0.0022271714922048997
384,Binney2017_E2834,51.48,104.92,540,530,0.018867924528301886
385,Binney2017_E2835,51.47,104.87,459,500,0.082
386,Binney2017_E2836,51.47,104.83,457,510,0.10392156862745099
387,Binney2017_E2837,51.43,104.78,558,530,0.052830188679245285
388,Binney2017_E2838,51.42,104.7,548,550,0.0036363636363636364
389,Binney2017_E2839,51.43,104.65,480,470,0.02127659574468085
390,Binney2017_E2840,51.43,104.6,456,465,0.01935483870967742
391,Binney2017_E2841,51.42,104.52,513,480,0.06875
392,Binney2017_E2842,51.45,104.43,529,470,0.125531914893617
393,Binney2017_E2843,51.45,104.6,484,490,0.012244897959183673
394,Binney2017_E2844,53.63,108.3,449,449,0
395,Binney2017_E2845,51.47,104.35,604,480,0.25833333333333336
396,Binney2017_E2846,51.47,104.32,736,475,0.5494736842105263
397,Binney2017_E2847,51.53,104.07,491,465,0.05591397849462366
398,Binney2017_E2848,51.45,104.3,1114,610,0.8262295081967214
399,Binney2017_E2849,51.47,104.08,1145,690,0.6594202898550725
400,Binney2017_E2850,51.47,104.33,660,550,0.2
401,Binney2017_E2851,51.47,104.37,555,480,0.15625
402,Binney2017_E2852,51.45,104.43,529,500,0.058
403,Binney2017_E2853,51.47,104.25,720,510,0.4117647058823529
404,Binney2017_E2854,51.37,104.58,1210,800,0.5125
405,Binney2017_E2855,53.63,108.23,449,449,0
406,Binney2017_E2856,51.42,104.37,766,820,0.06585365853658537
407,Binney2017_E2857,51.4,104.4,753,790,0.04683544303797468
408,Binney2017_E2858,51.37,104.6,1176,830,0.41686746987951806
409,Binney2017_E2859,51.48,104.18,855,465,0.8387096774193549
410,Binney2017_E2860,51.5,104.13,732,463,0.5809935205183585
411,Binney2017_E2861,51.42,104.45,609,700,0.13
412,Binney2017_E2862,53.17,107.25,545,470,0.1595744680851064
