"updated_publication","publication","doi","updated_DOI","DOI","ID_PUB"
NA,"Harrison, Sandy P., 2019. Modern pollen data for climate reconstructions, version 1 (SMPDS). University of Reading. Dataset.","10.17864/1947.194",NA,"",1
