"updated_publication","publication","doi","updated_DOI","DOI","ID_PUB"
NA,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","https://doi.org/10.5194/essd-12-2423-2020",NA,"",1
