"updated_publication","publication","doi","updated_DOI","DOI","ID_PUB"
NA,"Harrison, S.P., Marinova, E. and Cruz-Silva, E., 2021. EMBSeCBIO pollen database. University of Reading. Dataset.","10.17864/1947.309",NA,"",1
