updated_publication,publication,updated_DOI,DOI,ID_PUB
"Bush, M.B., Correa‐Metrio, A., van Woesik, R., Collins, A., Hanselman, J., Martinez, P. and McMichael, C.N., 2021. Modern pollen assemblages of the Neotropics. Journal of Biogeography, 48(1), pp.231-241.","Bush, M.B., Correa-Metrio, A., van Woesik, R., Collins, A., Hanselman, J., Martinez, P., McMichael, C., 2021. Modern pollen assemblages of the Neotropics. Journal of Biogeography 48: 231-241.",10.1111/jbi.13960,10.1111/jbi.13960,1
