"site_name","entity_name","latitude","longitude","elevation","mi","gdd0","mat","mtco","mtwa"
"Vilaboa saltmarsh (Ría de Vigo)","MunozSobrino_a1 (Vilaboa J1)",42.356717,-8.629817,1,1.6000792697315636,5329.190096545328,14.600520812452952,10.447046844784866,19.25509604013724
"Vilaboa saltmarsh (Ría de Vigo)","MunozSobrino_a2 (Vilaboa S1)",42.356867,-8.629928,1,1.60009197192629,5329.183976015249,14.600504043877393,10.447090617835325,19.255050147893634
"Vilaboa saltmarsh (Ría de Vigo)","MunozSobrino_a3 (Vilaboa J2)",42.35685,-8.629833,1,1.6000871777024326,5329.179870851356,14.60049279685303,10.447072101277328,19.255044397093254
"Vilaboa saltmarsh (Ría de Vigo)","MunozSobrino_a4 (Vilaboa S2)",42.3567,-8.630017,1,1.6000864816204734,5329.20316629748,14.600556619993094,10.447076846028134,19.25512948382277
"Vilaboa saltmarsh (Ría de Vigo)","MunozSobrino_a5 (Vilaboa J3)",42.356483,-8.63005,1,1.6000759793897859,5329.223290661085,14.60061175523585,10.447045354172875,19.255221594469628
"Vilaboa saltmarsh (Ria de Vigo)","MunozSobrino_a6 (Vilaboa S3)",42.35635,-8.63,1,1.600066682939346,5329.2315376267,14.60063434966219,10.447014501516163,19.255268724885
"Vilaboa saltmarsh (Ria de Vigo)","MunozSobrino_a7 (Vilaboa S4)",42.356133,-8.630217,1,1.600063658013459,5329.262370996192,14.6007188246471,10.447013259153126,19.25538527266063
"Vilaboa saltmarsh (Ria de Vigo)","MunozSobrino_a8 (Vilaboa J4)",42.356717,-8.630183,1,1.6000941645060256,5329.2114034891,14.60057918764137,10.447107036507735,19.25514466386249
"Vilaboa saltmarsh (Ria de Vigo)","MunozSobrino_a9 (Vilaboa S5)",42.356717,-8.630183,1,1.6000941645060256,5329.2114034891,14.60057918764137,10.447107036507735,19.25514466386249
"Vilaboa saltmarsh (Ria de Vigo)","MunozSobrino_a10 (Vilaboa J5)",42.356717,-8.630017,1,1.6000874093785218,5329.201740248144,14.600552713008614,10.447079738085016,19.25512261137669
"Vilaboa saltmarsh (Ria de Vigo)","MunozSobrino_a11 (Vilaboa H1)",42.356717,-8.629933,1,1.600083990851822,5329.196850058536,14.600539315228866,10.447065923382747,19.2551114517196
"Vilaboa saltmarsh (Ria de Vigo)","MunozSobrino_a12 (Vilaboa H2)",42.355633,-8.629817,1,1.600020062082201,5329.281042822988,14.600769980336954,10.446862377493897,19.255534352330155
"Vilaboa saltmarsh (Ria de Vigo)","MunozSobrino_a13 (Vilaboa H3)",42.35555,-8.629933,1,1.600020241674581,5329.294757056038,14.600807553578187,10.446867325743044,19.255583312667643
"Vilaboa saltmarsh (Ria de Vigo)","MunozSobrino_a14 (Vilaboa H4)",42.35525,-8.629817,1,1.5999991160461304,5329.3131803554725,14.600858028371157,10.446797173170856,19.25568924865253
"Vilaboa saltmarsh (Ria de Vigo)","MunozSobrino_a15 (Vilaboa H5)",42.355117,-8.63,1,1.5999992793565845,5329.334987120897,14.600917772933963,10.446804622008948,19.255767316536335
"Vilaboa saltmarsh (Ria de Vigo)","MunozSobrino_a16 (Vilaboa P1)",42.352367,-8.635217,1,1.600059804741205,5329.868440336166,14.602379288592235,10.447192411208365,19.25756937790886
"Vilaboa saltmarsh (Ria de Vigo)","MunozSobrino_a17 (Vilaboa P2)",42.352317,-8.635317,1,1.6000610934055166,5329.878422931153,14.602406638167542,10.447200271098762,19.257602781800472
"Vilaboa saltmarsh (Ria de Vigo)","MunozSobrino_a18 (Vilaboa P3)",42.352383,-8.635367,1,1.6000667540293498,5329.875787399369,14.602399417532519,10.447219725404803,19.257582713846986
"Vilaboa saltmarsh (Ria de Vigo)","MunozSobrino_a19 (Vilaboa P4)",42.3525,-8.635367,1,1.6000732027534001,5329.865981933665,14.602372553242919,10.447239684722177,19.25753544035459
"Vilaboa saltmarsh (Ria de Vigo)","MunozSobrino_a20 (Vilaboa P5)",42.352567,-8.635267,1,1.6000728497038095,5329.854574484072,14.602341299956361,10.447234724143595,19.257495166912634
