"site_name","entity_name","latitude","longitude","elevation","mi","gdd0","mat","mtco","mtwa"
"27N-Agu","27N-Agu",-11.9283,-71.3383,342,2.0672390956685076,8997.999209292735,24.652052628199275,22.863996749766127,25.574433560785568
"5_Lagos_S","5_Lagos_S",16.15,-91.69,1500,1.5099794903469097,7081.319000071622,19.400873972798966,17.188544188231653,21.129728110488315
"5_Lakes_B","5_Lakes_B",16.11,-91.68,1523,1.513724151120973,7035.138237513187,19.274351335652568,17.06790678745937,20.997497515516194
"Alberca","Alberca",19.21,-101.46,1531,0.6181024609791002,7576.426516777737,20.75733292267873,17.70387705488007,23.827880704815776
"Alchichica","Alchichica",19.41,-97.4,2304,0.6219758373212231,5749.652900497427,15.752473699992953,12.746010599159163,18.10812534570694
"Aljojuca","Aljojuca",19.09,-97.54,2448,0.5098962658750923,5603.081646784326,15.35090862132692,12.499493855156604,17.6419280260767
"AlmondHill","AlmondHill",17.46,-88.31,0,1.0998625649563933,9478.744942679254,25.969164226518505,23.33705004898673,27.738524302237305
"Amatitlan","Amatitlan",14.43,-90.55,1197,1.544822955382848,7575.570972862068,20.75498896674539,19.00146989404004,22.208473701575425
"Aquihui","Aquihui",-16.089383,-68.885,3841,0.4439505460799874,3275.4702618975375,8.973891128486404,6.185080301683108,10.825051554776607
"Asiruni","Asiruni",-16.385467,-70.370517,4508,0.37472493891065717,1960.5379858679653,5.371336947583466,2.5095559864766477,7.151714793266961
"Atescatempa","Atescatempa",14.22,-89.69,688,1.2325429651468385,8518.455273151747,23.33823362507328,21.851854686411304,24.73523402410516
"Atezca","Atezca",20.81,-98.75,1373,0.7739541709764058,7045.496602992416,19.302730419157303,14.947035741937874,22.39482088416014
"Atitlan","Atitlan",14.73,-91.16,1555,1.6112119244472716,6901.449548558748,18.908080954955473,16.962618180551058,20.44300118930859
"Atlangatepec","Atlangatepec",19.55,-98.16,2495,0.5417558264287914,5460.942565357476,14.961486480431443,12.049685273730676,17.278418602938984
"Atotonilco2","Atotonilco2",21.22,-103.67,1357,0.5831063511308875,7510.240637668479,20.57600174703693,16.60006020165713,23.74189356420454
"Ayauchi120","Ayauchi120",-3.0439301,-78.0334015,324,2.1156028495364043,9141.451919527966,25.045073752131415,24.03479792424073,25.493349842187413
"Ayauchi121","Ayauchi121",-3.0434501,-78.0335999,324,2.1156943828812196,9141.436093794164,25.045030393956612,24.034720211089095,25.493300642024227
