"source","site_name","entity_name","latitude","longitude","elevation","basin_size","site_type","entity_type","age_BP","ID_BIOME","PNV","ID_SAMPLE","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T38","T39","T40","T41","T42","T43","T44","T45","T46","T47","T48","T49","T50","T51","T52","T53","T54","T55","T56","T57","T58","T59","T60","T61","T62","T63","T64","T65","T66","T67","T68","T69","T70","T71","T72","T73","T74","T75","T76","T77","T78","T79","T80","T81","T82","T83","T84","T85","T86","T87","T88","T89","T90","T91","T92","T93","T94","T95","T96","T97","T98","T99","T100","T101","T102","T103","T104","T105","T106","T107","T108","T109","T110","T111","T112","T113","T114","T115","T116","T117","T118","T119","T120","T121","T122","T123","T124","T125","T126","T127","T128","T129","T130","T131","T132","T133","T134","T135","T136","T137","T138","T139","T140","T141","T142","T143","T144","T145","T146","T147","T148","T149","T150","T151","T152","T153","T154","T155","T156","T157","T158","T159","T160","T161","T162","T163","T164","T165","T166","T167","T168","T169","T170","T171","T172","T173","T174","T175","T176","T177","T178","T179","T180","T181","T182","T183","T184","T185","T186","T187","T188","T189","T190","T191","T192","T193","T194","T195","T196","T197","T198","T199","T200","T201","T202","T203","T204","T205","T206","T207","T208","T209","T210","T211","T212","T213","T214","T215","T216","T217","T218","T219","T220","T221","T222","T223","T224","T225","T226","T227","T228","T229","T230","T231","T232","T233","T234","T235","T236","T237","T238","T239","T240","T241","T242","T243","T244","T245","T246","T247","T248","T249","T250","T251","T252","T253","T254","T255","T256","T257","T258","T259","T260","T261","T262","T263","T264","T265","T266","T267","T268","T269","T270","T271","T272","T273","T274","T275","T276","T277","T278","T279","T280","T281","T282","T283","T284","T285","T286","T287","T288","T289","T290","T291","T292","T293","T294","T295","T296","T297","T298","T299","T300","T301","T302","T303","T304","T305","T306","T307","T308","T309","T310","T311","T312","T313","T314","T315","T316","T317","T318","T319","T320","T321","T322","T323","T324","T325","T326","T327","T328","T329","T330","T331","T332","T333","T334","T335","T336","T337","T338","T339","T340","T341","T342","T343","T344","T345","T346","T347","T348","T349","T350","T351","T352","T353","T354","T355","T356","T357","T358","T359","T360","T361","T362","T363","T364","T365"
"APD","Grootdrift Farm 2","GDV4_0",-32.3833333333333,18,720,"not applicable","terrestrial","not known","modern",,"not applicable",83,22.887591434772386,22.818780684950283,22.753378393706633,22.691439824517527,22.633037294334684,22.578257470247795,22.527198495588713,22.479967036825613,22.43667533887988,22.39743837041738,22.36237113258601,22.331586194987125,22.30519151178867,22.283288559217922,22.265970823599396,22.253322656989596,22.2454185056292,22.242322505168058,22.244088426159603,22.250759943865496,22.262371198115517,22.278947601950144,22.30050685212223,22.327060090308557,22.35861316111923,22.395167911710576,22.43672347800823,22.483277504216982,22.534827245404685,22.591370507453725,22.65290638450751,22.71943576111171,22.785438773059575,22.850918487395624,22.91587785481848,22.98031921428496,23.044243582044935,23.107649748453255,23.17053321534525,23.23288501557249,23.29469046412827,23.355927896800605,23.416567457143746,23.476569995457233,23.535886144150435,23.594455632158592,23.65220689684836,23.70905704507797,23.764912205829585,23.819668305279986,23.87321228159632,23.92542374151173,23.976177044319748,24.025343781874934,24.072795606110542,24.11840733913643,24.162060285830115,24.203645655645424,24.24306798975849,24.280248482213032,24.325884686375804,24.37993792507513,24.442392206949986,24.513255981691046,24.5925632540111,24.680373987554532,24.776773751109886,24.881872583298335,24.99580307760722,25.11871771634501,25.250785508859543,25.39218801518829,25.54311486019561,25.703758864234846,25.874310933563166,26.05495486636263,26.245862237662863,26.447187528280722,26.659063658859658,26.881598080198433,27.114869555526255,27.358925749659097,27.6137817147223,27.879419333204996,28.155787747540714,28.44280477232678,28.740359251925028,29.04831429377603,29.366511277539605,29.694774513298942,30.032916399572276,30.361775077443795,30.681163680272846,30.990907932331805,31.29085119737389,31.58085897648106,31.86082271037818,32.1306627651662,32.390330508404176,32.639809413592474,32.879115164198346,33.1082947621757,33.327424679207674,33.536608120424624,33.735971498992235,33.92566024472586,34.105834089939925,34.27666199045543,34.4383168486559,34.59097020852077,34.73478708972853,34.86992111947867,34.9965101071086,35.11467218852694,35.22450264574459,35.32607148225807,35.41942180869374,35.50456906594733,35.58150108602833,35.65017896486521,35.71053869728486,35.77038522496899,35.829613673098486,35.888104439606394,35.94572688934501,36.00234325750819,36.05781264370955,36.11199498088391,36.164754869321115,36.21596517522411,36.26551030470629,36.313289077558956,36.35921713986112,36.40322887000849,36.445278748469526,36.48534217704491,36.52341574817726,36.55951697857302,36.59368353376956,36.62597198110129,36.65645611765803,36.68522492722441,36.7123802258431,36.73803405960932,36.76230592067283,36.78531984831859,36.807201481556625,36.828075128022405,36.848060911312345,36.86727205529029,36.88581235952046,36.90377391491447,36.91565431185168,36.921511932723774,36.92138395994137,36.91528567418871,36.903210261078186,36.8851291246978,36.860992695824145,36.830731712133215,36.79425893776234,36.751471280247586,36.70225225437321,36.64647473501082,36.58400393477553,36.51470053745351,36.43842391480215,36.355035352607906,36.26440121188619,36.16639595286172,36.06090495286137,35.947827054429105,35.82707678671459,35.69858621133393,35.562306353237645,35.418208187398015,35.26628316305887,35.10654325856781,34.9390205711178,34.763766456741386,34.580850246325845,34.39035757297004,34.21056844545142,34.04158864679667,33.883527418522355,33.73649501548824,33.60060027801944,33.47594827441823,33.3626380632902,33.26076062044584,33.17039696972429,33.09161655114278,33.0244758535211,32.96901733236271,32.925268627466195,32.893242088636306,32.872934612064284,32.864327784528356,32.86738832755526,32.882068829093654,32.908308746057266,32.94603565726746,32.9951667428181,33.055610462662756,33.12726840425098,33.21003726630861,33.30381094336952,33.40848267345983,33.52394720946664,33.65010297327192,33.786854150797936,33.93411268580323,34.09180013070017,34.2436590951213,34.38963965735569,34.52971024364138,34.663858350093165,34.79209086725908,34.9144339943443,35.03093273902814,35.14165000815093,35.24666530412781,35.34607305149548,35.43998058724448,35.52850585725027,35.61177486892234,35.68991895688321,35.76307192384435,35.83136712267097,35.89493454778299,35.95389800442935,36.00837242296584,36.05846138208088,36.104254900029716,36.14582754648635,36.183236919782736,36.216522525299,36.245705080848666,36.270786264346825,36.29174890814629,36.308557633472816,36.321159907672026,36.329487496772124,36.33345827642002,36.338874833472225,36.345638134552466,36.35364646182122,36.36279788550418,36.37299269201624,36.38413571078634,36.396138486096945,36.408921244594694,36.42241461447156,36.436561058507465,36.45131599005496,36.46664854847418,36.48254201833963,36.49899388479006,36.516015525536545,36.533631548146566,36.551878789159055,36.57080499923285,36.590467245777525,36.610930071245065,36.63226345136346,36.654540602957034,36.677835695508485,36.70222152415938,36.72776720430412,36.75453594919151,36.78258299190134,36.81195371161148,36.84268202113304,36.874789068210575,36.89928487740974,36.91616280314389,36.92540198127571,36.92696763105452,36.92081179687346,36.90687452695484,36.88508547326864,36.85536588370741,36.81763094415522,36.77179241503149,36.717761494627034,36.655451830569106,36.584782591544474,36.505681504448,36.418087757840425,36.32195467135902,36.2172520328112,36.10396801026449,35.982110555579176,35.85170822842094,35.71281038560985,35.56548669932971,35.40982598871905,35.24593437204513,35.073932770269614,34.893953816509125,34.70613824878337,34.510630884620134,34.307576294658944,34.097114307535854,33.87937548931029,33.662119779511,33.44544481462553,33.22942533842864,33.014110212844145,32.79952017741955,32.58564645033686,32.3724502373725,32.15986318563752,31.94778878731094,31.736104706059326,31.52466596661825,31.31330891731194,31.101855847287148,30.890120116035472,30.67791163333994,30.465042513902517,30.251332723174965,30.036615529680105,29.82074258447473,29.603588460214347,29.385054500125662,29.165071850428163,28.943603577515507,28.72064580247388,28.496227819108114,28.270411196308256,28.04328790002509,27.814977503053385,27.58562358103575,27.355389419503744,27.12996810028409,26.909540111335726,26.69428299779441,26.48436620837362,26.27994622543818,26.081162133102264,25.888131760308276,25.700948513914987,25.519678991272922,25.344361433622797,25.175005052020516,25.01159022750144,24.854069557958148,24.70236969676994,24.556393903534264,24.41602520612126,24.28113005634766,24.151562349308,24.027167669078263,23.90778762118852,23.793264114828332,23.683443464902222,23.578180195334927,23.47734043985039,23.380804854121138,23.2884709729453,23.200254967157314,23.116092776513575,23.03594061604042,22.95977487356923
"APD","Grootdrift Farm 2","GDV4_5",-32.3833333333333,18,720,"not applicable","terrestrial","not known","modern",,"not applicable",84,22.887591434772386,22.818780684950283,22.753378393706633,22.691439824517527,22.633037294334684,22.578257470247795,22.527198495588713,22.479967036825613,22.43667533887988,22.39743837041738,22.36237113258601,22.331586194987125,22.30519151178867,22.283288559217922,22.265970823599396,22.253322656989596,22.2454185056292,22.242322505168058,22.244088426159603,22.250759943865496,22.262371198115517,22.278947601950144,22.30050685212223,22.327060090308557,22.35861316111923,22.395167911710576,22.43672347800823,22.483277504216982,22.534827245404685,22.591370507453725,22.65290638450751,22.71943576111171,22.785438773059575,22.850918487395624,22.91587785481848,22.98031921428496,23.044243582044935,23.107649748453255,23.17053321534525,23.23288501557249,23.29469046412827,23.355927896800605,23.416567457143746,23.476569995457233,23.535886144150435,23.594455632158592,23.65220689684836,23.70905704507797,23.764912205829585,23.819668305279986,23.87321228159632,23.92542374151173,23.976177044319748,24.025343781874934,24.072795606110542,24.11840733913643,24.162060285830115,24.203645655645424,24.24306798975849,24.280248482213032,24.325884686375804,24.37993792507513,24.442392206949986,24.513255981691046,24.5925632540111,24.680373987554532,24.776773751109886,24.881872583298335,24.99580307760722,25.11871771634501,25.250785508859543,25.39218801518829,25.54311486019561,25.703758864234846,25.874310933563166,26.05495486636263,26.245862237662863,26.447187528280722,26.659063658859658,26.881598080198433,27.114869555526255,27.358925749659097,27.6137817147223,27.879419333204996,28.155787747540714,28.44280477232678,28.740359251925028,29.04831429377603,29.366511277539605,29.694774513298942,30.032916399572276,30.361775077443795,30.681163680272846,30.990907932331805,31.29085119737389,31.58085897648106,31.86082271037818,32.1306627651662,32.390330508404176,32.639809413592474,32.879115164198346,33.1082947621757,33.327424679207674,33.536608120424624,33.735971498992235,33.92566024472586,34.105834089939925,34.27666199045543,34.4383168486559,34.59097020852077,34.73478708972853,34.86992111947867,34.9965101071086,35.11467218852694,35.22450264574459,35.32607148225807,35.41942180869374,35.50456906594733,35.58150108602833,35.65017896486521,35.71053869728486,35.77038522496899,35.829613673098486,35.888104439606394,35.94572688934501,36.00234325750819,36.05781264370955,36.11199498088391,36.164754869321115,36.21596517522411,36.26551030470629,36.313289077558956,36.35921713986112,36.40322887000849,36.445278748469526,36.48534217704491,36.52341574817726,36.55951697857302,36.59368353376956,36.62597198110129,36.65645611765803,36.68522492722441,36.7123802258431,36.73803405960932,36.76230592067283,36.78531984831859,36.807201481556625,36.828075128022405,36.848060911312345,36.86727205529029,36.88581235952046,36.90377391491447,36.91565431185168,36.921511932723774,36.92138395994137,36.91528567418871,36.903210261078186,36.8851291246978,36.860992695824145,36.830731712133215,36.79425893776234,36.751471280247586,36.70225225437321,36.64647473501082,36.58400393477553,36.51470053745351,36.43842391480215,36.355035352607906,36.26440121188619,36.16639595286172,36.06090495286137,35.947827054429105,35.82707678671459,35.69858621133393,35.562306353237645,35.418208187398015,35.26628316305887,35.10654325856781,34.9390205711178,34.763766456741386,34.580850246325845,34.39035757297004,34.21056844545142,34.04158864679667,33.883527418522355,33.73649501548824,33.60060027801944,33.47594827441823,33.3626380632902,33.26076062044584,33.17039696972429,33.09161655114278,33.0244758535211,32.96901733236271,32.925268627466195,32.893242088636306,32.872934612064284,32.864327784528356,32.86738832755526,32.882068829093654,32.908308746057266,32.94603565726746,32.9951667428181,33.055610462662756,33.12726840425098,33.21003726630861,33.30381094336952,33.40848267345983,33.52394720946664,33.65010297327192,33.786854150797936,33.93411268580323,34.09180013070017,34.2436590951213,34.38963965735569,34.52971024364138,34.663858350093165,34.79209086725908,34.9144339943443,35.03093273902814,35.14165000815093,35.24666530412781,35.34607305149548,35.43998058724448,35.52850585725027,35.61177486892234,35.68991895688321,35.76307192384435,35.83136712267097,35.89493454778299,35.95389800442935,36.00837242296584,36.05846138208088,36.104254900029716,36.14582754648635,36.183236919782736,36.216522525299,36.245705080848666,36.270786264346825,36.29174890814629,36.308557633472816,36.321159907672026,36.329487496772124,36.33345827642002,36.338874833472225,36.345638134552466,36.35364646182122,36.36279788550418,36.37299269201624,36.38413571078634,36.396138486096945,36.408921244594694,36.42241461447156,36.436561058507465,36.45131599005496,36.46664854847418,36.48254201833963,36.49899388479006,36.516015525536545,36.533631548146566,36.551878789159055,36.57080499923285,36.590467245777525,36.610930071245065,36.63226345136346,36.654540602957034,36.677835695508485,36.70222152415938,36.72776720430412,36.75453594919151,36.78258299190134,36.81195371161148,36.84268202113304,36.874789068210575,36.89928487740974,36.91616280314389,36.92540198127571,36.92696763105452,36.92081179687346,36.90687452695484,36.88508547326864,36.85536588370741,36.81763094415522,36.77179241503149,36.717761494627034,36.655451830569106,36.584782591544474,36.505681504448,36.418087757840425,36.32195467135902,36.2172520328112,36.10396801026449,35.982110555579176,35.85170822842094,35.71281038560985,35.56548669932971,35.40982598871905,35.24593437204513,35.073932770269614,34.893953816509125,34.70613824878337,34.510630884620134,34.307576294658944,34.097114307535854,33.87937548931029,33.662119779511,33.44544481462553,33.22942533842864,33.014110212844145,32.79952017741955,32.58564645033686,32.3724502373725,32.15986318563752,31.94778878731094,31.736104706059326,31.52466596661825,31.31330891731194,31.101855847287148,30.890120116035472,30.67791163333994,30.465042513902517,30.251332723174965,30.036615529680105,29.82074258447473,29.603588460214347,29.385054500125662,29.165071850428163,28.943603577515507,28.72064580247388,28.496227819108114,28.270411196308256,28.04328790002509,27.814977503053385,27.58562358103575,27.355389419503744,27.12996810028409,26.909540111335726,26.69428299779441,26.48436620837362,26.27994622543818,26.081162133102264,25.888131760308276,25.700948513914987,25.519678991272922,25.344361433622797,25.175005052020516,25.01159022750144,24.854069557958148,24.70236969676994,24.556393903534264,24.41602520612126,24.28113005634766,24.151562349308,24.027167669078263,23.90778762118852,23.793264114828332,23.683443464902222,23.578180195334927,23.47734043985039,23.380804854121138,23.2884709729453,23.200254967157314,23.116092776513575,23.03594061604042,22.95977487356923
"Australian pollen","Airport Swamp","Airport Swamp core_05",31.54,159.08,5,"very small (<0.01 km2)","terrestrial, bog/fen/swamp","core","-28",,"not applicable",136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Australian pollen","Airport Swamp","Airport Swamp core_105",31.54,159.08,5,"very small (<0.01 km2)","terrestrial, bog/fen/swamp","core","46",,"not applicable",137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Australian pollen","Airport Swamp","Airport Swamp core_25",31.54,159.08,5,"very small (<0.01 km2)","terrestrial, bog/fen/swamp","core","-14",,"not applicable",138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Australian pollen","Airport Swamp","Airport Swamp core_50",31.54,159.08,5,"very small (<0.01 km2)","terrestrial, bog/fen/swamp","core","5",,"not applicable",139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Australian pollen","Airport Swamp","Airport Swamp core_75",31.54,159.08,5,"very small (<0.01 km2)","terrestrial, bog/fen/swamp","core","24",,"not applicable",140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Australian pollen","Bremer Bay Swamp","Bremer Bay Swamp_a",-34.833,119.4,0,"not known","terrestrial, bog/fen/swamp","not known","modern",,"not applicable",385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Australian pollen","Bremer Bay Swamp","Bremer Bay Swamp_b",-34.833,119.4,0,"not known","terrestrial, bog/fen/swamp","not known","modern",,"not applicable",386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Australian pollen","Bremer Bay Swamp","Bremer Bay Swamp_c",-34.833,119.4,0,"not known","terrestrial, bog/fen/swamp","not known","modern",,"not applicable",387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
