"site_name","entity_name","latitude","longitude","elevation","mi","gdd0","mat","mtco","mtwa"
"Kentii","MMNT1M01",48.3983,106.8594,1137,0.4309709426367782,2106.1130044148676,-1.1847307281382966,-22.745308025647066,17.13502316823334
"Kentii","MMNT1M02",48.4014,106.8613,1161,0.4298007842019592,2085.7970645525065,-1.282520908988889,-22.791605162967524,17.02733172437175
"Kentii","MMNT2M01",48.4472,107.0542,1438,0.42013369036723497,1850.1205189071293,-2.4596257718752326,-23.388694019454903,15.757158133984962
"Kentii","MMNT2M02",48.446,107.0551,1333,0.4247864426092373,1936.209972040911,-2.0274710589258067,-23.176435378271425,16.234543933737516
"Kentii","MMNT2M03",48.4449,107.0564,1265,0.4278424511125323,1992.71836131455,-1.7475308119780637,-23.03885053557118,16.543797747566686
"Kentii","MMNT2M04",48.4441,107.058,1266,0.4277731787575982,1991.895835538026,-1.751605412874399,-23.04073192820862,16.53937794562322
"Kentii","MMNT2M05",48.4425,107.0593,1262,0.42789204779789086,1995.30283456159,-1.7347473277845322,-23.03205604304437,16.557914602958125
"Kentii","MMNT2M05p",48.4444,107.0634,1273,0.42751615389914666,1985.9075970020267,-1.7814341060873822,-23.055943508031866,16.50717836903981
"Kentii","MMNT2M06",48.4412,107.0629,1328,0.42488441058026294,1940.4106355591982,-2.0066277279400304,-23.165586618561964,16.257912419102357
"Kentii","MMNT2M07",48.4381,107.066,1475,0.41833643547113153,1820.3113056590312,-2.611691039735333,-23.462606086626717,15.589752594763777
"Khangai","MMNT3M03",46.8239,102.2307,1669,0.3058772862525738,1949.5522419076494,-0.11626451021919113,-17.550936473847575,15.3685950080125
"Khangai","MMNT3M04",46.7932,102.0868,1734,0.30614466940260704,1891.4508969567144,-0.3910520258533221,-17.706870116438516,15.059752318091698
"Khangai","MMNT3S01",47.2993,103.6092,1323,0.3608766292459581,2028.7708935908672,-0.4786225619283376,-19.653303437852344,16.040816683389934
"Khangai","MMNT3S02",47.2,102.8438,1457,0.32397723486640084,2046.2348365938435,-0.0016518861274639456,-18.35662949228618,15.978523547421743
"Khangai","MMNT3S05",46.78,101.951,1830,0.3087182908047932,1799.3759079022318,-0.8534679230007186,-18.02990875615593,14.563778981456558
"Gobi","MMNT4M09",44.4509,102.3459,1847,0.14828065119918665,2540.671851991502,2.705622232273019,-14.887449248609341,18.717762855323897
"Gobi","MMNT4M10",44.3952,102.4511,1677,0.1381601445885717,2700.1859530034917,3.3914782149716705,-14.427375309481159,19.51712406119601
"Gobi","MMNT4S01",45.6645,101.6054,1750,0.1795561375295542,2361.5754969525897,1.8373926670716996,-15.69602455501942,17.723223636691085
"Gobi","MMNT4S02",45.1759,101.4288,1238,0.09955064449836756,3162.537522055627,5.322310134039247,-13.008815577017321,21.712902824438434
"Gobi","MMNT4S03",45.1724,101.4517,1233,0.09907009395522899,3170.457119690368,5.356971696409359,-12.977922476882432,21.74965827203087
"Gobi","MMNT4S04",45.1702,101.4806,1230,0.09886732488529955,3175.5234380647853,5.38028707879672,-12.954741848412356,21.772845759180896
"Gobi","MMNT4S05",45.1618,101.4927,1228,0.09871207868994442,3178.152109190955,5.391832952395359,-12.944349406068039,21.785308401121068
"Gobi","MMNT4S06",45.1467,101.5083,1230,0.0990916386084929,3174.093435728476,5.375589331309847,-12.955575826408145,21.766672652304432
"Gobi","MMNT4S07",45.1402,101.5087,1232,0.09936045909957146,3170.456413760332,5.3602437461724834,-12.968018334901977,21.749931854224826
"Gobi","MMNT4S08",44.6746,102.1844,1508,0.13146697188989495,2829.3916440899457,3.9538766611666007,-13.990726031033267,20.125308035436895
"Gobi","MMNT4S11",44.1685,102.6031,1273,0.11249309815389986,3131.0557829225068,5.1713861423073055,-13.237416699998825,21.611020346947903
"Gobi","MMNT4S12",43.9494,102.7411,1574,0.12137002586255029,2860.982829279926,4.014191156653946,-14.136631105592217,20.363700004953017
"Gobi","MMNT4S14",43.765,102.8018,1982,0.1339493729221118,2500.3934490002143,2.404537401161621,-15.395476272394527,18.612704758318234
"Khangai","MMNT5C01",48.4074,101.8797,1433,0.41418026047359113,1828.3133604407997,-1.2416941180060697,-19.880071448131936,14.871989774525797
"Khangai","MMNT5C03",48.6592,101.2015,1579,0.38651483208558607,1674.5433188573302,-2.002255693809451,-20.30573367906615,14.026456374699203
"Khangai","MMNT5C11",48.929,101.9588,1316,0.47375845476861556,1884.7039682355498,-1.248395612370896,-20.683277274217897,15.32145997100952
"Khangai","MMNT5C12",48.6907,101.4263,1436,0.40691117589890596,1800.9909574329556,-1.3432239227974028,-19.88496032850856,14.741436050664522
"Khangai","MMNT5M04",48.4136,102.2389,1566,0.40398470540380566,1726.5023174199239,-1.6600712806698434,-19.88485927855057,14.258798625317926
"Khangai","MMNT5M05",48.4203,102.2266,1538,0.4072544519544503,1748.0943591193147,-1.578774364652883,-19.90880241276767,14.390771607755772
"Khangai","MMNT5M06",47.734,101.2459,1646,0.3689306592371753,1655.3972064458535,-1.7175267248176476,-19.079939222350585,13.757885329664475
"Khangai","MMNT5M07",47.7338,101.246,1647,0.36889784473396936,1654.7128226912876,-1.721802726139696,-19.08452384322486,13.754138295939873
