"site.id","site.name","dataset.id","sample.id","depth","thickness","age.type","age","e.older","e.young","delta13C","lab.no","material.dated","geo.chron.type","notes","infinite","radiocarbon.method"
3472,"Toppeladugärd",9230,354691,213,5,"Radiocarbon years BP",11410,110,110,,"Lu-2183A","NaOH soluble algal gyttja","Carbon-14",,FALSE,
3472,"Toppeladugärd",9230,354692,213,5,"Radiocarbon years BP",11800,110,110,,"Lu-2183","NaOH insoluble algal gyttja","Carbon-14",,FALSE,
3472,"Toppeladugärd",9230,354693,240.5,5,"Radiocarbon years BP",11150,100,100,,"Lu-2182","NaOH soluble peaty/sandy layer","Carbon-14",,FALSE,
3473,"Puerto de Los Tornos",9231,408312,40,10,"Radiocarbon years BP",390,70,70,,"Gif-7663",,"Carbon-14",,FALSE,
3473,"Puerto de Los Tornos",9231,408313,95,10,"Radiocarbon years BP",1360,70,70,,"Gif-7664",,"Carbon-14",,FALSE,
3473,"Puerto de Los Tornos",9231,408314,175,10,"Radiocarbon years BP",4620,70,70,,"Gif-7665",,"Carbon-14",,FALSE,
3473,"Puerto de Los Tornos",9231,408315,185,6,"Radiocarbon years BP",7830,90,90,,"Gif-7666",,"Carbon-14",,FALSE,
3474,"Tourves",9232,370439,400,,"Radiocarbon years BP",4480,150,150,,"Ly-3646",,"Carbon-14",,FALSE,
3474,"Tourves",9232,370440,900,,"Radiocarbon years BP",7050,150,150,,"Ly-3645",,"Carbon-14",,FALSE,
3474,"Tourves",9232,370441,1260,,"Radiocarbon years BP",9220,130,130,,"Ly-3686",,"Carbon-14",,FALSE,
3474,"Tourves",9232,370442,1300,,"Radiocarbon years BP",8640,150,150,,"Ly-3644",,"Carbon-14",,FALSE,
3474,"Tourves",9232,370443,1340,,"Radiocarbon years BP",9840,150,150,,"Ly-3643",,"Carbon-14",,FALSE,
3474,"Tourves",9232,370444,1450,,"Radiocarbon years BP",11020,270,270,,"Ly-542",,"Carbon-14",,FALSE,
3474,"Tourves",9232,370445,1940,,"Radiocarbon years BP",12210,200,200,,"Ly-416",,"Carbon-14",,FALSE,
3474,"Tourves",9232,370446,2584,,"Radiocarbon years BP",11300,200,200,,"Ly-3642",,"Carbon-14",,FALSE,
3476,"Trumer Moos",9234,358866,142.5,5,"Radiocarbon years BP",2730,80,80,,"VRI-285",,"Carbon-14",,FALSE,
3478,"Mire Johvika",9235,429718,62.5,5,"Radiocarbon years BP",1160,60,60,,"St 13562","Peat","Carbon-14",,FALSE,
3478,"Mire Johvika",9235,429719,77.5,5,"Radiocarbon years BP",2575,70,70,,"St 13563","Peat","Carbon-14",,FALSE,
3478,"Mire Johvika",9235,429720,102.5,3,"Radiocarbon years BP",4185,160,160,,"Tln 1686","Peat","Carbon-14",,FALSE,
3478,"Mire Johvika",9235,429721,120.5,5,"Radiocarbon years BP",5045,75,75,,"St 13564","Peat","Carbon-14",,FALSE,
3478,"Mire Johvika",9235,429722,180.5,3,"Radiocarbon years BP",8245,180,180,,"Tln 1683","Peat","Carbon-14",,FALSE,
3479,"Tullerinsuo",9236,412948,79.5,5,"Radiocarbon years BP",1620,90,90,,"Hel-2245","Sphagnum","Carbon-14",,FALSE,
3479,"Tullerinsuo",9236,412949,145.5,7,"Radiocarbon years BP",2260,100,100,,"Hel-2246","Sphagnum","Carbon-14",,FALSE,
3479,"Tullerinsuo",9236,412950,210,10,"Radiocarbon years BP",2780,80,80,,"Hel-2247","Sphagnum + Eriophorum","Carbon-14",,FALSE,
3479,"Tullerinsuo",9236,412951,245,10,"Radiocarbon years BP",2800,80,80,,"Hel-2248","Sphagnum + Eriophorum","Carbon-14",,FALSE,
3482,"Grosses Überling Schattseit-Moor",9237,357397,105,,"Radiocarbon years BP",3565,75,75,,"Hv 14596","Peat","Carbon-14",,FALSE,
3482,"Grosses Überling Schattseit-Moor",9237,357398,315,,"Radiocarbon years BP",6240,70,70,,"Hv 14368","Peat","Carbon-14",,FALSE,
3482,"Grosses Überling Schattseit-Moor",9237,357399,610,,"Radiocarbon years BP",9160,160,160,,"VRI-976","Peat","Carbon-14",,FALSE,
3482,"Grosses Überling Schattseit-Moor",9237,357400,635,,"Radiocarbon years BP",9720,70,70,,"Hv 14369","Peat/gyttya","Carbon-14",,FALSE,
3482,"Grosses Überling Schattseit-Moor",9237,357401,765,,"Radiocarbon years BP",12900,300,300,,"Hv 14774","Gyttja","Carbon-14",,FALSE,
3483,"Uitbergen",9238,114682,48,2,"Radiocarbon years BP",1585,80,80,,"IRPA 97II","Peat","Carbon-14",,FALSE,
3483,"Uitbergen",9238,114683,71,2,"Radiocarbon years BP",2745,35,35,,"GrN-5832","Peat","Carbon-14",,FALSE,
3484,"Lake Urmia",9239,422528,207.5,5,"Radiocarbon years BP",7505,125,125,,"UM-a","Fine aragonite pellets","Carbon-14",,FALSE,
3484,"Lake Urmia",9239,422529,297.5,5,"Radiocarbon years BP",9540,130,130,,"UM-b","pellet","Carbon-14",,FALSE,
3484,"Lake Urmia",9239,422530,1.5,3,"Radiocarbon years BP",2690,105,105,,"UM-c","pellet","Carbon-14","rejected",FALSE,
3485,"Ust'Mashevskoe",9240,415416,93,15,"Radiocarbon years BP",843,117,117,,"IEPA-169a","Humidic acids from peat","Carbon-14",,FALSE,
3485,"Ust'Mashevskoe",9240,415417,192,15,"Radiocarbon years BP",1404,92,92,,"IEPA-170a","Humidic acids from peat","Carbon-14",,FALSE,
3485,"Ust'Mashevskoe",9240,415418,307,15,"Radiocarbon years BP",3829,78,78,,"IEPA-171a","Humidic acids from peat","Carbon-14",,FALSE,
3485,"Ust'Mashevskoe",9240,415419,407,15,"Radiocarbon years BP",4180,120,120,,"IEPA-172a","Humidic acids from peat","Carbon-14",,FALSE,
3485,"Ust'Mashevskoe",9240,415420,532,15,"Radiocarbon years BP",6978,100,100,,"IEPA-173a","Humidic acids from peat","Carbon-14",,FALSE,
3046,"Vallon de Provence",9241,382666,143.5,7,"Radiocarbon years BP",3840,70,70,,"Lv 840","Peat","Carbon-14",,FALSE,
3046,"Vallon de Provence",9241,382667,237.5,5,"Radiocarbon years BP",5680,70,70,,"Lv 841","Peat","Carbon-14",,FALSE,
3046,"Vallon de Provence",9241,382668,285,10,"Radiocarbon years BP",6010,110,110,,"Lv 842","Peat","Carbon-14",,FALSE,
3046,"Vallon de Provence",9241,382669,365,10,"Radiocarbon years BP",7080,75,75,,"Lv 843","Peat","Carbon-14",,FALSE,
3046,"Vallon de Provence",9241,382670,387.5,5,"Radiocarbon years BP",7880,120,120,,"Lv 844","Peat","Carbon-14",,FALSE,
3046,"Vallon de Provence",9241,382671,457.5,5,"Radiocarbon years BP",9750,200,200,,"Lv 1284","Peat","Carbon-14",,FALSE,
3365,"Vasikkasuo",9242,425156,30,10,"Radiocarbon years BP",2280,60,60,,"SU-1863","Peat","Carbon-14",,FALSE,
3365,"Vasikkasuo",9242,425157,130,10,"Radiocarbon years BP",4680,70,70,,"SU-1864","Peat","Carbon-14",,FALSE,
3365,"Vasikkasuo",9242,425158,195,10,"Radiocarbon years BP",6820,50,50,,"SU-1865","Peat","Carbon-14",,FALSE,
3365,"Vasikkasuo",9242,425159,255,10,"Radiocarbon years BP",8610,80,80,,"SU-1866","Gyttja","Carbon-14",,FALSE,
3492,"Vernéřovice",9243,335939,32.5,1,"Radiocarbon years BP",2180,50,50,,"LU-UNKN-a",,"Carbon-14",,FALSE,
3492,"Vernéřovice",9243,335940,45.5,1,"Radiocarbon years BP",3040,50,50,,"LU-UNKN-b",,"Carbon-14",,FALSE,
3492,"Vernéřovice",9243,335941,60.5,1,"Radiocarbon years BP",5220,75,75,,"LU-1935",,"Carbon-14",,FALSE,
3492,"Vernéřovice",9243,335942,90.5,1,"Radiocarbon years BP",8600,80,80,,"LU-1936",,"Carbon-14",,FALSE,
3492,"Vernéřovice",9243,335943,130.5,1,"Radiocarbon years BP",9590,150,150,,"LU-1934",,"Carbon-14",,FALSE,
3492,"Vernéřovice",9243,335944,150.5,1,"Radiocarbon years BP",10140,130,130,,"LU-1933",,"Carbon-14",,FALSE,
3492,"Vernéřovice",9243,335945,160.5,1,"Radiocarbon years BP",10160,90,90,,"LU-1932",,"Carbon-14",,FALSE,
3492,"Vernéřovice",9243,335946,165.5,1,"Radiocarbon years BP",10460,100,100,,"LU-1937",,"Carbon-14",,FALSE,
3492,"Vernéřovice",9243,335947,173.25,1,"Radiocarbon years BP",11790,170,170,,"LU-1931",,"Carbon-14",,FALSE,
3493,"Vingölen",9244,352550,7790,4,"Radiocarbon years BP",9410,90,90,,"Lu-2665","Sediment","Carbon-14",,FALSE,
3493,"Vingölen",9244,352551,7897,3,"Radiocarbon years BP",10040,90,90,,"Lu-2664","Sediment","Carbon-14",,FALSE,
3493,"Vingölen",9244,352552,8000,5,"Radiocarbon years BP",10090,90,90,,"Lu-2663","Sediment","Carbon-14",,FALSE,
3493,"Vingölen",9244,352553,8118,3,"Radiocarbon years BP",10090,100,100,,"Lu-2662","Sediment","Carbon-14",,FALSE,
3493,"Vingölen",9244,352554,8185,4,"Radiocarbon years BP",11060,80,80,,"Lu-2660","Sediment","Carbon-14",,FALSE,
3493,"Vingölen",9244,352555,8243,4,"Radiocarbon years BP",11100,90,90,,"Lu-2659","Sediment","Carbon-14",,FALSE,
3494,"Vishnevskoe Lake",9245,416535,510,20,"Radiocarbon years BP",6390,120,120,,"LU-1914","Gyttja","Carbon-14",,FALSE,
3497,"Velké Němčice",9246,342822,385,2,"Radiocarbon years BP",1715,70,70,,"Hv-14161","Subfossil soil","Carbon-14",,FALSE,
3498,"Vôhma Mire",9247,428198,110,20,"Radiocarbon years BP",510,40,40,,"TA-1769","Sphagnum peat","Carbon-14",,FALSE,
3498,"Vôhma Mire",9247,428199,150,20,"Radiocarbon years BP",1460,50,50,,"TA-1770","Sphagnum peat","Carbon-14",,FALSE,
3498,"Vôhma Mire",9247,428200,190,20,"Radiocarbon years BP",1580,50,50,,"TA-1771","Sphagnum peat","Carbon-14",,FALSE,
3498,"Vôhma Mire",9247,428201,230,20,"Radiocarbon years BP",2300,50,50,,"TA-1772","Sphagnum peat","Carbon-14",,FALSE,
3498,"Vôhma Mire",9247,428202,270,20,"Radiocarbon years BP",2550,50,50,,"TA-1773","Sphagnum peat","Carbon-14",,FALSE,
3498,"Vôhma Mire",9247,428203,310,20,"Radiocarbon years BP",2790,50,50,,"TA-1774","Eriophorum-Sphagnum peat","Carbon-14",,FALSE,
3498,"Vôhma Mire",9247,428204,350,20,"Radiocarbon years BP",3550,50,50,,"TA-1775","Eriophorum-Sphagnum peat","Carbon-14",,FALSE,
3498,"Vôhma Mire",9247,428205,390,20,"Radiocarbon years BP",3970,50,50,,"TA-1776","Eriophorum-Sphagnum peat","Carbon-14",,FALSE,
3498,"Vôhma Mire",9247,428206,430,20,"Radiocarbon years BP",4890,50,50,,"TA-1777","Eriophorum-Sphagnum peat","Carbon-14",,FALSE,
3498,"Vôhma Mire",9247,428207,470,20,"Radiocarbon years BP",5410,50,50,,"TA-1778","Eriophorum-Sphagnum peat","Carbon-14",,FALSE,
3498,"Vôhma Mire",9247,428208,490,20,"Radiocarbon years BP",5470,50,50,,"TA-1779","Eriophorum-Sphagnum peat","Carbon-14",,FALSE,
3498,"Vôhma Mire",9247,428209,510,20,"Radiocarbon years BP",6770,50,50,,"TA-1780","Eriophorum-Sphagnum peat","Carbon-14",,FALSE,
3498,"Vôhma Mire",9247,428210,540,20,"Radiocarbon years BP",7560,60,60,,"TA-1781","Eriophorum-Sphagnum peat","Carbon-14",,FALSE,
3498,"Vôhma Mire",9247,428211,570,20,"Radiocarbon years BP",7560,70,70,,"TA-1782","Fen peat + organic rich sand","Carbon-14",,FALSE,
3499,"Vallée de la Voise",9248,378600,95,10,"Radiocarbon years BP",1545,35,35,,"GrN-6239","Peat","Carbon-14",,FALSE,
3499,"Vallée de la Voise",9248,378601,175,10,"Radiocarbon years BP",2405,35,35,,"GrN-6247","Peat","Carbon-14",,FALSE,
3499,"Vallée de la Voise",9248,378602,237.5,15,"Radiocarbon years BP",3865,40,40,,"GrN-6248","Peat","Carbon-14",,FALSE,
3499,"Vallée de la Voise",9248,378603,301,8,"Radiocarbon years BP",6880,45,45,,"GrN-6249","Peat with shell remains","Carbon-14",,FALSE,
3499,"Vallée de la Voise",9248,378604,437.5,15,"Radiocarbon years BP",9110,80,80,,"GrN-6240","Peat with shell remains","Carbon-14",,FALSE,
3502,"Vracov",9249,342706,40,1,"Radiocarbon years BP",670,30,30,,"Poz-51951","Seeds of Carex","Carbon-14",,FALSE,
3502,"Vracov",9249,342707,125,1,"Radiocarbon years BP",1870,50,50,,"Poz-51947","Plant remains","Carbon-14",,FALSE,
3502,"Vracov",9249,342708,185,1,"Radiocarbon years BP",4715,35,35,,"Poz-51948","Plant remains","Carbon-14",,FALSE,
3502,"Vracov",9249,342709,230,,"Radiocarbon years BP",8020,30,30,,"UGAMS-29830","Sediment","Carbon-14",,FALSE,
3502,"Vracov",9249,342710,252,,"Radiocarbon years BP",9410,40,40,,"Beta-377320","Pollen extract","Carbon-14",,FALSE,
3502,"Vracov",9249,342711,280,1,"Radiocarbon years BP",9830,60,60,,"Poz-51949","Seed of Najas marina","Carbon-14",,FALSE,
3502,"Vracov",9249,342712,362.5,,"Radiocarbon years BP",12390,50,50,,"Beta-377321","Pollen extract","Carbon-14",,FALSE,
3502,"Vracov",9249,342713,372,,"Radiocarbon years BP",12260,372,372,,"Hv-1868","Bulk organic fraction","Carbon-14",,FALSE,
3502,"Vracov",9249,342714,417,,"Radiocarbon years BP",12890,90,90,,"Poz-51952","Plant remains","Carbon-14",,FALSE,
3502,"Vracov",9249,342715,452,,"Radiocarbon years BP",3410,120,120,,"Poz-51954","Plant remains","Carbon-14","Too young: excluded from age-depth model",FALSE,
3502,"Vracov",9249,342716,480,,"Radiocarbon years BP",10880,50,50,,"Beta-364949","Pollen extract","Carbon-14","Too young",FALSE,
3502,"Vracov",9249,342717,492,10,"Radiocarbon years BP",10985,355,355,,"HV-18599","Calc with sand","Carbon-14","Too young",FALSE,
3504,"Welney Washes",9250,407389,91,4,"Radiocarbon years BP",755,60,60,,"Q-2817","Peat","Carbon-14",,FALSE,
3504,"Welney Washes",9250,407390,136,4,"Radiocarbon years BP",1720,110,110,,"Q-2818","Peat","Carbon-14",,FALSE,
3504,"Welney Washes",9250,407391,224,4,"Radiocarbon years BP",2255,60,60,,"Q-2819","Peat","Carbon-14",,FALSE,
3504,"Welney Washes",9250,407392,276,4,"Radiocarbon years BP",3075,50,50,,"Q-2820","Peat","Carbon-14",,FALSE,
3504,"Welney Washes",9250,407393,328.5,3,"Radiocarbon years BP",3810,50,50,,"Q-2821","Peat","Carbon-14",,FALSE,
3504,"Welney Washes",9250,407394,832,10,"Radiocarbon years BP",5710,100,100,,"Q-2822","Peat","Carbon-14",,FALSE,
3504,"Welney Washes",9250,407395,865,10,"Radiocarbon years BP",5850,90,90,,"Q-2823","Peat","Carbon-14",,FALSE,
3504,"Welney Washes",9250,407396,897.5,9,"Radiocarbon years BP",6170,110,110,,"Q-2824","Peat","Carbon-14",,FALSE,
3505,"Mire Pelisoo",9251,429656,205,10,"Radiocarbon years BP",1860,50,50,,"Tln-1101","Sphagnum peat","Carbon-14",,FALSE,
3505,"Mire Pelisoo",9251,429657,215,10,"Radiocarbon years BP",2385,50,60,,"Tln-1102","Carex-Sphagnum peat","Carbon-14",,FALSE,
3505,"Mire Pelisoo",9251,429658,275,10,"Radiocarbon years BP",3205,45,45,,"Tln-1105","Carex-Sphagnum peat","Carbon-14",,FALSE,
3505,"Mire Pelisoo",9251,429659,470,10,"Radiocarbon years BP",8030,90,90,,"Tln-1112","Gyttja","Carbon-14",,FALSE,
3505,"Mire Pelisoo",9251,429660,557,10,"Radiocarbon years BP",8980,120,120,,"Tln-1104","Gyttja","Carbon-14",,FALSE,
3506,"Wiggenhall St. Germans",9252,406686,217.5,5,"Radiocarbon years BP",820,50,50,,"Q-2582a","Peat","Carbon-14","Not sure where the information for this date comes from",FALSE,
3506,"Wiggenhall St. Germans",9252,406687,235.5,5,"Radiocarbon years BP",2950,50,50,,"Q-2588a","Peat","Carbon-14",,FALSE,
3506,"Wiggenhall St. Germans",9252,406688,252.5,5,"Radiocarbon years BP",3820,60,60,,"Q-2589","Peat","Carbon-14",,FALSE,
3506,"Wiggenhall St. Germans",9252,406689,217.5,5,"Radiocarbon years BP",1820,50,50,,"Q-2587","Peat","Carbon-14",,FALSE,
3507,"Willingham Mere",9253,406649,100,10,"Radiocarbon years BP",1910,60,60,,"Q-2582b","Peat","Carbon-14","Depth in publication relative to sea-level",FALSE,
3507,"Willingham Mere",9253,406650,152.5,11,"Radiocarbon years BP",2595,50,50,,"Q-2588b","Peat","Carbon-14","Depth in publication relative to sea-level",FALSE,
3509,"Black Sea (South)",9254,352538,55,5,"Radiocarbon years BP",15380,540,540,,,"Grey clay mud.","Carbon-14",,FALSE,
3510,"Black Sea (Southwest 2)",9255,353410,59.5,5,"Radiocarbon years BP",6135,75,75,,,"Sapropel mud","Carbon-14",,FALSE,
3511,"Yamant-Nur",9256,417908,437.5,25,"Radiocarbon years BP",14300,200,200,,"TA-1483A",,"Carbon-14",,FALSE,
3513,"Ylimysneva",9257,412801,45,5,"Radiocarbon years BP",220,100,100,,"Hel-1176",,"Carbon-14",,FALSE,
3513,"Ylimysneva",9257,412802,112.5,5,"Radiocarbon years BP",3320,150,150,,"Hel-1177",,"Carbon-14",,FALSE,
3513,"Ylimysneva",9257,412803,155,5,"Radiocarbon years BP",5030,160,160,,"Hel-1178",,"Carbon-14",,FALSE,
3513,"Ylimysneva",9257,412804,237.5,5,"Radiocarbon years BP",8100,160,160,,"Hel-1179",,"Carbon-14",,FALSE,
3515,"Zalozhtsy",9258,424419,25,,"Radiocarbon years BP",530,30,30,,"Ki-1270","Peat","Carbon-14",,FALSE,
3515,"Zalozhtsy",9258,424420,37,,"Radiocarbon years BP",890,40,40,,"Ki-1271","Peat","Carbon-14",,FALSE,
3515,"Zalozhtsy",9258,424421,50,,"Radiocarbon years BP",1055,40,40,,"Ki-1272","Peat","Carbon-14",,FALSE,
3515,"Zalozhtsy",9258,424422,62,,"Radiocarbon years BP",1250,80,80,,"Ki-1273","Peat","Carbon-14",,FALSE,
3515,"Zalozhtsy",9258,424423,100,,"Radiocarbon years BP",1460,55,55,,"Ki-1274","Peat","Carbon-14",,FALSE,
3515,"Zalozhtsy",9258,424424,137,,"Radiocarbon years BP",2250,60,60,,"Ki-1275","Peat","Carbon-14",,FALSE,
3515,"Zalozhtsy",9258,424425,175,,"Radiocarbon years BP",2700,50,50,,"Ki-1276","Peat","Carbon-14",,FALSE,
3515,"Zalozhtsy",9258,424426,187,,"Radiocarbon years BP",3115,70,70,,"Ki-1277","Peat","Carbon-14",,FALSE,
3515,"Zalozhtsy",9258,424427,200,,"Radiocarbon years BP",3735,60,60,,"Ki-1278","Peat","Carbon-14",,FALSE,
3515,"Zalozhtsy",9258,424428,250,,"Radiocarbon years BP",5180,80,80,,"Ki-1279","Peat","Carbon-14",,FALSE,
3515,"Zalozhtsy",9258,424429,300,,"Radiocarbon years BP",6330,90,90,,"Ki-1280","Peat","Carbon-14",,FALSE,
3515,"Zalozhtsy",9258,424430,325,,"Radiocarbon years BP",7750,90,90,,"Ki-1281","Peat","Carbon-14",,FALSE,
3515,"Zalozhtsy",9258,424431,350,,"Radiocarbon years BP",8050,80,80,,"Ki-1282","Peat","Carbon-14",,FALSE,
3515,"Zalozhtsy",9258,424432,375,,"Radiocarbon years BP",8410,100,100,,"Ki-1283","Peat","Carbon-14",,FALSE,
3515,"Zalozhtsy",9258,424433,400,,"Radiocarbon years BP",8840,100,100,,"Ki-1284","Peat","Carbon-14",,FALSE,
3516,"Zapovednoe",9259,416949,485,30,"Radiocarbon years BP",6900,60,60,,"TA-953","bulk sediment","Carbon-14",,FALSE,
3516,"Zapovednoe",9259,416950,565,30,"Radiocarbon years BP",8990,100,100,,"TA-954","bulk sediment","Carbon-14",,FALSE,
3517,"Zaruckoe",9260,420406,112.5,25,"Radiocarbon years BP",1940,60,60,,"TA-832","bulk sediment","Carbon-14",,FALSE,
3517,"Zaruckoe",9260,420407,237.5,25,"Radiocarbon years BP",3500,70,70,,"TA-833","bulk sediment","Carbon-14",,FALSE,
3517,"Zaruckoe",9260,420408,512.5,25,"Radiocarbon years BP",5575,80,80,,"TA-834","bulk sediment","Carbon-14",,FALSE,
3517,"Zaruckoe",9260,420409,637.5,25,"Radiocarbon years BP",7120,100,100,,"TA-835","bulk sediment","Carbon-14",,FALSE,
3517,"Zaruckoe",9260,420410,767.5,35,"Radiocarbon years BP",8360,100,100,,"TA-836","bulk sediment","Carbon-14",,FALSE,
3519,"Zbudovská blata",9261,339968,55,10,"Radiocarbon years BP",1856,60,60,,"Bln-1479","Clay with fen peat","Carbon-14",,FALSE,
3519,"Zbudovská blata",9261,339969,117.5,5,"Radiocarbon years BP",8438,80,80,,"Bln-1480","Carex peat","Carbon-14",,FALSE,
3519,"Zbudovská blata",9261,339970,212.5,5,"Radiocarbon years BP",10341,100,100,,"Bln-1482","Carex peat","Carbon-14",,FALSE,
3519,"Zbudovská blata",9262,340013,127.25,0.5,"Radiocarbon years BP",4610,160,160,,"Bln-1886","Clay with fen peat","Carbon-14",,FALSE,
3520,"Wasenmoos beim Zellhof",9263,358420,567.5,5,"Radiocarbon years BP",8590,130,130,,"VRI-287",,"Carbon-14",,FALSE,
3521,"Lake Zeribar",9264,421389,1415,10,"Radiocarbon years BP",8100,160,160,,"Y-1432","sediment","Carbon-14","core 63-J",FALSE,
3521,"Lake Zeribar",9264,421390,1715,10,"Radiocarbon years BP",11480,160,160,,"Y-1687","sediment","Carbon-14","core 63-J",FALSE,
3521,"Lake Zeribar",9264,421391,1895,10,"Radiocarbon years BP",13650,160,160,,"Y-1686","sediment","Carbon-14","core 63-J",FALSE,
3521,"Lake Zeribar",9264,421392,2540,10,"Radiocarbon years BP",22000,500,500,,"Y-1431","sediment","Carbon-14","core 63-J",FALSE,
3521,"Lake Zeribar",9264,421393,3422.5,15,"Radiocarbon years BP",37350,1250,1250,,"GrN 7627","sediment","Carbon-14","core 70-A",FALSE,
3521,"Lake Zeribar",9264,421394,4021,12,"Radiocarbon years BP",29780,1400,1400,,"SI-732","sediment","Carbon-14","core 70-A",FALSE,
3521,"Lake Zeribar",9264,421395,4022.5,15,"Radiocarbon years BP",42600,3600,3600,,"GrN 7950","sediment","Carbon-14","core 70-A-2. Left out of consideration in the paper by van Zeist and Bottema (1977) because it was not in accordance with the other data.",FALSE,
3522,"Zirbenwaldmoor",9265,358486,95,10,"Radiocarbon years BP",2120,80,80,,"VRI-424",,"Carbon-14",,FALSE,
3522,"Zirbenwaldmoor",9265,358487,125,10,"Radiocarbon years BP",5920,100,100,,"VRI-425",,"Carbon-14",,FALSE,
3522,"Zirbenwaldmoor",9265,358488,155,10,"Radiocarbon years BP",6920,110,110,,"VRI-426",,"Carbon-14",,FALSE,
3522,"Zirbenwaldmoor",9265,358489,215,10,"Radiocarbon years BP",7950,120,120,,"VRI-427",,"Carbon-14",,FALSE,
3522,"Zirbenwaldmoor",9265,358490,265,10,"Radiocarbon years BP",7960,200,200,,"VRI-428",,"Carbon-14",,FALSE,
3522,"Zirbenwaldmoor",9265,358491,290,10,"Radiocarbon years BP",8600,150,150,,"VRI-216",,"Carbon-14",,FALSE,
3522,"Zirbenwaldmoor",9265,358492,325.5,5,"Radiocarbon years BP",8540,130,130,,"VRI-217",,"Carbon-14",,FALSE,
3523,"Zsombó Swamp",9266,368467,90,20,"Radiocarbon years BP",537,64,64,,"deb-3988","Peat","Carbon-14",,FALSE,
3523,"Zsombó Swamp",9266,368468,190,20,"Radiocarbon years BP",9029,98,98,,"deb-3985","Lime mud","Carbon-14",,FALSE,
3526,"Jasło",9267,358949,230,3,"Radiocarbon years BP",8120,90,90,,"GD-1963","Brownclay with peat admixture","Carbon-14","This data is unreliable.",FALSE,
3526,"Jasło",9267,358950,305,3,"Radiocarbon years BP",11890,90,90,,"GD-3244","Peat","Carbon-14",,FALSE,
3319,"Lac Noir",10396,119303,220,5,"Radiocarbon years BP",265,70,70,,,,"Carbon-14",,FALSE,
3319,"Lac Noir",10396,119304,800,10,"Radiocarbon years BP",760,50,50,,,,"Carbon-14",,FALSE,
3319,"Lac Noir",10396,119305,4550,10,"Radiocarbon years BP",5470,70,70,,,,"Carbon-14",,FALSE,
3319,"Lac Noir",10396,119306,6150,10,"Radiocarbon years BP",7170,120,120,,,,"Carbon-14",,FALSE,
3319,"Lac Noir",10396,119307,6350,10,"Radiocarbon years BP",7730,130,130,,,,"Carbon-14",,FALSE,
3351,"Peyrelevade",10397,119308,20,10,"Radiocarbon years BP",3460,60,60,,,,"Carbon-14",,FALSE,
3351,"Peyrelevade",10397,119309,80,10,"Radiocarbon years BP",4080,60,60,,,,"Carbon-14",,FALSE,
3351,"Peyrelevade",10397,119310,145,10,"Radiocarbon years BP",4780,70,70,,,,"Carbon-14",,FALSE,
3351,"Peyrelevade",10397,119311,240,10,"Radiocarbon years BP",6850,140,140,,,,"Carbon-14",,FALSE,
3351,"Peyrelevade",10397,119312,253,7,"Radiocarbon years BP",7370,150,150,,,,"Carbon-14",,FALSE,
9591,"Kelly's Lough",14109,128253,0,1,"Calendar years AD/BC",-51,6,6,,,"bulk sediment","Lead-210",,FALSE,
9591,"Kelly's Lough",14109,128254,3,1,"Calendar years AD/BC",-31,5,5,,,"bulk sediment","Lead-210",,FALSE,
9591,"Kelly's Lough",14109,128255,6,1,"Calendar years AD/BC",-8,6,6,,,"bulk sediment","Lead-210",,FALSE,
9591,"Kelly's Lough",14109,128256,9,1,"Calendar years AD/BC",17,8,8,,,"bulk sediment","Lead-210",,FALSE,
9591,"Kelly's Lough",14109,128257,12,1,"Calendar years AD/BC",42,13,13,,,"bulk sediment","Lead-210",,FALSE,
9591,"Kelly's Lough",14109,128258,15,1,"Calendar years AD/BC",64,24,24,,,"bulk sediment","Lead-210",,FALSE,
9591,"Kelly's Lough",14109,128259,100.5,1,"Radiocarbon years BP",1620,40,40,,"B-173462","bulk sediment","Carbon-14",,FALSE,
9591,"Kelly's Lough",14109,128260,164.5,1,"Radiocarbon years BP",1360,40,40,,"B-165539","bulk sediment","Carbon-14",,FALSE,
9591,"Kelly's Lough",14109,128261,245.5,1,"Radiocarbon years BP",2520,40,40,,"B-173462","bulk sediment","Carbon-14",,FALSE,
9591,"Kelly's Lough",14109,128262,294.5,1,"Radiocarbon years BP",4600,50,50,,"B-165540","bulk sediment","Carbon-14",,FALSE,
9591,"Kelly's Lough",14109,128263,334.5,1,"Radiocarbon years BP",5430,50,50,,"B-165541","bulk sediment","Carbon-14",,FALSE,
9591,"Kelly's Lough",14109,128264,369.5,1,"Radiocarbon years BP",6480,50,50,,"B-165542","bulk sediment","Carbon-14",,FALSE,
9591,"Kelly's Lough",14109,128265,410.5,1,"Radiocarbon years BP",8220,50,50,,"B-173463","bulk sediment","Carbon-14",,FALSE,
9591,"Kelly's Lough",14109,128266,459.5,1,"Radiocarbon years BP",8970,60,60,,"B-165543","bulk sediment","Carbon-14",,FALSE,
9591,"Kelly's Lough",14109,128267,485.5,1,"Radiocarbon years BP",9610,40,40,,"B-173464","bulk sediment","Carbon-14",,FALSE,
9601,"Mongan Bog",14124,128381,140,1,"Radiocarbon years BP",1700,180,180,,"GrN-12584","bulk density","Carbon-14",,FALSE,
9601,"Mongan Bog",14124,128382,232,1,"Radiocarbon years BP",2240,80,80,,"GrN-12585","bulk density","Carbon-14",,FALSE,
9601,"Mongan Bog",14124,128383,312,1,"Radiocarbon years BP",3080,100,100,,"GrN-12586","bulk density","Carbon-14",,FALSE,
