"site.id","site.name","dataset.id","sample.id","depth","thickness","age.type","age","e.older","e.young","delta13C","lab.no","material.dated","geo.chron.type","notes","infinite","radiocarbon.method"
9,"Adange",7859,376229,83,5,"Radiocarbon years BP",910,20,20,,"KIGI-350",,"Carbon-14",,FALSE,
9,"Adange",7859,376230,118,5,"Radiocarbon years BP",2420,200,200,,"KIGI-349",,"Carbon-14",,FALSE,
9,"Adange",7859,376231,140,10,"Radiocarbon years BP",2900,190,190,,"KIGI-348",,"Carbon-14",,FALSE,
12,"Ageröds Mosse",7861,355215,36,4,"Radiocarbon years BP",430,80,80,,"St-976","Peat","Carbon-14",,FALSE,
12,"Ageröds Mosse",7861,355216,87.5,5,"Radiocarbon years BP",1090,85,85,,"St-977","Peat","Carbon-14",,FALSE,
12,"Ageröds Mosse",7861,355217,97,6,"Radiocarbon years BP",1250,85,85,,"St-978","Peat","Carbon-14",,FALSE,
12,"Ageröds Mosse",7861,355218,119.5,3,"Radiocarbon years BP",1495,85,85,,"St-979","Peat","Carbon-14",,FALSE,
12,"Ageröds Mosse",7861,355219,124.5,5,"Radiocarbon years BP",1645,95,95,,"St-982","Peat","Carbon-14",,FALSE,
12,"Ageröds Mosse",7861,355220,172,6,"Radiocarbon years BP",1935,80,80,,"St-983","Peat","Carbon-14",,FALSE,
12,"Ageröds Mosse",7861,355221,178,6,"Radiocarbon years BP",2140,85,85,,"St-985","Peat","Carbon-14",,FALSE,
12,"Ageröds Mosse",7861,355222,183.5,5,"Radiocarbon years BP",2205,85,85,,"St-986","Peat","Carbon-14",,FALSE,
12,"Ageröds Mosse",7861,355223,192,4,"Radiocarbon years BP",2845,90,90,,"St-987","Peat","Carbon-14",,FALSE,
12,"Ageröds Mosse",7861,355224,213.5,5,"Radiocarbon years BP",3205,85,85,,"St-988","Peat","Carbon-14",,FALSE,
12,"Ageröds Mosse",7861,355225,221,6,"Radiocarbon years BP",3315,90,90,,"St-989","Peat","Carbon-14",,FALSE,
12,"Ageröds Mosse",7861,355226,233.5,3,"Radiocarbon years BP",3560,65,65,,"St-1050","Peat","Carbon-14",,FALSE,
12,"Ageröds Mosse",7861,355227,258,4,"Radiocarbon years BP",4000,90,90,,"St-990","Peat","Carbon-14",,FALSE,
12,"Ageröds Mosse",7861,355228,297.5,3,"Radiocarbon years BP",4510,80,80,,"St-996","Peat","Carbon-14",,FALSE,
12,"Ageröds Mosse",7861,355229,327,4,"Radiocarbon years BP",5090,80,80,,"St-997","Peat","Carbon-14",,FALSE,
12,"Ageröds Mosse",7861,355230,331,4,"Radiocarbon years BP",5060,90,90,,"St-998","Peat","Carbon-14",,FALSE,
12,"Ageröds Mosse",7861,355231,373,4,"Radiocarbon years BP",5950,95,95,,"St-792","Peat","Carbon-14",,FALSE,
12,"Ageröds Mosse",7861,355232,377,4,"Radiocarbon years BP",6170,120,120,,"St-790","Peat","Carbon-14",,FALSE,
12,"Ageröds Mosse",7861,355233,406.5,5,"Radiocarbon years BP",6570,95,95,,"St-1000","Peat","Carbon-14",,FALSE,
12,"Ageröds Mosse",7861,355234,429,4,"Radiocarbon years BP",6800,100,100,,"St-791","Peat","Carbon-14",,FALSE,
12,"Ageröds Mosse",7861,355235,479,4,"Radiocarbon years BP",7320,100,100,,"St-794","Peat","Carbon-14",,FALSE,
16,"Ahlenmoor",7864,108046,51,2,"Radiocarbon years BP",1435,75,75,,"Hv-6826",,"Carbon-14",,FALSE,
16,"Ahlenmoor",7864,108047,100,2,"Radiocarbon years BP",1920,85,85,,"Hv-6827",,"Carbon-14",,FALSE,
20,"Akuvaara",7867,412010,37.5,5,"Radiocarbon years BP",2620,170,170,,"Hel-525","Lake mud","Carbon-14",,FALSE,
20,"Akuvaara",7867,412011,67.5,5,"Radiocarbon years BP",4180,180,180,,"Hel-524","Lake mud","Carbon-14",,FALSE,
20,"Akuvaara",7867,412012,97.5,5,"Radiocarbon years BP",6080,170,170,,"Hel-523","Lake mud","Carbon-14",,FALSE,
20,"Akuvaara",7867,412013,125,5,"Radiocarbon years BP",7770,220,220,,"Hel-522","Lake mud","Carbon-14",,FALSE,
20,"Akuvaara",7867,412014,147.5,5,"Radiocarbon years BP",8840,170,170,,"Hel-521","Lake mud","Carbon-14",,FALSE,
200,"Amtkel",7879,423704,47.5,5,"Radiocarbon years BP",970,45,45,,"KU-2133",,"Carbon-14",,FALSE,
200,"Amtkel",7879,423705,97.7,5,"Radiocarbon years BP",1650,50,50,,"KU-2132",,"Carbon-14",,FALSE,
214,"Arts Lough",7892,354423,9.5,5,"Radiocarbon years BP",1920,60,60,,"GrN-13619",,"Carbon-14",,FALSE,
214,"Arts Lough",7892,354424,15.5,5,"Radiocarbon years BP",1845,40,40,,"GrN-1338",,"Carbon-14",,FALSE,
214,"Arts Lough",7892,354425,20.5,5,"Radiocarbon years BP",1690,60,60,,"GrN-13620",,"Carbon-14",,FALSE,
214,"Arts Lough",7892,354426,27.5,5,"Radiocarbon years BP",3550,60,60,,"GrN-13339",,"Carbon-14",,FALSE,
214,"Arts Lough",7892,354427,60.5,5,"Radiocarbon years BP",5830,110,110,,"GrN-13340",,"Carbon-14",,FALSE,
223,"Ballinloghig Lake",7898,353846,312.5,5,"Radiocarbon years BP",4100,85,85,,"UB-2698","Sedge peat","Carbon-14",,FALSE,
223,"Ballinloghig Lake",7898,353847,407.5,5,"Radiocarbon years BP",5275,175,175,,"UB-2697","Fine gyttja","Carbon-14",,FALSE,
223,"Ballinloghig Lake",7898,353848,516,8,"Radiocarbon years BP",9695,465,465,,"UB-2696","Fine gyttja","Carbon-14",,FALSE,
223,"Ballinloghig Lake",7898,353849,541.5,7,"Radiocarbon years BP",9840,295,295,,"UB-2686","Fine gyttja","Carbon-14",,FALSE,
223,"Ballinloghig Lake",7898,353850,546,2,"Radiocarbon years BP",9370,315,315,,"UB-2692","Fine gyttja","Carbon-14",,FALSE,
223,"Ballinloghig Lake",7898,353851,560.5,3,"Radiocarbon years BP",10460,215,215,,"UB-2693","Silty clay","Carbon-14",,FALSE,
223,"Ballinloghig Lake",7898,353852,578,6,"Radiocarbon years BP",10020,340,340,,"UB-2682","Clay gyttja","Carbon-14",,FALSE,
223,"Ballinloghig Lake",7898,353853,584,6,"Radiocarbon years BP",10045,360,360,,"UB-2683","Clay gyttja","Carbon-14",,FALSE,
223,"Ballinloghig Lake",7898,353854,596,6,"Radiocarbon years BP",11006,,,,"UB-2684","Clay gyttja","Carbon-14",,FALSE,
223,"Ballinloghig Lake",7898,353855,603,6,"Radiocarbon years BP",13980,,,,"UB-2685","Clay gyttja","Carbon-14",,FALSE,
223,"Ballinloghig Lake",7898,353856,607.5,3,"Radiocarbon years BP",7075,,,,"UB-2694","Clay gyttja","Carbon-14",,FALSE,
224,"Ballybetagh",7899,108203,161,,"Radiocarbon years BP",10070,60,60,,"TO-233","Salix herbacea leaves","Carbon-14","Wood = buds and twigs Carex = C. achenes The depths are calculated from the diagram!",FALSE,
224,"Ballybetagh",7899,108204,207,,"Radiocarbon years BP",10120,60,60,,"TO-234","Salix herbacea leaves, wood","Carbon-14",,FALSE,
224,"Ballybetagh",7899,108205,270,,"Radiocarbon years BP",10600,60,60,,"TO-235","Wood fragments and Carex","Carbon-14",,FALSE,
224,"Ballybetagh",7899,108206,370,,"Radiocarbon years BP",12200,90,90,,"TO-236",,"Carbon-14",,FALSE,
224,"Ballybetagh",7899,108207,423,,"Radiocarbon years BP",12350,140,140,,"TO-237",,"Carbon-14",,FALSE,
224,"Ballybetagh",7899,108208,460,,"Radiocarbon years BP",12540,80,80,,"TO-238",,"Carbon-14",,FALSE,
310,"Bruvatnet [Rovvejávri]",7958,332925,58.75,7.5,"Radiocarbon years BP",3890,170,170,,"Hel-501","Lake mud","Carbon-14",,FALSE,
310,"Bruvatnet [Rovvejávri]",7958,332926,87.5,5,"Radiocarbon years BP",4830,190,190,,"Hel-500","Lake mud","Carbon-14",,FALSE,
310,"Bruvatnet [Rovvejávri]",7958,332927,117.5,5,"Radiocarbon years BP",6970,200,190,,"Hel-499","Lake mud","Carbon-14",,FALSE,
310,"Bruvatnet [Rovvejávri]",7958,332928,147.5,5,"Radiocarbon years BP",8810,190,190,,"Hel-498","Lake mud","Carbon-14",,FALSE,
310,"Bruvatnet [Rovvejávri]",7958,332929,177.5,5,"Radiocarbon years BP",10280,260,260,,"Hel-497","Lake mud","Carbon-14",,FALSE,
335,"Selle di Carnino",7978,353309,52.5,5,"Radiocarbon years BP",550,140,140,,"Ly 1203",,"Carbon-14",,FALSE,
335,"Selle di Carnino",7978,353310,107.5,5,"Radiocarbon years BP",990,250,250,,"Ly 1204",,"Carbon-14",,FALSE,
335,"Selle di Carnino",7978,353311,191.5,7,"Radiocarbon years BP",7420,120,120,,"Ly 727",,"Carbon-14",,FALSE,
335,"Selle di Carnino",7978,353312,247.5,5,"Radiocarbon years BP",9840,110,110,,"Ly 728",,"Carbon-14",,FALSE,
335,"Selle di Carnino",7978,353313,273,6,"Radiocarbon years BP",10690,140,140,,"Ly 729",,"Carbon-14",,FALSE,
355,"Chernikhovo",7992,424945,32.5,5,"Radiocarbon years BP",3900,110,110,,"Vs-368","Sedge peat","Carbon-14",,FALSE,
355,"Chernikhovo",7992,424946,130,10,"Radiocarbon years BP",7770,230,230,,"Vs-367","Sedge peat","Carbon-14",,FALSE,
355,"Chernikhovo",7992,424947,180,10,"Radiocarbon years BP",8690,240,240,,"Vs-365","Woody sedge peat","Carbon-14",,FALSE,
355,"Chernikhovo",7992,424948,230,10,"Radiocarbon years BP",12860,,,,"Vs-366","Silt with plant remains","Carbon-14",,TRUE,
363,"Le Marais St Boetien",7999,380288,177.5,15,"Radiocarbon years BP",2700,55,55,,"GrN-4859","sediment","Carbon-14",,FALSE,
363,"Le Marais St Boetien",7999,380289,215,20,"Radiocarbon years BP",3160,65,65,,"GrN-4860","sediment","Carbon-14",,FALSE,
363,"Le Marais St Boetien",7999,380290,315,8,"Radiocarbon years BP",6110,65,65,,"GrN-4689","sediment","Carbon-14",,FALSE,
363,"Le Marais St Boetien",7999,380291,355,8,"Radiocarbon years BP",8910,80,80,,"GrN-4690","sediment","Carbon-14",,FALSE,
363,"Le Marais St Boetien",7999,380292,379,10,"Radiocarbon years BP",9200,80,80,,"GrN-4691","sediment","Carbon-14",,FALSE,
363,"Le Marais St Boetien",7999,380293,455,8,"Radiocarbon years BP",11430,60,60,,"GrN-6528","sediment","Carbon-14",,FALSE,
516,"Voros-mocsar",8033,368523,45,10,"Radiocarbon years BP",3062,60,60,,"deb-3927","Peat","Carbon-14",,FALSE,
516,"Voros-mocsar",8033,368524,190,20,"Radiocarbon years BP",6490,71,71,,"deb-3923","Peat","Carbon-14",,FALSE,
516,"Voros-mocsar",8033,368525,245,10,"Radiocarbon years BP",6756,72,72,,"deb-3926","Peat","Carbon-14",,FALSE,
516,"Voros-mocsar",8033,368526,310,20,"Radiocarbon years BP",11407,85,85,,"deb-3924","Peat","Carbon-14",,FALSE,
516,"Voros-mocsar",8033,368527,390,20,"Radiocarbon years BP",11967,100,100,,"deb-3930","Peat","Carbon-14",,FALSE,
517,"Starniki",8034,424379,12,,"Radiocarbon years BP",390,50,50,,"Ki-1292","Peat","Carbon-14",,FALSE,
517,"Starniki",8034,424380,62,,"Radiocarbon years BP",1900,20,20,,"Ki-1293","Peat","Carbon-14",,FALSE,
517,"Starniki",8034,424381,100,,"Radiocarbon years BP",2460,60,60,,"Ki-1294","Peat","Carbon-14",,FALSE,
517,"Starniki",8034,424382,150,,"Radiocarbon years BP",3530,100,100,,"Ki-1295","Peat","Carbon-14",,FALSE,
517,"Starniki",8034,424383,200,,"Radiocarbon years BP",4450,80,80,,"Ki-1296","Peat","Carbon-14",,FALSE,
517,"Starniki",8034,424384,250,,"Radiocarbon years BP",6320,100,100,,"Ki-1297","Peat","Carbon-14",,FALSE,
517,"Starniki",8034,424385,300,,"Radiocarbon years BP",7750,130,130,,"Ki-1298","Peat","Carbon-14",,FALSE,
517,"Starniki",8034,424386,325,,"Radiocarbon years BP",8190,160,160,,"Ki-1299","Peat","Carbon-14",,FALSE,
517,"Starniki",8034,424387,375,,"Radiocarbon years BP",9920,200,200,,"Ki-1300","Peat","Carbon-14",,FALSE,
517,"Starniki",8034,424388,450,,"Radiocarbon years BP",11750,300,300,,"Ki-1301","Peat","Carbon-14",,FALSE,
664,"Derput",8058,416179,175.5,5,"Radiocarbon years BP",2710,50,50,,"GIN-2918","peat","Carbon-14",,FALSE,
664,"Derput",8058,416180,367.5,5,"Radiocarbon years BP",5530,90,90,,"GIN-2915b","peat","Carbon-14",,FALSE,
664,"Derput",8058,416181,367.5,5,"Radiocarbon years BP",6470,50,50,,"GIN-2915a","peat","Carbon-14",,FALSE,
664,"Derput",8058,416182,427.5,5,"Radiocarbon years BP",9350,90,90,,"GIN-2941a","peat","Carbon-14",,FALSE,
664,"Derput",8058,416183,437.5,5,"Radiocarbon years BP",8650,60,60,,"GIN-2941b","wood","Carbon-14",,FALSE,
700,"Domsvatnet",8071,332883,65,10,"Radiocarbon years BP",2560,120,120,,"Hel-779","Lake mud","Carbon-14",,FALSE,
700,"Domsvatnet",8071,332884,125,10,"Radiocarbon years BP",4010,140,140,,"Hel-778","Lake mud","Carbon-14",,FALSE,
700,"Domsvatnet",8071,332885,195,10,"Radiocarbon years BP",6000,150,150,,"Hel-777","Lake mud","Carbon-14",,FALSE,
700,"Domsvatnet",8071,332886,245,10,"Radiocarbon years BP",7360,170,170,,"Hel-776","Silty mud","Carbon-14",,FALSE,
700,"Domsvatnet",8071,332887,285,10,"Radiocarbon years BP",8570,200,200,,"Hel-775","Silty mud","Carbon-14",,FALSE,
703,"Dovjok Swamp",8073,109124,90,20,"Radiocarbon years BP",840,50,50,,"IGAN-1117","humic acids","Carbon-14",,FALSE,
703,"Dovjok Swamp",8073,109125,140,20,"Radiocarbon years BP",720,60,60,,"IGAN-1118","humic acids","Carbon-14",,FALSE,
703,"Dovjok Swamp",8073,109126,190,20,"Radiocarbon years BP",1880,60,60,,"IGAN-1119","humic acids","Carbon-14",,FALSE,
703,"Dovjok Swamp",8073,109127,240,20,"Radiocarbon years BP",1880,50,50,,"IGAN-1120","humic acids","Carbon-14",,FALSE,
703,"Dovjok Swamp",8073,109128,240,20,"Radiocarbon years BP",1980,180,180,,"IGAN-1127","peat","Carbon-14",,FALSE,
703,"Dovjok Swamp",8073,109129,290,20,"Radiocarbon years BP",2230,50,50,,"IGAN-1121","humic acids","Carbon-14",,FALSE,
703,"Dovjok Swamp",8073,109130,340,20,"Radiocarbon years BP",2130,100,100,,"IGAN-1122","humic acids","Carbon-14",,FALSE,
703,"Dovjok Swamp",8073,109131,390,20,"Radiocarbon years BP",6260,80,80,,"IGAN-1123","humic acids","Carbon-14",,FALSE,
703,"Dovjok Swamp",8073,109132,440,20,"Radiocarbon years BP",6890,85,85,,"IGAN-1124","humic acids","Carbon-14",,FALSE,
703,"Dovjok Swamp",8073,109133,490,20,"Radiocarbon years BP",6240,100,100,,"IGAN-1126","humic acids","Carbon-14","Rejected as too young by Kremenetski.",FALSE,
765,"Edessa",8082,355896,212.5,5,"Radiocarbon years BP",3510,55,55,,"GrN-5403","gyttja","Carbon-14",,FALSE,
765,"Edessa",8082,355897,292.5,5,"Radiocarbon years BP",3280,55,55,,"GrN-6184","clay-gyttja","Carbon-14",,FALSE,
765,"Edessa",8082,355898,322.5,5,"Radiocarbon years BP",5260,65,65,,"GrN-6185","gyttja","Carbon-14",,FALSE,
765,"Edessa",8082,355899,457.5,5,"Radiocarbon years BP",6385,55,55,,"GrN-6186","peat","Carbon-14",,FALSE,
765,"Edessa",8082,355900,507.5,5,"Radiocarbon years BP",8050,70,70,,"GrN-5262","gyttja","Carbon-14",,FALSE,
765,"Edessa",8082,355901,617.5,5,"Radiocarbon years BP",9420,60,60,,"GrN-6187","peat","Carbon-14",,FALSE,
765,"Edessa",8082,355902,657.5,5,"Radiocarbon years BP",9765,45,45,,"GrN-6188","peat with wood remains","Carbon-14",,FALSE,
765,"Edessa",8082,355903,682.5,5,"Radiocarbon years BP",10645,100,100,,"GrN-6189","black organic clay","Carbon-14",,FALSE,
831,"Gagra",8131,375725,640,,"Radiocarbon years BP",3690,120,120,,,,"Carbon-14",,FALSE,
831,"Gagra",8131,375726,700,,"Radiocarbon years BP",4800,90,90,,,,"Carbon-14",,FALSE,
839,"Gel'myazevskoye",8136,424321,50,,"Radiocarbon years BP",1430,30,30,,"Ki-1285","Peat","Carbon-14",,FALSE,
839,"Gel'myazevskoye",8136,424322,100,,"Radiocarbon years BP",2150,70,70,,"Ki-1286","Peat","Carbon-14",,FALSE,
839,"Gel'myazevskoye",8136,424323,150,,"Radiocarbon years BP",3470,75,75,,"Ki-1287","Peat","Carbon-14",,FALSE,
839,"Gel'myazevskoye",8136,424324,200,,"Radiocarbon years BP",4370,80,80,,"Ki-1288","Peat","Carbon-14",,FALSE,
839,"Gel'myazevskoye",8136,424325,250,,"Radiocarbon years BP",6310,85,85,,"Ki-1289","Peat","Carbon-14",,FALSE,
839,"Gel'myazevskoye",8136,424326,300,,"Radiocarbon years BP",7650,90,90,,"Ki-1290","Peat","Carbon-14",,FALSE,
839,"Gel'myazevskoye",8136,424327,325,,"Radiocarbon years BP",8210,100,100,,"Ki-1291","Peat","Carbon-14",,FALSE,
947,"Grasvatn",8154,333107,80,10,"Radiocarbon years BP",2410,80,80,,"T-3687 C","Total sample unfractioned","Carbon-14",,FALSE,
947,"Grasvatn",8154,333108,221.5,9,"Radiocarbon years BP",4870,120,120,,"T-3279 B","NaOH-insoluble fraction","Carbon-14",,FALSE,
947,"Grasvatn",8154,333109,221.5,9,"Radiocarbon years BP",5210,100,100,,"T-3279 A","NaOH-soluble fraction","Carbon-14",,FALSE,
947,"Grasvatn",8154,333110,275,10,"Radiocarbon years BP",7840,110,110,,"T-3278 B","NaOH-insoluble fraction","Carbon-14",,FALSE,
947,"Grasvatn",8154,333111,275,10,"Radiocarbon years BP",8130,150,150,,"T-3278 A","NaOH-soluble fraction","Carbon-14",,FALSE,
947,"Grasvatn",8154,333112,365.5,5,"Radiocarbon years BP",9210,160,160,,"T-3277 A","NaOH-soluble fraction","Carbon-14",,FALSE,
947,"Grasvatn",8154,333113,365.5,5,"Radiocarbon years BP",9330,160,160,,"T-3277 B","NaOH-insoluble fraction","Carbon-14",,FALSE,
947,"Grasvatn",8154,333114,407,4,"Radiocarbon years BP",10360,100,100,,"T-3149 A","NaOH-soluble fraction","Carbon-14",,FALSE,
1121,"Ivanovskoye Peat Bog",8212,417661,32,2,"Radiocarbon years BP",2220,110,110,,"GIN-5538","Peat slightly decayed","Carbon-14",,FALSE,
1121,"Ivanovskoye Peat Bog",8212,417662,45,2,"Radiocarbon years BP",2560,70,70,,"GIN-5537","Roots","Carbon-14",,FALSE,
1121,"Ivanovskoye Peat Bog",8212,417663,93,2,"Radiocarbon years BP",5450,60,60,,"GIN-5557","Peat moderately decayed","Carbon-14",,FALSE,
1121,"Ivanovskoye Peat Bog",8212,417664,100,2,"Radiocarbon years BP",5870,90,90,,"GIN-5536","Sapropel","Carbon-14",,FALSE,
1121,"Ivanovskoye Peat Bog",8212,417665,106,2,"Radiocarbon years BP",5990,60,60,,"GIN-5535","Peat moderately decayed","Carbon-14",,FALSE,
1121,"Ivanovskoye Peat Bog",8212,417666,112,2,"Radiocarbon years BP",6440,70,70,,"GIN-5539","Sapropel","Carbon-14",,FALSE,
1121,"Ivanovskoye Peat Bog",8212,417667,115,2,"Radiocarbon years BP",6490,60,60,,"GIN-5533","Peat moderately decayed","Carbon-14",,FALSE,
1121,"Ivanovskoye Peat Bog",8212,417668,150,2,"Radiocarbon years BP",6890,80,80,,"GIN-5532","Sapropel","Carbon-14",,FALSE,
1398,"Kalsa Mire",8231,427791,75,10,"Radiocarbon years BP",230,60,60,,"TA-1871","Eriophorum-Sphagnum peat","Carbon-14","The last C-14 sample TA-1882, 8160±80, is younger as interpreted by pollen analysis and cross-correlation through other dated diagrams. The age of sample no 12 should be approximately 1000 y older i.e. >9000y BP.",FALSE,
1398,"Kalsa Mire",8231,427792,102.5,5,"Radiocarbon years BP",1000,60,60,,"TA-1872","Eriophorum-Sphagnum peat","Carbon-14",,FALSE,
1398,"Kalsa Mire",8231,427793,152.5,5,"Radiocarbon years BP",1480,60,60,,"TA-1873","Eriophorum-Sphagnum-woody peat","Carbon-14",,FALSE,
1398,"Kalsa Mire",8231,427794,182.5,5,"Radiocarbon years BP",1930,60,60,,"TA-1874","Eriophorum-Sphagnum peat","Carbon-14",,FALSE,
1398,"Kalsa Mire",8231,427795,197.2,5,"Radiocarbon years BP",2600,60,60,,"TA-1875","Eriophorum-Sphagnum-woody peat","Carbon-14",,FALSE,
1398,"Kalsa Mire",8231,427796,217.5,5,"Radiocarbon years BP",3580,60,60,,"TA-1876","Eriophorum-Sphagnum peat","Carbon-14",,FALSE,
1398,"Kalsa Mire",8231,427797,227.5,5,"Radiocarbon years BP",3820,60,60,,"TA-1877","Eriophorum-Sphagnum peat","Carbon-14",,FALSE,
1398,"Kalsa Mire",8231,427798,237.5,5,"Radiocarbon years BP",4870,60,60,,"TA-1878","Eriophorum-woody peat","Carbon-14",,FALSE,
1398,"Kalsa Mire",8231,427799,252.5,5,"Radiocarbon years BP",6050,60,60,,"TA-1879","Eriophorum-woody peat","Carbon-14",,FALSE,
1398,"Kalsa Mire",8231,427800,257.5,5,"Radiocarbon years BP",6840,60,60,,"TA-1880","Eriophorum-woody peat","Carbon-14",,FALSE,
1398,"Kalsa Mire",8231,427801,265,10,"Radiocarbon years BP",7750,60,60,,"TA-1881","Eriophorum-woody peat","Carbon-14",,FALSE,
1398,"Kalsa Mire",8231,427802,277.5,5,"Radiocarbon years BP",8160,80,80,,"TA-1882","woody peat","Carbon-14",,FALSE,
1399,"Kameničky",8232,342274,15.25,0.5,"Radiocarbon years BP",1830,150,150,,"Hv-12961","Peat","Carbon-14",,FALSE,
1399,"Kameničky",8232,342275,20.5,1,"Radiocarbon years BP",2140,80,80,,"Hv-11529","Peat","Carbon-14",,FALSE,
1399,"Kameničky",8232,342276,30.5,1,"Radiocarbon years BP",4160,105,105,,"Hv-11530","Peat","Carbon-14",,FALSE,
1399,"Kameničky",8232,342277,45.5,1,"Radiocarbon years BP",6100,105,105,,"Hv-11531","Peat","Carbon-14",,FALSE,
1399,"Kameničky",8232,342278,60.5,1,"Radiocarbon years BP",8080,190,190,,"Hv-11532","Peat","Carbon-14",,FALSE,
1399,"Kameničky",8232,342279,65.25,0.5,"Radiocarbon years BP",8145,295,295,,"Hv-12962","Peat","Carbon-14",,FALSE,
1399,"Kameničky",8232,342280,70.5,1,"Radiocarbon years BP",7580,315,315,,"Hv-11533","Peat","Carbon-14","This date was originally excluded from publication",FALSE,
1399,"Kameničky",8232,342281,95,2,"Radiocarbon years BP",9985,220,220,,"Hv-11534","Peat","Carbon-14",,FALSE,
1399,"Kameničky",8232,342282,122.5,1,"Radiocarbon years BP",11070,245,245,,"Hv-11536","Peat","Carbon-14",,FALSE,
1401,"Kansjön",8234,333832,38.5,3,"Radiocarbon years BP",680,70,70,,"Lu-2927","Gyttja","Carbon-14","Due to gas leakage in the C13 ampoule the value of sample 11 has not been measured.",FALSE,
1401,"Kansjön",8234,333833,91.5,3,"Radiocarbon years BP",2260,60,60,,"Lu-2926","Gyttja","Carbon-14",,FALSE,
1401,"Kansjön",8234,333834,121.5,3,"Radiocarbon years BP",2670,70,70,,"Lu-2925","Gyttja","Carbon-14",,FALSE,
1401,"Kansjön",8234,333835,176.5,3,"Radiocarbon years BP",3970,70,70,,"Lu-2924","Gyttja","Carbon-14",,FALSE,
1401,"Kansjön",8234,333836,226.5,3,"Radiocarbon years BP",5160,70,70,,"Lu-2923","Gyttja","Carbon-14",,FALSE,
1401,"Kansjön",8234,333837,276.5,3,"Radiocarbon years BP",6420,80,80,,"Lu-2922","Gyttja","Carbon-14",,FALSE,
1401,"Kansjön",8234,333838,331.5,3,"Radiocarbon years BP",7900,80,80,,"Lu-2921","Gyttja","Carbon-14",,FALSE,
1401,"Kansjön",8234,333839,381.5,3,"Radiocarbon years BP",8580,80,80,,"Lu-2920","Gyttja","Carbon-14",,FALSE,
1401,"Kansjön",8234,333840,430.5,3,"Radiocarbon years BP",9580,90,90,,"Lu-2919","Gyttja","Carbon-14",,FALSE,
1401,"Kansjön",8234,333841,454.5,5,"Radiocarbon years BP",10530,90,90,,"Lu-2918","Gyttja","Carbon-14",,FALSE,
1401,"Kansjön",8234,333842,459.5,5,"Radiocarbon years BP",11120,100,100,,"Lu-2917","Gyttja","Carbon-14",,FALSE,
1401,"Kansjön",8234,333843,481,10,"Radiocarbon years BP",12460,120,120,,"Lu-2916","Gyttja","Carbon-14",,FALSE,
1402,"Karasye Lake",8235,420999,35,10,"Radiocarbon years BP",779,122,122,,"IGRAS-1197","Humic acids","Carbon-14",,FALSE,
1402,"Karasye Lake",8235,421000,85,10,"Radiocarbon years BP",1368,125,125,,"IGRAS-1196","Humic acids","Carbon-14",,FALSE,
1402,"Karasye Lake",8235,421001,135,10,"Radiocarbon years BP",2553,122,122,,"IGRAS-1195","Humic acids","Carbon-14",,FALSE,
1402,"Karasye Lake",8235,421002,185,10,"Radiocarbon years BP",2260,170,170,,"IGRAS-1194","Humic acids","Carbon-14","rejected by the author",FALSE,
1402,"Karasye Lake",8235,421003,210,10,"Radiocarbon years BP",3250,260,260,,"IGRAS-1276","Humic acids","Carbon-14",,FALSE,
1402,"Karasye Lake",8235,421004,235,10,"Radiocarbon years BP",3150,210,210,,"IGRAS-1193","Humic acids","Carbon-14","rejected by the author",FALSE,
1402,"Karasye Lake",8235,421005,285,10,"Radiocarbon years BP",3590,250,250,,"IGRAS-1192","Humic acids","Carbon-14",,FALSE,
1402,"Karasye Lake",8235,421006,310,10,"Radiocarbon years BP",4610,220,220,,"IGRAS-1275","Humic acids","Carbon-14",,FALSE,
1402,"Karasye Lake",8235,421007,335,10,"Radiocarbon years BP",5280,120,120,,"IGRAS-1191","Humic acids","Carbon-14",,FALSE,
1403,"Kardashinski Swamp",8236,109961,40,20,"Radiocarbon years BP",940,100,100,,"IGAN-955","peat","Carbon-14",,FALSE,
1403,"Kardashinski Swamp",8236,109962,40,20,"Radiocarbon years BP",1100,50,50,,"IGAN-956","humic acids","Carbon-14",,FALSE,
1403,"Kardashinski Swamp",8236,109963,90,20,"Radiocarbon years BP",1510,120,120,,"IGAN-953","peat","Carbon-14",,FALSE,
1403,"Kardashinski Swamp",8236,109964,90,20,"Radiocarbon years BP",2270,50,50,,"IGAN-954","humic acids","Carbon-14",,FALSE,
1403,"Kardashinski Swamp",8236,109965,140,20,"Radiocarbon years BP",3820,70,70,,"IGAN-952","humic acids","Carbon-14",,FALSE,
1403,"Kardashinski Swamp",8236,109966,140,20,"Radiocarbon years BP",3850,130,130,,"IGAN-951","peat","Carbon-14",,FALSE,
1403,"Kardashinski Swamp",8236,109967,190,20,"Radiocarbon years BP",4160,80,80,,"IGAN-949","peat","Carbon-14",,FALSE,
1403,"Kardashinski Swamp",8236,109968,190,20,"Radiocarbon years BP",4520,50,50,,"IGAN-950","humic acids","Carbon-14",,FALSE,
1403,"Kardashinski Swamp",8236,109969,240,20,"Radiocarbon years BP",5250,130,130,,"IGAN-947","peat","Carbon-14",,FALSE,
1403,"Kardashinski Swamp",8236,109970,240,20,"Radiocarbon years BP",5260,60,60,,"IGAN-948","humic acids","Carbon-14",,FALSE,
1403,"Kardashinski Swamp",8236,109971,290,20,"Radiocarbon years BP",5850,80,80,,"IGAN-946","humic acids","Carbon-14",,FALSE,
