"site.id","site.name","latitude","longitude","dataset.id","dataset.type","age.oldest","age.youngest","...9","id","pub.type","year","citation","contact.id","order","contact.name"
3396,"Saksunarvatn",62.24107,-7.15784,4401,"pollen",12312,3028,NA,1162,"Journal Article",1982,"Jóhansen, J. 1982. Vegetational development in the Faroes from 10 Kyr BP to the present. Danmarks Geologiske Undersøgelser Årbog:111-136.",NA,NA,NA
3397,"Saldropo",43.05,-2.716667,4402,"pollen",10714,407,NA,1268,"Doctoral Dissertation",1989,"Penalba, M.C. 1989. Dynamique de vegetation Tardiglaciaire et Holocene du centre-nord de l'Espagne d'après l'analyse pollinique. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France.",NA,NA,NA
3397,"Saldropo",43.05,-2.716667,4402,"pollen",10714,407,NA,1269,"Journal Article",1994,"Penalba, M.C. 1994. The history of the Holocene vegetation in northern Spain from pollen analysis. Journal of Ecology 82:815-832.",NA,NA,NA
3398,"Lake Sämbosjön",57.16313,12.41426,4403,"pollen",11285,964,NA,1088,"Authored Report",1982,"Digerfeldt, G. 1982. The Holocene development of Lake Sämbosjön. 1. The regional vegetation history. Lundqua report 23, Lund University, Lund, Sweden. Notes: Pages 1-24",NA,NA,NA
3399,"San Rafael",36.773611,-2.601389,4404,"pollen",20580,17,NA,16086,"Book Chapter",1995,"Yll, E.I., R.P. Pérez-Obiol, J. Pantaléon-Cano, and J.M. Roure. 1995. Dinamica del paisaje vegetal en la vertiente Mediterranea de la peninsula Iberica e islas Baleares desde el tardig glaciar hasta el presente. Pages 319-328 in T. Aleixandre and A. Perez, editors. Reconstituction de la ambient es y cambios climaticos durante el Cuaternarion, Centro de Ciencias Medio edition. Madrid, Spain.",NA,NA,NA
3399,"San Rafael",36.773611,-2.601389,4404,"pollen",20580,17,NA,16085,"Journal Article",2003,"Pantaléon-Cano, J., E.I. Yll, R.P. Pérez-Obiol, and J.M. Roure. 2003. Palynological evidence for vegetational history in semi-arid areas of the western Mediterranean (Almeria, Spain). The Holocene 13(1):109-119.",NA,NA,NA
3399,"San Rafael",36.773611,-2.601389,4404,"pollen",20580,17,NA,1393,"Journal Article",1997,"Yll, E.I., R.P. Pérez-Obiol, J. Pantaléon-Cano, and J.M. Roure. 1997. Palynological evidence for climatic change and human activity during the Holocene on Minorca (Balearic Islands). Quaternary Research 48:339-347.",NA,NA,NA
3400,"Särkikangas",65.91702,29.18661,4405,"pollen",6131,60,NA,1132,"Journal Article",1975,"Hicks, S. 1975. New evidence for the presence of prehistoric man in the Kuusamo area. Nordia 1:1-16.",NA,NA,NA
3400,"Särkikangas",65.91702,29.18661,4405,"pollen",6131,60,NA,1134,"Journal Article",1976,"Hicks, S. 1976. Pollen analysis and archaeology in Kuusamo, N.E. Finland, an area of marginal human interference. Transactions of the Institute of British Geographers, New Series 1(3):362-384. [DOI: 10.2307/622092]",NA,NA,NA
3400,"Särkikangas",65.91702,29.18661,4405,"pollen",6131,60,NA,1135,"Journal Article",1985,"Hicks, S. 1985. Problems and possibilities in correlating historical/archaeological and pollen-analytical evidence in a northern boreal environment: An example from Kuusamo, Finland. Fennoscandia Archaeologica 2:51-84.",NA,NA,NA
3401,"Sea Mere",52.570556,1.004444,41348,"pollen",NA,NA,NA,15555,"Journal Article",1988,"Bennett, K.D. 1988. Holocene pollen stratigraphy of central Est Anglia, England, and comparison of pollen zones across the Isles. New Phytologist 109(2):237-253. [DOI: 10.1111/j.1469-8137.1988.tb03712.x]",NA,NA,NA
3401,"Sea Mere",52.570556,1.004444,4408,"pollen",NA,NA,NA,1141,"Journal Article",1982,"Hunt, T.G., and H.J.B. Birks. 1982. Devensian late-glacial vegetational history at Sea Mere, Norfolk. Journal of Biogeography 9:517-538. https://www.jstor.org/stable/2844618. [DOI: 10.2307/2844618]",NA,NA,NA
3402,"Serni",43.666667,40.480556,4409,"pollen",7240,374,NA,1201,"Journal Article",1994,"Kvavadze, E.V., and Y.V. Efremov. 1994. Palynological studies of Holocene lake sediments in the headwaters of the river Bezymianka (West Caucasus). Acta Palaeobotanica 34(2):205-214. http://maxbot.botany.pl/cgi-bin/pubs/data/article_pdf?id=1981.",NA,NA,NA
3403,"Sérent",47.809444,-2.468056,4410,"pollen",9943,144,NA,15941,"Journal Article",1994,"Visset, L. 1994. Vegetation changes and development of agriculture at Kerfontaine (Sérent, Massif Armoricain, France). Vegatation History and Archaeobotany 3:1-6.",NA,NA,NA
3403,"Sérent",47.809444,-2.468056,48987,"pollen",9497,98,NA,15941,"Journal Article",1994,"Visset, L. 1994. Vegetation changes and development of agriculture at Kerfontaine (Sérent, Massif Armoricain, France). Vegatation History and Archaeobotany 3:1-6.",NA,NA,NA
3403,"Sérent",47.809444,-2.468056,4411,"pollen",9497,98,NA,15941,"Journal Article",1994,"Visset, L. 1994. Vegetation changes and development of agriculture at Kerfontaine (Sérent, Massif Armoricain, France). Vegatation History and Archaeobotany 3:1-6.",NA,NA,NA
3403,"Sérent",47.809444,-2.468056,48986,"pollen",9943,144,NA,15941,"Journal Article",1994,"Visset, L. 1994. Vegetation changes and development of agriculture at Kerfontaine (Sérent, Massif Armoricain, France). Vegatation History and Archaeobotany 3:1-6.",NA,NA,NA
3404,"Vevilov Ice Cap",79.45,95.35,4412,"pollen",NA,NA,NA,992,"Legacy",1997,"Andreev, A.A., V.I. Nikolaev, D.Yu. Bol'shiyanov, and V.N. Petrov. 1997. Pollen and isotope investigations of an ice core from Vavilov Ice Cap, Severnaya Zemlya Archipelago. Geographie physique et Quaternaire 51(3):379-389.",NA,NA,NA
3405,"Lake Shabla-Ezeretz",43.572235,28.56721,4413,"pollen",9581,417,NA,1057,"Journal Article",1986,"Bozilova, E., and M. Filipova. 1986. Paleoecological environment in northeastern Black Sea area during Neolithic, Eneolithic and Bronze periods. Studia Praehistoria 8:160-165.",NA,NA,NA
3405,"Lake Shabla-Ezeretz",43.572235,28.56721,4413,"pollen",9581,417,NA,1098,"Journal Article",1985,"Filipova, M. 1985. Plaeoecological investigations of lake Shabla-Ezeretz in North-eastern Bulgaria. Ecologia Mediterranea 11(1):148-158.",NA,NA,NA
3406,"Shepeta Bog",55.783333,25.166667,4414,"pollen",11194,226,NA,1173,"Authored Book",1990,"Kabailiene, M.K. 1990. Lietuvos holocenas [Holocene of Lithuani], Minkstas, minksti virseliai edition. Vilnius, Lithuania. Notes: 176 pages",NA,NA,NA
3406,"Shepeta Bog",55.783333,25.166667,4414,"pollen",11194,226,NA,1170,"Book Chapter",1971,"Kabailiene, M.K. 1971. On the interpretation of pollen diagrams of the Holocene in Lithuania. Pages 63-70 in N.A. Khotinski, editor. Palinologiya golotsena, Nauka edition. Moscow, Russia. Notes: in Russian",NA,NA,NA
3407,"Shombashuo",65.09296,32.96292,4415,"pollen",10777,190,NA,1092,"Authored Book",1981,"Elina, G.A. 1981. Printsipy i metody rekonstruktsii i kartirovaniya rastitelonosti golotsena [Principles and methods for reconstruction and mapping of Holocene vegetation]. Nauka, Leningrad, Russia. Notes: 159 pp.",NA,NA,NA
3408,"Shottisham",52.033333,1.4,4416,"pollen",NA,NA,NA,15914,"Journal Article",1993,"Mathers, S.J., J.A. Zalasiewicz, P.L. Gibbard, and S.M. Peglar. 1993. The Anglian—Hoxnian evolution of an ice-marginal drainage system in Suffolk, England. Proceedings of the Geologists' Association 104(2):109-122. [DOI: 10.1016/S0016-7878(08)80013-2]",NA,NA,NA
3409,"Sibista",43.233333,41.430556,4417,"pollen",2624,-10,NA,556,"Authored Book",1989,"Kvavadze, E.V., and L.P. Rukhadze. 1989. Vegetation and climate of the Holocene of Abkhazia. Metsniereba, Tbilisi, Georgia. Notes: 136p. Printed by order of the Scientific and Publishing Council of the Georgian SSR Academy of Sciences. Text in Russian.",NA,NA,NA
3410,"Lac de Siguret",44.613611,6.556944,4418,"pollen",16350,2338,NA,722,"Doctoral Dissertation",1977,"de Beaulieu, J.L. 1977. Contribution pollenanalytique à l'histoire tardiglaciaire et Holocène de la végétation des Alpes méridionales françaices. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France.",NA,NA,NA
3410,"Lac de Siguret",44.613611,6.556944,4418,"pollen",16350,2338,NA,15894,"Journal Article",1983,"de Beaulieu, J.L., and M. Reille. 1983. Paléoenvironnement tardiglaciaire et holocène des lacs de Pelléautier et Siguret (Hautes-Alpes, France) I. Histoire de la végétation d’après les analyses polliniques. Ecologia Mediterranea 9(3-4):19-36.",NA,NA,NA
3411,"Sigvalde Träsk",57.34248,18.52596,4419,"pollen",NA,NA,NA,1333,"Doctoral Dissertation",1989,"Svensson, N.O. 1989. Late Weichseian and early Holocene shore displacement in the central Baltic, based on stratigraphical and morphological records from eastern Smaland and Gotland, Sweden. Doctoral dissertation. Lund University, Lund, Sweden. Notes: Lundqua Thesis 25",NA,NA,NA
3412,"Siikasuo",61.3,22.066667,4420,"pollen",4551,-101,NA,1371,"Journal Article",1991,"Vuorela, I. 1991. Lounais-suomen varhaismetallikautinen asutus ja viljely siitepölyanalyysin valossa. Karhunhammas 13:2-23.",NA,NA,NA
3413,"Loch Sionascaig",58.0725,-5.194,4421,"pollen",13613,327,NA,1272,"Journal Article",1977,"Pennington, W. 1977. The Late Devensian flora and vegetation of Britain. Philosophical Transactions of the Royal Society B: Biological Sciences 280(972):247-271. https://royalsocietypublishing.org/doi/abs/10.1098/rstb.1977.0109. [DOI: 10.1098/rstb.1977.0109]",NA,NA,NA
3413,"Loch Sionascaig",58.0725,-5.194,4421,"pollen",13613,327,NA,1273,"Journal Article",1972,"Pennington, W., E.Y. Haworth, A.P. Bonny, and J.P. Lishman. 1972. Lake sediments in northern Scotland. Philosophical Transactions of the Royal Society of London B: Biological Sciences 264(861):191-294. https://royalsocietypublishing.org/doi/abs/10.1098/rstb.1972.0012. [DOI: 10.1098/rstb.1972.0012]",NA,NA,NA
3414,"Sipola",65.05699,24.79939,4422,"pollen",543,-14,NA,1138,"Journal Article",1992,"Hicks, S. 1992. Modern pollen deposition and its use in interpreting the occupation history of the island Hailuto Finland. Vegetation History and Archaeobotany 1(2):75-86. [DOI: 10.1007/BF00206087]",NA,NA,NA
3415,"Saint Sixte",45.425833,5.628611,4423,"pollen",6942,-77,NA,1068,"Doctoral Dissertation",1988,"Clerc, J. 1988. Recherches pollenanalytiques sur la paléo-écologie Tardiglaciaire et Holocène du Bas-Dauphiné. Doctoral dissertation. Université Aix-Marseille, Marseille, France.",NA,NA,NA
3415,"Saint Sixte",45.425833,5.628611,4424,"pollen",2860,4,NA,1068,"Doctoral Dissertation",1988,"Clerc, J. 1988. Recherches pollenanalytiques sur la paléo-écologie Tardiglaciaire et Holocène du Bas-Dauphiné. Doctoral dissertation. Université Aix-Marseille, Marseille, France.",NA,NA,NA
3416,"Lac Saint Léger",44.42,6.336389,4425,"pollen",16129,310,NA,722,"Doctoral Dissertation",1977,"de Beaulieu, J.L. 1977. Contribution pollenanalytique à l'histoire tardiglaciaire et Holocène de la végétation des Alpes méridionales françaices. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France.",NA,NA,NA
3416,"Lac Saint Léger",44.42,6.336389,4426,"pollen",NA,NA,NA,722,"Doctoral Dissertation",1977,"de Beaulieu, J.L. 1977. Contribution pollenanalytique à l'histoire tardiglaciaire et Holocène de la végétation des Alpes méridionales françaices. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France.",NA,NA,NA
3416,"Lac Saint Léger",44.42,6.336389,4427,"pollen",6312,971,NA,722,"Doctoral Dissertation",1977,"de Beaulieu, J.L. 1977. Contribution pollenanalytique à l'histoire tardiglaciaire et Holocène de la végétation des Alpes méridionales françaices. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France.",NA,NA,NA
3417,"Hozelec",49.046414,20.332,4428,"pollen",13571,3847,NA,1157,"Journal Article",1988,"Jankovská, V. 1988. A reconstruction of the Late-Glacial and Early-Holocene evolution of forest vegetation in the Poprad basin, Czechoslovakia. Folia Geobotanica & Phytotaxonomica 23:303-320.",NA,NA,NA
3418,"Skřečoň",49.883333,18.383333,4430,"pollen",NA,NA,NA,15587,"Book Chapter",1965,"Kneblová-Vodičková, V. 1965. Organické sedimenty a vývoj vegetace na Ostravsku a v oderské části Moravské brány během kvartéru. Pages 255-277 in J. Macoun, V. Šibrava, J. Tyráček, and V. Kneblová-Vodičková, editors. Kvartér Ostravska a Moravské brány. Ústřední ústav geologický v Nakladatelství ČSAV, Praha.",NA,NA,NA
3418,"Skřečoň",49.883333,18.383333,4429,"pollen",NA,NA,NA,15587,"Book Chapter",1965,"Kneblová-Vodičková, V. 1965. Organické sedimenty a vývoj vegetace na Ostravsku a v oderské části Moravské brány během kvartéru. Pages 255-277 in J. Macoun, V. Šibrava, J. Tyráček, and V. Kneblová-Vodičková, editors. Kvartér Ostravska a Moravské brány. Ústřední ústav geologický v Nakladatelství ČSAV, Praha.",NA,NA,NA
3419,"Skvarran",57.1894,16.15266,4431,"pollen",17238,10396,NA,1333,"Doctoral Dissertation",1989,"Svensson, N.O. 1989. Late Weichseian and early Holocene shore displacement in the central Baltic, based on stratigraphical and morphological records from eastern Smaland and Gotland, Sweden. Doctoral dissertation. Lund University, Lund, Sweden. Notes: Lundqua Thesis 25",NA,NA,NA
3420,"Sladeoak Lane",51.59725,-0.53147,4432,"pollen",NA,NA,NA,16081,"Journal Article",1986,"Gibbard, P.L., I.D. Bryant, and A.R. Hall. 1986. A Hoxnian interglacial doline infilling at Slade Oak Lane, Denham, Buckinghamshire, England. Geological Magazine 123(1):27-43. https://www.cambridge.org/core/journals/geological-magazine/article/hoxnian-interglacial-doline-infilling-at-slade-oak-lane-denham-buckinghamshire-england/6FB4876ACA7E5722D1723E70A23C17DB. [DOI: 10.1017/S0016756800026510]",NA,NA,NA
3421,"Slatten",56.433333,13.016667,4433,"pollen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3421,"Slatten",56.433333,13.016667,4433,"pollen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3422,"Slopiec",50.78295,20.77591,4434,"pollen",10500,100,NA,1337,"Journal Article",1961,"Szczepanek, K. 1961. Polanoglacjalna i holocenaska historia rosalinnoasci Gor swietokrzyskich [in Polish: The history of the Late Glacial and Holocene vegetation of the Holy Cross Mountains]. Acta Palaeobotanica 2(2):3-45.",NA,NA,NA
3422,"Slopiec",50.78295,20.77591,4434,"pollen",10500,100,NA,1339,"Journal Article",1982,"Szczepanek, K. 1982. Development of the peat-bog at Slopiec and the vegetational history of the Swietokrzyskie (Holy Cross) Mountains in the last 10,000 years. Acta Palaeobotanica 22(1):117-130.",NA,NA,NA
3422,"Slopiec",50.78295,20.77591,4434,"pollen",10500,100,NA,1342,"Journal Article",1989,"Szczepanek, K. 1989. Type Region P-j: Swietokrzyskie Mountains (Holy Cross Mountains). Acta Palaeobotanica 29(2):51-55.",NA,NA,NA
3422,"Slopiec",50.78295,20.77591,4434,"pollen",10500,100,NA,1343,"Journal Article",1992,"Szczepanek, K. 1992. The peat-bog at Slopiec and the history of the vegetation of the Gory Swietokrzyskie Mountains (Central Poland) in the past 10,000 years. Veröffentlichungen des Geobotanischen Institutes der Eidg. Tech. Hochschule, Stiftung Rübel, in Zürich 107(365-368).",NA,NA,NA
3422,"Slopiec",50.78295,20.77591,4435,"pollen",12135,65,NA,1337,"Journal Article",1961,"Szczepanek, K. 1961. Polanoglacjalna i holocenaska historia rosalinnoasci Gor swietokrzyskich [in Polish: The history of the Late Glacial and Holocene vegetation of the Holy Cross Mountains]. Acta Palaeobotanica 2(2):3-45.",NA,NA,NA
3422,"Slopiec",50.78295,20.77591,4435,"pollen",12135,65,NA,1339,"Journal Article",1982,"Szczepanek, K. 1982. Development of the peat-bog at Slopiec and the vegetational history of the Swietokrzyskie (Holy Cross) Mountains in the last 10,000 years. Acta Palaeobotanica 22(1):117-130.",NA,NA,NA
3422,"Slopiec",50.78295,20.77591,4435,"pollen",12135,65,NA,1342,"Journal Article",1989,"Szczepanek, K. 1989. Type Region P-j: Swietokrzyskie Mountains (Holy Cross Mountains). Acta Palaeobotanica 29(2):51-55.",NA,NA,NA
3422,"Slopiec",50.78295,20.77591,4435,"pollen",12135,65,NA,1343,"Journal Article",1992,"Szczepanek, K. 1992. The peat-bog at Slopiec and the history of the vegetation of the Gory Swietokrzyskie Mountains (Central Poland) in the past 10,000 years. Veröffentlichungen des Geobotanischen Institutes der Eidg. Tech. Hochschule, Stiftung Rübel, in Zürich 107(365-368).",NA,NA,NA
3423,"Sluggan Moss",54.776944,-6.258333,45225,"pollen",1393,153,NA,15965,"Journal Article",2009,"Plunkett, G. 2009. Land-use patterns and cultural change in the Middle to Late Bronze Age Ireland: inferences from pollen records. Vegetation History Archaeobotany 18:273-295.",NA,NA,NA
3423,"Sluggan Moss",54.776944,-6.258333,4436,"pollen",14740,39,NA,1325,"Journal Article",1991,"Smith, A.G., and I.C. Goddard. 1991. A 12500 years record of vegetational history at Sluggan Bog, County Antrim, Northern Ireland (incorporating a pollen zone scheme for the non-specalist). New Phytologist 118:167-187. https://www.jstor.org/stable/2557698.",NA,NA,NA
3424,"Moselotte",48.031944,7,4437,"pollen",7618,222,NA,1083,"Doctoral Dissertation",1981,"De Valk, E.J. 1981. Late Holocene and present vegetation of the Kastelberg (Vosges, France). Doctoral dissertation. University of Utrecht, Utrecht, The Netherlands.",NA,NA,NA
3425,"Lochan an Smuraich",58.33124,-4.90466,4438,"pollen",NA,NA,NA,1271,"Book Chapter",1977,"Pennington, W. 1977. Lake sediments and the lateglacial environment in northern Scotland. Pages 119-141 in J.M. Gray and J.J. Lowe, editors. Studies in the Scottish Lateglacial Environment. Pergamon Press, Oxford, UK. [DOI: 10.1016/B978-0-08-020498-7.50013-3]",NA,NA,NA
3425,"Lochan an Smuraich",58.33124,-4.90466,4438,"pollen",NA,NA,NA,1272,"Journal Article",1977,"Pennington, W. 1977. The Late Devensian flora and vegetation of Britain. Philosophical Transactions of the Royal Society B: Biological Sciences 280(972):247-271. https://royalsocietypublishing.org/doi/abs/10.1098/rstb.1977.0109. [DOI: 10.1098/rstb.1977.0109]",NA,NA,NA
3426,"Snellegem",51.186667,3.28,4439,"pollen",14133,12004,NA,1362,"Book Chapter",1979,"Verbruggen, C. 1979. Vegetational and palaeoecological history of the Lateglacial period in Sandy Flanders (Belgium). Pages 133-142 in Acta Univ. Oulu A. 82. Geol. Volume 3. Oulu, Finland.",NA,NA,NA
3426,"Snellegem",51.186667,3.28,4439,"pollen",14133,12004,NA,1363,"Book Chapter",1996,"Verbruggen, C., L. Denys, and P. Kiden. 1996. Palaeoecological events in Belgium during the last 13,000 years with special reference to sandy Flanders. Pages 553-574 in B.E. Berglund, H.J.B. Birks, M. Ralska-Jasiewiczowa, and H.E. Wright, editors. Palaeoecological Events During the Last 15,000 Years: Regional Syntheses of Palaeoecological Studies of Lakes and Mires Europe. Wiley, Chichester, United Kingdom.",NA,NA,NA
3426,"Snellegem",51.186667,3.28,4439,"pollen",14133,12004,NA,15709,"Journal Article",1991,"Denys, L., C. Verbruggen, and P. Kiden. 1991. Palaeolimnological aspects of a Late-Glacial shallow lake in Sandy Flanders, Belgium. Hydrobiologia 214(1):273-278.",NA,NA,NA
3427,"Marais de la Perge",45.3975,-1.010278,4440,"pollen",7773,136,NA,1089,"Journal Article",1995,"Diot, M.F., and J.P. Tastet. 1995. Paleo-environnements Holocenes et limites chrono-climatiques enregistres dans un marais estuarien de la Gironde (France). Quaternaire 6(2):63-75.",NA,NA,NA
3428,"Le Marais de la Perge (South)",45.3825,-1.115,4441,"pollen",7204,72,NA,1089,"Journal Article",1995,"Diot, M.F., and J.P. Tastet. 1995. Paleo-environnements Holocenes et limites chrono-climatiques enregistres dans un marais estuarien de la Gironde (France). Quaternaire 6(2):63-75.",NA,NA,NA
3429,"Sögüt Gölü",36.9975,29.898333,4442,"pollen",22335,68,NA,1359,"Journal Article",1975,"Van Zeist, W., H. Woldring, and D. Stapert. 1975. Late Quaternary vegetation and climate of southwestern Turkey. Palaeohistoria 17:53-144.",NA,NA,NA
3430,"Solnechnoe",65.833333,34.333333,4443,"pollen",10040,-192,NA,1092,"Authored Book",1981,"Elina, G.A. 1981. Printsipy i metody rekonstruktsii i kartirovaniya rastitelonosti golotsena [Principles and methods for reconstruction and mapping of Holocene vegetation]. Nauka, Leningrad, Russia. Notes: 159 pp.",NA,NA,NA
3431,"Solokiya",50.416667,24.166667,4444,"pollen",11644,1425,NA,NA,NA,NA,NA,NA,NA,NA
3431,"Solokiya",50.416667,24.166667,4444,"pollen",11644,1425,NA,NA,NA,NA,NA,NA,NA,NA
3432,"Lake Solsø",56.12846,8.61341,4445,"pollen",12417,7,NA,1253,"Book Chapter",1988,"Odgaard, B.V. 1988. Heathland history in western Jutland, Denmark. Pages 311-319 in H.H. Birks, H.J.B. Birks, P.E. Kaland, and D. Moe, editors. The Cultural landscape - Past, Present and Future. Cambridge, United Kingdom.",NA,NA,NA
3432,"Lake Solsø",56.12846,8.61341,4445,"pollen",12417,7,NA,15706,"Journal Article",1992,"Odgaard, B.V. 1992. The fire history of Danish heathland areas as reflected by pollen and charred particles in lake sediments. The Holocene 2:218-226. [DOI: 10.1177/095968369200200303]",NA,NA,NA
3432,"Lake Solsø",56.12846,8.61341,4445,"pollen",12417,7,NA,15707,"Journal Article",1994,"Odgaard, B.V. 1994. The Holocene vegetation history of northern West Jutland, Denmark. Opera botanica 123:1-171.",NA,NA,NA
3432,"Lake Solsø",56.12846,8.61341,4446,"pollen",9821,2783,NA,1253,"Book Chapter",1988,"Odgaard, B.V. 1988. Heathland history in western Jutland, Denmark. Pages 311-319 in H.H. Birks, H.J.B. Birks, P.E. Kaland, and D. Moe, editors. The Cultural landscape - Past, Present and Future. Cambridge, United Kingdom.",NA,NA,NA
3432,"Lake Solsø",56.12846,8.61341,4446,"pollen",9821,2783,NA,15707,"Journal Article",1994,"Odgaard, B.V. 1994. The Holocene vegetation history of northern West Jutland, Denmark. Opera botanica 123:1-171.",NA,NA,NA
3433,"Son Bou",39.924722,4.027222,4447,"pollen",18455,538,NA,1393,"Journal Article",1997,"Yll, E.I., R.P. Pérez-Obiol, J. Pantaléon-Cano, and J.M. Roure. 1997. Palynological evidence for climatic change and human activity during the Holocene on Minorca (Balearic Islands). Quaternary Research 48:339-347.",NA,NA,NA
3434,"Mire Sosvyatskoe",56.2,32,4448,"pollen",11062,310,NA,1118,"Book Chapter",1995,"Gunova, V.S., and A.R. Sirin. 1995. Paleogeographical condition of bog development in Zapadnodvinskaya lowland during Holocene. Pages 27-36 in Palynology in the Russia, Part 2. Moscow, Russia.",NA,NA,NA
3435,"Spjällsjön",56.68361,14.59256,4449,"pollen",15072,10867,NA,1040,"Journal Article",1987,"Björck, S., and P. Möller. 1987. Late Weichselian environmental history in southeastern Sweden during the deglaciation of the Scandinavian ice sheet. Quaternary Research 28:1-37. [DOI: https://doi.org/10.1016/0033-5894(87)90030-5]",NA,NA,NA
3436,"Menez-Cam",48.25,-3.5,4450,"pollen",5329,348,NA,1356,"Authored Report",1963,"van Zeist, W. 1963. Recherches palynologiques en Bretagne Occidentale. Congrès Préhistorique de France, Rennes, France. Notes: Number 37, pages:5-19",NA,NA,NA
3436,"Menez-Cam",48.25,-3.5,4450,"pollen",5329,348,NA,1357,"Journal Article",1964,"van Zeist, W. 1964. A paleobotanical study of some bogs in western Brittany (Finistère), France. Paleohistoria 10:157-180.",NA,NA,NA
3437,"Spišská Belá",49.184722,20.45,4451,"pollen",NA,NA,NA,1154,"Journal Article",1972,"Jankovská, V. 1972. Pyloanalytický příspěvek ke složení původních lesů v severozápadní částí Spišské kotliny [A pollenanalytical estimation to the composition of original forests in northwestern part of the Spis Basin]. Biologia 27:279-292.",NA,NA,NA
3438,"Semmeldalen",77.92761,15.42529,4452,"pollen",3002,1504,NA,1396,"Book Chapter",1971,"Zelikson, E.M. 1971. Palynological investigation of a Holocene peat deposit from Spitsbergen [in Russian]. Pages 199-212 in M.I. Neustadt, editor. Palynology of pliocene, pleistocene and holocene. 3rd International Palynological Conference (Novosibirsk, USSR, 1971). Academy of Sciences of the USSR, Institute of Geography, Moscow, Russia.",NA,NA,NA
3439,"Lake Srebarna",44.107145,27.07141,4453,"pollen",4586,-5,NA,1206,"Book Chapter",1995,"Lazarova, M. 1995. Human impact on the natural vegetation in the region of Lake Srebarna and mire Garvan (northeastern Bulgaria). Palynological and Palaeoethnobotanical evidence. Pages 47-67 in E. Bozilova and S. Tonkov, editors. Advances in Holocene Palaeoecology in Bulgaria. Pensoft Publication, Sofia-Moscow.",NA,NA,NA
3439,"Lake Srebarna",44.107145,27.07141,4454,"pollen",NA,NA,NA,1409,"Journal Article",1985,"Bozilova, E.D., M.A. Lazarova, and K. Strashevska. 1985. Geomorphological characteristics and development of the vegetation in the region of Srebarna Lake Bulgaria (in Bulgarian). Godishnik na Sofiiskiya Universitet ""Kliment Okhridski"" Biologicheski Fakultet 79(2):99-109.",NA,NA,NA
3440,"Stangsmyr",57.34167,18.36941,4455,"pollen",NA,NA,NA,1333,"Doctoral Dissertation",1989,"Svensson, N.O. 1989. Late Weichseian and early Holocene shore displacement in the central Baltic, based on stratigraphical and morphological records from eastern Smaland and Gotland, Sweden. Doctoral dissertation. Lund University, Lund, Sweden. Notes: Lundqua Thesis 25",NA,NA,NA
3441,"Steklin",52.93682,18.98338,4457,"pollen",11195,235,NA,1248,"Journal Article",1982,"Noryskiewicz, B. 1982. Lake Steklin - A reference site for the Dobrzyn-Chelmno Lake District, northern Poland: Report on palaeoecological studies for the IGCP Project Number 158B. Acta Palaeobotanica 22(1):65-83.",NA,NA,NA
3441,"Steklin",52.93682,18.98338,4457,"pollen",11195,235,NA,1410,"Journal Article",1989,"Noryskiewicz, B., and M. Ralska-Jasiewiczowa. 1989. Type Region P-w: Dobrzyn-Olsztyn Lake Districts. Acta Palaeobotanica 29(2):85-93.",NA,NA,NA
3442,"Straloch",56.75735,-3.56551,4458,"pollen",NA,NA,NA,1085,"Journal Article",1984,"Dickson, J.H. 1984. A pollen diagram from Straloch, Strathrdle, southeast Scottish Highlands. Scottish Field Studies 1984:33-38.",NA,NA,NA
3443,"Strath Oykell",58.073889,-4.833611,4459,"pollen",NA,NA,NA,1273,"Journal Article",1972,"Pennington, W., E.Y. Haworth, A.P. Bonny, and J.P. Lishman. 1972. Lake sediments in northern Scotland. Philosophical Transactions of the Royal Society of London B: Biological Sciences 264(861):191-294. https://royalsocietypublishing.org/doi/abs/10.1098/rstb.1972.0012. [DOI: 10.1098/rstb.1972.0012]",NA,NA,NA
3444,"Saint Sauveur",43.566389,3.916667,4460,"pollen",17795,6581,NA,1279,"Doctoral Dissertation",1997,"Puertas, O. 1997. Evolution de la végétation depuis le Dryas récent dans la plaine littorale de Montpellier (Hérault, France) à partir de l'analyse pollinique. Dynamique naturelle et anthropisation du milieu. Doctoral dissertation. Université de Franche-Comté, Besançon, France.",NA,NA,NA
3445,"Saint-Thomas",47.268611,-1.75,4461,"pollen",6947,152,NA,1366,"Doctoral Dissertation",1987,"Voeltzel, D. 1987. Recherches pollenanalytiques sur la vegetation holocene de la plaine alluviale de l'estuaire de la Loire et des coteaux environnants. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France.",NA,NA,NA
3446,"Stupino",52.25,39.833333,4462,"pollen",6792,1701,NA,16132,"Journal Article",1957,"Neustadt, M.I. 1957. History of Usman pine forest over the late Holocene [in Russian]. Voron. Reserv. Proc. 5:168-173.",NA,NA,NA
