"site.id","site.name","latitude","longitude","dataset.id","dataset.type","age.oldest","age.youngest","...9","id","pub.type","year","citation","contact.id","order","contact.name"
9,"Adange",43.305556,41.333333,9,"pollen",5199,-46,NA,556,"Authored Book",1989,"Kvavadze, E.V., and L.P. Rukhadze. 1989. Vegetation and climate of the Holocene of Abkhazia. Metsniereba, Tbilisi, Georgia. Notes: 136p. Printed by order of the Scientific and Publishing Council of the Georgian SSR Academy of Sciences. Text in Russian.",NA,NA,NA
12,"Ageröds Mosse",55.934475,13.42774,12,"pollen",9099,19,NA,15719,"Journal Article",1964,"Nilsson, T. 1964. Standard pollen diagramme und C14 datiengen aus dem Ageröds mosse in mittleren schonen. Lunds Universitets Årsskrift N. F. 59(7):1-52.",NA,NA,NA
16,"Ahlenmoor",53.70273,8.755515,16,"pollen",4276,990,NA,587,"Book Chapter",1986,"Behre, K.-E., and D. Kucan. 1986. Die Reflektion archäologisch bekannter Siedlungen in Pollendiagrammen verschiedener Entfernung - Beispiele aus der Siedlungskammer Flögeln, Nordwestdeutschland. Pages 95-114 in K.-E. Behre, editor. Anthropogenic indicators in pollen diagrams. Balkema, Rotterdam.",NA,NA,NA
16,"Ahlenmoor",53.70273,8.755515,16,"pollen",4276,990,NA,586,"Journal Article",1976,"Behre, K.-E. 1976. Pollenanalytische Untersuchungen zur Vegetations- und Siedlungsgeschichte bei Flögeln und im Ahlenmoor (Elb-Weser-Winkel). Probleme der Küstenforschung im südlichen Nordseegebiet 11:101-118.",NA,NA,NA
16,"Ahlenmoor",53.70273,8.755515,16,"pollen",4276,990,NA,16614,"Journal Article",1994,"Behre, K.-E., and D. Kucan. 1994. Die Geschichte der Kulturlandschaft und des Ackerbaus in der Siedlungskammer Flögeln, Niedersachsen, seit der Jungsteinzeit. Probleme der Küstenforschung im südlichen Nordseegebiet 21:1-227.",NA,NA,NA
20,"Akuvaara",69.12326,27.67406,20,"pollen",10647,16,NA,699,"Journal Article",1975,"Hyvärinen, H. 1975. Absolute and relative pollen diagrams from northernmost Fennoscandia. Fennia 142(1):1-23.",NA,NA,NA
200,"Amtkel",43.268056,41.308333,200,"pollen",2229,183,NA,556,"Authored Book",1989,"Kvavadze, E.V., and L.P. Rukhadze. 1989. Vegetation and climate of the Holocene of Abkhazia. Metsniereba, Tbilisi, Georgia. Notes: 136p. Printed by order of the Scientific and Publishing Council of the Georgian SSR Academy of Sciences. Text in Russian.",NA,NA,NA
200,"Amtkel",43.268056,41.308333,200,"pollen",2229,183,NA,557,"Journal Article",1987,"Kvavadze, E.V., L.P. Rukhadze, P.R. Tretyak, and L.V. Petrenko. 1987. On the migration on high-mountain vegetation belts in the late Holocene in the valley of the Amtqel river (Abkazia). Bulletin of the Georgian Academy of Sciences 125(2):421-424.",NA,NA,NA
214,"Arts Lough",52.95,-6.433333,215,"pollen",17282,191,NA,698,"Journal Article",1988,"Bradshaw, R.H.W., and E. McGee. 1988. The extent and time-course of mountain blanket peat erosion in Ireland. New Phytologist 108:219-224.",NA,NA,NA
223,"Ballinloghig Lake",52.2,-10.308333,225,"pollen",17824,1748,NA,15708,"Journal Article",1988,"Barnosky, C.W. 1988. A late-glacial and post-glacial pollen record from the Dingle Peninsula, County Kerry. Proceedings of the Royal Irish Academy 88(B):23-37.",NA,NA,NA
224,"Ballybetagh",53.166667,-6.25,226,"pollen",13024,9178,NA,588,"Legacy",1989,"Cwynar, L.C., and W.A. Watts. 1989. Accelerator-mass spectrometer ages for late-glacial events at Ballybetagh, Ireland. Quaternary Research 31:377-380.",NA,NA,NA
224,"Ballybetagh",53.166667,-6.25,226,"pollen",13024,9178,NA,589,"Legacy",1938,"Jessen, K., and A. Farrington. 1938. The bogs at Ballybetagh, near Dublin, with remarks on late-glacial conditions in Ireland. Proceedings of the Royal Irish Academy 44B(10):205-260.",NA,NA,NA
224,"Ballybetagh",53.166667,-6.25,226,"pollen",13024,9178,NA,590,"Legacy",1977,"Watts, W.A. 1977. The late Devensian vegetation of Ireland. Philosophical Transactions of the Royal Society of London, Series B 280:273-293.",NA,NA,NA
310,"Bruvatnet [Rovvejávri]",70.18109,28.407205,317,"pollen",13564,402,NA,699,"Journal Article",1975,"Hyvärinen, H. 1975. Absolute and relative pollen diagrams from northernmost Fennoscandia. Fennia 142(1):1-23.",NA,NA,NA
335,"Selle di Carnino",44.15,7.694444,342,"pollen",15847,263,NA,722,"Doctoral Dissertation",1977,"de Beaulieu, J.L. 1977. Contribution pollenanalytique à l'histoire tardiglaciaire et Holocène de la végétation des Alpes méridionales françaices. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France.",NA,NA,NA
346,"Chabada Lake",61.976835,129.377875,354,"pollen",11322,40,NA,316,"Authored Report",1994,"Tarasov, P.E., S.P. Harrison, L. Saarse, M.Y. Pushenko, A.A. Andreev, Z.V. Aleshinskaya, N.N. Davydova, N.I. Dorofeyuk, Y.V. Efremov, V.I. Khomutova, D.V. Sevastyanov, J. Tamosaitis, O.N. Uspenskaya, O.F. Yakushko, and I.V. Tarasova. 1994. Lake status records from the former Soviet Union and Mongolia: data base documentation. Paleoclimatology Publications Series 2, World Data Center-A for Paleoclimatology, NOAA Paleoclimatology Program, Boulder, Colorado, USA. Notes: https://books.google.no/books?id=SXeZJsjZ4dwC&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q=melekhovo&f=false",NA,NA,NA
346,"Chabada Lake",61.976835,129.377875,354,"pollen",11322,40,NA,317,"Book Chapter",1989,"Andreev, A.A., V.A. Klimanov, L.D. Sulerzhitsky, and N.A. Khotinsky. 1989. Chronology of environmental changes in central Yakutia during the Holocene. Pages 115-121 in Paleoklimaty golotsena i pozdnelednikov'ya [Paleoclimates of Holocene and late glacial). Nauka, Moscow, Russia.",NA,NA,NA
346,"Chabada Lake",61.976835,129.377875,3975,"pollen",8524,105,NA,363,"Book Chapter",1989,"Andreev, A.A., and V.A. Klimanov. 1989. Vegetation and climate history of central Yakutia during the Holocene and Late Pleistocene (in Russian). Pages 28-51 in B.F. Ivanov and B.F. Palymsky, editors. Formirovanie rel’efa, korelyatnykh otlozheny i rossypei Severo-Vostoka  SSSR [Formation of deposits and placers on northeast of the USSR]. Publishing  House  of  SVKNII, Magadan, Russia.",NA,NA,NA
346,"Chabada Lake",61.976835,129.377875,3975,"pollen",8524,105,NA,317,"Book Chapter",1989,"Andreev, A.A., V.A. Klimanov, L.D. Sulerzhitsky, and N.A. Khotinsky. 1989. Chronology of environmental changes in central Yakutia during the Holocene. Pages 115-121 in Paleoklimaty golotsena i pozdnelednikov'ya [Paleoclimates of Holocene and late glacial). Nauka, Moscow, Russia.",NA,NA,NA
355,"Chernikhovo",53.416667,26.433333,363,"pollen",17481,1191,NA,724,"Book Chapter",1985,"Zernitskaya, V.P. 1985. Development of vegetation in the western part of the Kopyl upland during the Late Glacial time and Holocene. Pages 110-116 in Geographical aspects of rational nature use, Nauka i Taknika edition. Minsk, Byelorussia. Notes: in Russian",NA,NA,NA
355,"Chernikhovo",53.416667,26.433333,363,"pollen",17481,1191,NA,723,"Journal Article",1993,"Matveev, A.V., E.A. Krutous, and V.P. Zernitskaya. 1993. Geochronology of the Holocene of the Belorussian Polessie. Radiocarbon 35(3):435-439. [DOI: 10.1017/S0033822200060458]",NA,NA,NA
363,"Le Marais St Boetien",49.616667,3.816667,374,"pollen",12185,752,NA,725,"Journal Article",1980,"van Zeist, W., and M.R. van der Spoel-Walvius. 1980. A palynological study of the Late-Glacial and the Postglacial in the Paris basin. Palaeohistoria 23:67-108.",NA,NA,NA
516,"Voros-mocsar",46.477222,19.190833,530,"pollen",13684,695,NA,726,"Authored Report",1995,"Nagy-Bodor, E., T. Cserny, and E. Nagy. 1995. Unpublished report on the study performed for the European Pollen Database..",NA,NA,NA
517,"Starniki",50.266667,26.016667,531,"pollen",13732,468,NA,16199,"Authored Book",1982,"Bezusko, L.G., T.M. Kajutkina, and N.N. Kovalyukh. 1982. YIII s'ezd Ukrainskovo botanicheskogo obschestva [New data of Allerod vegetation of Ukraine], Naukova dumka edition. Kiev, Ukraine. Notes: 399 p.",NA,NA,NA
517,"Starniki",50.266667,26.016667,531,"pollen",13732,468,NA,730,"Book Chapter",1988,"Bezusko, L.G., V.A. Klimanov, and Y.R. Sheliag-Sosonko. 1988. Climatic conditions in Ukraine in the Late Post-glacial and Holocene. Pages 125-135 in , Paleoklimaty golotsena Evropeiyskoy territorii SSSR edition. Moscow, Russia.",NA,NA,NA
517,"Starniki",50.266667,26.016667,531,"pollen",13732,468,NA,731,"Book Chapter",1994,"Khotinskiy, N.A., L.G. Bezusko, and A.E. Cherkinsky. 1994. Changes in vegetation in central and western regions of the Russian Plain. Pages 111-118 in Paleogeographical basis of the modern landscapes, Nauka edition. Moscow, Russia. Notes: Results of the Russian-Polish research",NA,NA,NA
517,"Starniki",50.266667,26.016667,531,"pollen",13732,468,NA,729,"Journal Article",1987,"Bezusko, L.G., and V.A. Klimanov. 1987. Climate and vegetation of the plain part of the Ukrainian SSR West in the Late Post-glacial period. Ukrain'skyi Botanichnyi Zhurnal 43:54-58.",NA,NA,NA
517,"Starniki",50.266667,26.016667,531,"pollen",13732,468,NA,728,"Journal Article",1985,"Bezusko, L.G., T.M. Kajutkina, N.N. Kovalyukh, and A.T. Artyushenko. 1985. Paleobotanical and radiological studies of deposits from bog Starniki (Maloe Polessie). Ukrain'skyi Botanichnyi Zhurnal 42:27-30.",NA,NA,NA
517,"Starniki",50.266667,26.016667,531,"pollen",13732,468,NA,732,"Journal Article",1981,"Klimanov, V.A., and L.G. Bezusko. 1981. Climate and vegetation of small Polessie in Holocene. Ukrain'skyi Botanichnyi Zhurnal 38:24-26.",NA,NA,NA
517,"Starniki",50.266667,26.016667,531,"pollen",13732,468,NA,733,"Journal Article",1987,"Sheliag-Sosonko, Y.R., and L.G. Bezusko. 1987. The oak- forests of Maloye Polessie in the Late Post-Glacial period. Ukrain'skyi Botanichnyi Zhurnal 71:4-8.",NA,NA,NA
664,"Derput",57.033333,124.116667,682,"pollen",12530,463,NA,319,"Journal Article",1991,"Andreev, A.A., and V.A. Klimanov. 1991. Izmeneniya rastitel’nost i klimatamezhdurech’ya rek Ungra i Yakokit (Yuzhnaya Yakutia) v golotsene [Vegetation history and climate changes in the interfluve of the rivers Ungra and Yakokit (Southern Yakutia) during the Holocene]. Botanichesky Zhurnal 76(3):334-351.",NA,NA,NA
700,"Domsvatnet",70.325835,31.025865,720,"pollen",11034,229,NA,751,"Journal Article",1976,"Hyvärinen, H. 1976. Flandrian pollen deposition rates and tree-line history in northern Fennoscandia. Boreas 5(3):163-175. [DOI: 10.1111/j.1502-3885.1976.tb00260.x]",NA,NA,NA
703,"Dovjok Swamp",48.75,28.25,723,"pollen",7935,128,NA,NA,NA,NA,NA,NA,NA,NA
703,"Dovjok Swamp",48.75,28.25,723,"pollen",7935,128,NA,NA,NA,NA,NA,NA,NA,NA
765,"Edessa",40.818056,21.9525,784,"pollen",13479,85,NA,752,"Doctoral Dissertation",1974,"Bottema, S. 1974. Late Quaternary vegetation history of northwestern Greece. Doctoral dissertation. University of Groningen, Groningen, The Netherlands.",NA,NA,NA
831,"Gagra",43.283333,40.266667,858,"pollen",11603,568,NA,556,"Authored Book",1989,"Kvavadze, E.V., and L.P. Rukhadze. 1989. Vegetation and climate of the Holocene of Abkhazia. Metsniereba, Tbilisi, Georgia. Notes: 136p. Printed by order of the Scientific and Publishing Council of the Georgian SSR Academy of Sciences. Text in Russian.",NA,NA,NA
831,"Gagra",43.283333,40.266667,858,"pollen",11603,568,NA,558,"Book Chapter",1982,"Kvavadze, E.V. 1982. Novye dannye po stratigrafii i paleogeografii Golotsena Kolkhidskoi nizmennosti. Pages 123-130 in Chetvertichnaia Sistema Gruzii. Metsniereba, Tbilisi.",NA,NA,NA
839,"Gel'myazevskoye",49.666667,31.833333,867,"pollen",11856,508,NA,760,"Book Chapter",1982,"Artyushenko, A.T., R.Y. Arap, L.G. Bezusko, E.O. Il'ves, T.M. Kajutkina, and N.N. Kovalyukh. 1982. Razvitie prirody tyerritorii SSSR v pozdnem pleiystoytsyene i golotsenye [New data of Holocene vegetation of Ukraine]. Pages 173-179 in , Nauka edition. Moscow, Russia.",NA,NA,NA
839,"Gel'myazevskoye",49.666667,31.833333,867,"pollen",11856,508,NA,761,"Book Chapter",1984,"Artyushenko, A.T., S.I. Parishkura-Turlo, G.O. Parchomenko, R.Y. Arap, and L.G. Bezusko. 1984. Obschaya i regionalnaya paleogeografia [History of Holocene vegetation of Ukraine]. Pages 104-120 in , Naukova dumka edition. Kiev, Ukraine.",NA,NA,NA
839,"Gel'myazevskoye",49.666667,31.833333,867,"pollen",11856,508,NA,730,"Book Chapter",1988,"Bezusko, L.G., V.A. Klimanov, and Y.R. Sheliag-Sosonko. 1988. Climatic conditions in Ukraine in the Late Post-glacial and Holocene. Pages 125-135 in , Paleoklimaty golotsena Evropeiyskoy territorii SSSR edition. Moscow, Russia.",NA,NA,NA
947,"Grasvatn",63.702905,8.689085,977,"pollen",12529,1082,NA,15527,"Book Chapter",1996,"Moe, D., K.-D. Vorren, T. Alm, S. Fimreite, B. Mørkved, E. Nilssen, Aa. Paus, H. Ramfjord, S.F. Selvik, and R. Sørensen. 1996. Norway. Pages 153-213 in B.E. Berglund, H.J.B. Birks, M. Ralska-Jasiewiczowa, and H.E. Wright, editors. Palaeoecological events during the last 15000 years: regional syntheses of palaeoecological studies of lakes and mires in Europe. John Wiley & Sons, Chichester, United Kingdom.",NA,NA,NA
947,"Grasvatn",63.702905,8.689085,977,"pollen",12529,1082,NA,762,"Master's Thesis",1982,"Paus, Aa. 1982. Paleo-økologiske undersøkelser på Frøya, Sør-Trøndelag. Den vegetasjonshistoriske utviklingen fra senistiden og fram til idag. Master's thesis. University of Trondheim, Trondheim, Norway.",NA,NA,NA
1121,"Ivanovskoye Peat Bog",56.816667,38.766667,4116,"pollen",5766,4427,NA,1327,"Authored Report",1986,"Spiridonova, E.A. 1986. Unpublished report. Archives of the Institute of Archeology, Moscow, Russia.",NA,NA,NA
1121,"Ivanovskoye Peat Bog",56.816667,38.766667,4117,"pollen",11590,3309,NA,1327,"Authored Report",1986,"Spiridonova, E.A. 1986. Unpublished report. Archives of the Institute of Archeology, Moscow, Russia.",NA,NA,NA
1121,"Ivanovskoye Peat Bog",56.816667,38.766667,1155,"pollen",8178,142,NA,NA,NA,NA,NA,NA,NA,NA
1121,"Ivanovskoye Peat Bog",56.816667,38.766667,1155,"pollen",8178,142,NA,NA,NA,NA,NA,NA,NA,NA
1398,"Kalsa Mire",58.19142,27.41146,1434,"pollen",18449,-54,NA,16215,"Book Chapter",1999,"Kimmel, K., R. Pirrus, and A. Raukas. 1999. Holocene deposits. Pages 42-52 in A. Miidel and A. Raukas, editors. Lake Peipsi: Geology. Sulemees Publishers, Tallinn.",NA,NA,NA
1399,"Kameničky",49.72651,15.970885000000001,1435,"pollen",13187,48,NA,15610,"Book Chapter",1979,"Rybníčková, E., and K. Rybníček. 1979. Synngenesis of Polygalo-Nardetum strictae PREISING 1950 corr. OBERDORFER 1957 at Kameničky. Pages 23-31 in M. Rychnovská, editor. Progress Report on MAB Project No 91: Function of Grasslands in Spring Region - Kameničky Project. Brno.",NA,NA,NA
1399,"Kameničky",49.72651,15.970885000000001,1435,"pollen",13187,48,NA,15609,"Journal Article",1988,"Rybníčková, E., and K. Rybníček. 1988. Rybnícková, E., and K. Rybnícek. 1988. Holocene palaeovegetation and palaeoenvironment of the Kameničská kotlina Basin (Czechoslovakia). Folia Geobotanica & Phytotaxonomica 23:285-301.",NA,NA,NA
1401,"Kansjön",57.64055,14.53458,1438,"pollen",16015,175,NA,NA,NA,NA,NA,NA,NA,NA
1401,"Kansjön",57.64055,14.53458,1438,"pollen",16015,175,NA,NA,NA,NA,NA,NA,NA,NA
1402,"Karasye Lake",53.03,70.22,1439,"pollen",6384,-41,NA,316,"Authored Report",1994,"Tarasov, P.E., S.P. Harrison, L. Saarse, M.Y. Pushenko, A.A. Andreev, Z.V. Aleshinskaya, N.N. Davydova, N.I. Dorofeyuk, Y.V. Efremov, V.I. Khomutova, D.V. Sevastyanov, J. Tamosaitis, O.N. Uspenskaya, O.F. Yakushko, and I.V. Tarasova. 1994. Lake status records from the former Soviet Union and Mongolia: data base documentation. Paleoclimatology Publications Series 2, World Data Center-A for Paleoclimatology, NOAA Paleoclimatology Program, Boulder, Colorado, USA. Notes: https://books.google.no/books?id=SXeZJsjZ4dwC&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q=melekhovo&f=false",NA,NA,NA
1402,"Karasye Lake",53.03,70.22,1439,"pollen",6384,-41,NA,16175,"Journal Article",1997,"Kremenetski, C.V., P.E. Tarasov, and A.E. Cherkinsky. 1997. Postglacial Development of Kazakhstan Pine Forests. Géographie physique et Quaternaire 51(3):391-404. [DOI: 10.7202/033138ar]",NA,NA,NA
1402,"Karasye Lake",53.03,70.22,1439,"pollen",6384,-41,NA,360,"Journal Article",1995,"Tarasov, P.E., and C.V. Kremenetski. 1995. Geochronology and stratigraphy of the Holocene lacustrine-bog deposits in northern and central Kazakhstan. Stratigraphy and Geological Correlation 3(1):73-80.",NA,NA,NA
1403,"Kardashinski Swamp",46.516667,32.616667,1440,"pollen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1403,"Kardashinski Swamp",46.516667,32.616667,1440,"pollen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1403,"Kardashinski Swamp",46.516667,32.616667,45319,"pollen",9206,291,NA,10497,"Journal Article",1995,"Kremenetski, C.V. 1995. Holocene vegetation and climate history of southwestern Ukraine. Review of Palaeobotany and Palynology 85:289-301.",NA,NA,NA
1403,"Kardashinski Swamp",46.516667,32.616667,45320,"pollen",9206,291,NA,10497,"Journal Article",1995,"Kremenetski, C.V. 1995. Holocene vegetation and climate history of southwestern Ukraine. Review of Palaeobotany and Palynology 85:289-301.",NA,NA,NA
1477,"Khocho",71.05,136.233333,1514,"pollen",NA,NA,NA,364,"Book Chapter",1994,"Velichko, A.A., A.A. Andreev, and V.A. Klimanov. 1994. Paleoenvironmental changes in tundra and forest zones of the former USSR during late Pleistocene and Holocene. Pages 4-60 in A.A. Velichko and  others, editors. Environmental changes during the last 15000 years in northern Eurasia (in Russian). Moscow, Russia.",NA,NA,NA
1479,"Khomustakh Lake",63.82,121.62,1516,"pollen",10482,385,NA,318,"Authored Book",1978,"Alekseev, M.N. 1978. Antropogen Vostochnoi Azii [Anthropogen of eastern Asia]. Nauka, Moscow, Russia.",NA,NA,NA
1479,"Khomustakh Lake",63.82,121.62,1516,"pollen",10482,385,NA,316,"Authored Report",1994,"Tarasov, P.E., S.P. Harrison, L. Saarse, M.Y. Pushenko, A.A. Andreev, Z.V. Aleshinskaya, N.N. Davydova, N.I. Dorofeyuk, Y.V. Efremov, V.I. Khomutova, D.V. Sevastyanov, J. Tamosaitis, O.N. Uspenskaya, O.F. Yakushko, and I.V. Tarasova. 1994. Lake status records from the former Soviet Union and Mongolia: data base documentation. Paleoclimatology Publications Series 2, World Data Center-A for Paleoclimatology, NOAA Paleoclimatology Program, Boulder, Colorado, USA. Notes: https://books.google.no/books?id=SXeZJsjZ4dwC&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q=melekhovo&f=false",NA,NA,NA
1479,"Khomustakh Lake",63.82,121.62,1516,"pollen",10482,385,NA,317,"Book Chapter",1989,"Andreev, A.A., V.A. Klimanov, L.D. Sulerzhitsky, and N.A. Khotinsky. 1989. Chronology of environmental changes in central Yakutia during the Holocene. Pages 115-121 in Paleoklimaty golotsena i pozdnelednikov'ya [Paleoclimates of Holocene and late glacial). Nauka, Moscow, Russia.",NA,NA,NA
1484,"Kirikumae",57.68291,27.25128,1522,"pollen",18187,1158,NA,16214,"Journal Article",1997,"Saarse, L., and R. Rajamäe. 1997. Holocene vegetation and climatic change on the Haanja Heights, SE Estonia. Proceedings of the Estonian Academy of Science, Geology 46:75-92.",NA,NA,NA
1511,"Kotyrkol' Peat Bog",52.96222,70.38044,1549,"pollen",3005,0,NA,362,"Doctoral Dissertation",1992,"Tarasov, P.E. 1992. Holocene palaeogeography of the steppe zone of northern and central Kazakhstan (in Russian). Doctoral dissertation. Moscow State University, Moscow, Russia.",NA,NA,NA
1511,"Kotyrkol' Peat Bog",52.96222,70.38044,1549,"pollen",3005,0,NA,361,"Journal Article",1991,"Tarasov, P.E. 1991. The features of the late Holocene for the Kokchetav Highland (in Russian). Vestnik Moskovskogo Universiteta, Ser. 5, Geography 6:54-60.",NA,NA,NA
1511,"Kotyrkol' Peat Bog",52.96222,70.38044,1549,"pollen",3005,0,NA,360,"Journal Article",1995,"Tarasov, P.E., and C.V. Kremenetski. 1995. Geochronology and stratigraphy of the Holocene lacustrine-bog deposits in northern and central Kazakhstan. Stratigraphy and Geological Correlation 3(1):73-80.",NA,NA,NA
1537,"Lago de Ajo",43.041685,-6.13878,1577,"pollen",24195,0,NA,592,"Journal Article",1996,"Allen, J.R.M., B. Huntley, and W.A. Watts. 1996. The vegetation and climate of northwest Iberia over the last 14,000 years. Journal of Quaternary Science 11(2):125-147.",NA,NA,NA
1537,"Lago de Ajo",43.041685,-6.13878,1577,"pollen",24195,0,NA,591,"Master's Thesis",1984,"McKeever, M.H. 1984. Comparative palynological studies of two lake sites in western Ireland and northwestern Spain. Master's thesis. Trinity College, Dublin, Ireland.",NA,NA,NA
1632,"Lake Madjagara",64.833333,120.966667,1687,"pollen",6098,200,NA,316,"Authored Report",1994,"Tarasov, P.E., S.P. Harrison, L. Saarse, M.Y. Pushenko, A.A. Andreev, Z.V. Aleshinskaya, N.N. Davydova, N.I. Dorofeyuk, Y.V. Efremov, V.I. Khomutova, D.V. Sevastyanov, J. Tamosaitis, O.N. Uspenskaya, O.F. Yakushko, and I.V. Tarasova. 1994. Lake status records from the former Soviet Union and Mongolia: data base documentation. Paleoclimatology Publications Series 2, World Data Center-A for Paleoclimatology, NOAA Paleoclimatology Program, Boulder, Colorado, USA. Notes: https://books.google.no/books?id=SXeZJsjZ4dwC&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q=melekhovo&f=false",NA,NA,NA
1632,"Lake Madjagara",64.833333,120.966667,1687,"pollen",6098,200,NA,363,"Book Chapter",1989,"Andreev, A.A., and V.A. Klimanov. 1989. Vegetation and climate history of central Yakutia during the Holocene and Late Pleistocene (in Russian). Pages 28-51 in B.F. Ivanov and B.F. Palymsky, editors. Formirovanie rel’efa, korelyatnykh otlozheny i rossypei Severo-Vostoka  SSSR [Formation of deposits and placers on northeast of the USSR]. Publishing  House  of  SVKNII, Magadan, Russia.",NA,NA,NA
1704,"Mokhovoye",53.766667,64.25,46523,"pollen",5775,0,NA,316,"Authored Report",1994,"Tarasov, P.E., S.P. Harrison, L. Saarse, M.Y. Pushenko, A.A. Andreev, Z.V. Aleshinskaya, N.N. Davydova, N.I. Dorofeyuk, Y.V. Efremov, V.I. Khomutova, D.V. Sevastyanov, J. Tamosaitis, O.N. Uspenskaya, O.F. Yakushko, and I.V. Tarasova. 1994. Lake status records from the former Soviet Union and Mongolia: data base documentation. Paleoclimatology Publications Series 2, World Data Center-A for Paleoclimatology, NOAA Paleoclimatology Program, Boulder, Colorado, USA. Notes: https://books.google.no/books?id=SXeZJsjZ4dwC&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q=melekhovo&f=false",NA,NA,NA
1704,"Mokhovoye",53.766667,64.25,46523,"pollen",5775,0,NA,315,"Journal Article",1994,"Kremenetski, C.V., P.E. Tarasov, and A.E. Cherkinsky. 1994. Istoriya ostrovnykh borov Kazakhstana v golotsene [Holocene history of the Kazakhstan ""island"" pine forests]. Botanicheskiy Zhurnal 79(3):13-29.",NA,NA,NA
1704,"Mokhovoye",53.766667,64.25,46523,"pollen",5775,0,NA,16175,"Journal Article",1997,"Kremenetski, C.V., P.E. Tarasov, and A.E. Cherkinsky. 1997. Postglacial Development of Kazakhstan Pine Forests. Géographie physique et Quaternaire 51(3):391-404. [DOI: 10.7202/033138ar]",NA,NA,NA
1704,"Mokhovoye",53.766667,64.25,46523,"pollen",5775,0,NA,360,"Journal Article",1995,"Tarasov, P.E., and C.V. Kremenetski. 1995. Geochronology and stratigraphy of the Holocene lacustrine-bog deposits in northern and central Kazakhstan. Stratigraphy and Geological Correlation 3(1):73-80.",NA,NA,NA
1786,"Ozerki",50.416667,80.466667,1845,"pollen",15495,-41,NA,316,"Authored Report",1994,"Tarasov, P.E., S.P. Harrison, L. Saarse, M.Y. Pushenko, A.A. Andreev, Z.V. Aleshinskaya, N.N. Davydova, N.I. Dorofeyuk, Y.V. Efremov, V.I. Khomutova, D.V. Sevastyanov, J. Tamosaitis, O.N. Uspenskaya, O.F. Yakushko, and I.V. Tarasova. 1994. Lake status records from the former Soviet Union and Mongolia: data base documentation. Paleoclimatology Publications Series 2, World Data Center-A for Paleoclimatology, NOAA Paleoclimatology Program, Boulder, Colorado, USA. Notes: https://books.google.no/books?id=SXeZJsjZ4dwC&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q=melekhovo&f=false",NA,NA,NA
1786,"Ozerki",50.416667,80.466667,1845,"pollen",15495,-41,NA,315,"Journal Article",1994,"Kremenetski, C.V., P.E. Tarasov, and A.E. Cherkinsky. 1994. Istoriya ostrovnykh borov Kazakhstana v golotsene [Holocene history of the Kazakhstan ""island"" pine forests]. Botanicheskiy Zhurnal 79(3):13-29.",NA,NA,NA
1786,"Ozerki",50.416667,80.466667,1845,"pollen",15495,-41,NA,16175,"Journal Article",1997,"Kremenetski, C.V., P.E. Tarasov, and A.E. Cherkinsky. 1997. Postglacial Development of Kazakhstan Pine Forests. Géographie physique et Quaternaire 51(3):391-404. [DOI: 10.7202/033138ar]",NA,NA,NA
1786,"Ozerki",50.416667,80.466667,1845,"pollen",15495,-41,NA,360,"Journal Article",1995,"Tarasov, P.E., and C.V. Kremenetski. 1995. Geochronology and stratigraphy of the Holocene lacustrine-bog deposits in northern and central Kazakhstan. Stratigraphy and Geological Correlation 3(1):73-80.",NA,NA,NA
1798,"Pashennoe",49.36771,75.39858,1860,"pollen",11000,0,NA,316,"Authored Report",1994,"Tarasov, P.E., S.P. Harrison, L. Saarse, M.Y. Pushenko, A.A. Andreev, Z.V. Aleshinskaya, N.N. Davydova, N.I. Dorofeyuk, Y.V. Efremov, V.I. Khomutova, D.V. Sevastyanov, J. Tamosaitis, O.N. Uspenskaya, O.F. Yakushko, and I.V. Tarasova. 1994. Lake status records from the former Soviet Union and Mongolia: data base documentation. Paleoclimatology Publications Series 2, World Data Center-A for Paleoclimatology, NOAA Paleoclimatology Program, Boulder, Colorado, USA. Notes: https://books.google.no/books?id=SXeZJsjZ4dwC&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q=melekhovo&f=false",NA,NA,NA
1798,"Pashennoe",49.36771,75.39858,1860,"pollen",11000,0,NA,315,"Journal Article",1994,"Kremenetski, C.V., P.E. Tarasov, and A.E. Cherkinsky. 1994. Istoriya ostrovnykh borov Kazakhstana v golotsene [Holocene history of the Kazakhstan ""island"" pine forests]. Botanicheskiy Zhurnal 79(3):13-29.",NA,NA,NA
1798,"Pashennoe",49.36771,75.39858,1860,"pollen",11000,0,NA,360,"Journal Article",1995,"Tarasov, P.E., and C.V. Kremenetski. 1995. Geochronology and stratigraphy of the Holocene lacustrine-bog deposits in northern and central Kazakhstan. Stratigraphy and Geological Correlation 3(1):73-80.",NA,NA,NA
