entity_name,latitude,longitude,elevation,site_type,entity_type,basin_size,age_BP,publication,source,Alnus,Amaranthaceae,Artemisia,Aster,Betula,Calluna,Cannabaceae,Caryophyllaceae,Cichoroideae,Corylus,Cyperaceae,Empetrum type,Fraxinus,Linum usitatissimum,Picea,Pinus,Plantaginaceae,Plantago lanceolata,Poaceae,Polypodiaceae,Quercus,Ranunculaceae,Rumex acetosa/Rumex acetosella type,Salix,Taraxacum,Tilia,Ulmus
petresiunai_121,55.85,25.7028,107,lake,core top,0.02,20,"Stančikaitė, M., Simniškytė, A., Skuratovič, Gedminienė, L., Kazakauskas, V., Uogintas, D., 2019. Reconstruction of the mid-to Late- Holocene history of vegetation and land-use in Petrešiūnai, north-east Lithuania: implications from palaeobotanical and archaeological data. Quaternary International 516, 5–20. doi:10.1016/j.quaint.2018.09.029","Stančikaitė et al., 2019",52,3,8,10,181,1,4,4,1,5,50,1,1,1,144,413,1,2,28,71,6,1,3,4,1,2,6
