entity_name,latitude,longitude,elevation,site_type,entity_type,basin_size,age_BP,publication,source,Acer,Achillea type,Alnus,Amaranthaceae,Anemone type,Anthemis type,Apiaceae,Artemisia,Asteraceae,Betula,Botrychium,Brassicaceae,Calluna,Cannabaceae,Caryophyllaceae,Centaurea cyanus,Cichorioideae,Corylus,Cyperaceae,Dianthus type,Ephedra fragilis,Ericales,Filipendula,Gentianaceae,Geranium,Helianthemum,Juniperus,Picea,Pinus,Plantaginaceae,Plantago lanceolata,Plantago media/Plantago major,Poaceae,Polygonaceae,Polygonum persicaria,Polypodiaceae,Populus,Potentilla type,Primulaceae,Pteridium,Quercus,Ranunculaceae,Rhamnus,Rosaceae,Rubiaceae,Rumex acetosa/Rumex acetosella,Salix,Serratula type,Taraxacum,Thalictrum,Tilia,Tragopogon pratensis,Ulmus,Urtica,Viburnum
juodonys,55.74,25.44,20,bog,core top,small (0.01-1 km2),modern,"Stančikaitė, M., Kisielienė, D., Strimaitienė, A., 2004. Vegetation response to the climatic and human impact changes during the Late Glacial and Holocene: case study of the marginal area of Baltija Upland, NE Lithuania. Baltica 17, 17–33.
Stančikaitė, M., Kisielienė, D., Moe, D., Vaikutienė, G., 2009. Lateglacial and early Holocene environmental changes in northeastern Lithuania. Quaternary International 207, 80–92. doi:10.1016/j.quaint.2008.10.009","Stančikaitė et al., 2004 and 2009",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,1,38,466,0,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
