ID_EMPDv2,source,site_name,entity_name,latitude,longitude,elevation,basin_size,site_type,entity_type,age_BP,ID_BIOME,publication,DOI,Abies,Acer,Acer turkestanica,Achillea type,Aconitum,Aesculus,Aethusa cynapium type,Alchemilla type,Allium type,Alnus alnobetula,Alnus glutinosa type,Amaranthaceae,Ambrosia type,Amorpha fruticosa,Anemone hortensis,Anemone nemorosa type,Anthemis type,Anthericum,Anthericum type,Anthriscus sylvestris type,Apiaceae,Apium inundatum type,Apium type,Arbutus type,Arceuthobium,Artemisia,Aruncus type,Asplenium type,Asteroideae,Astragalus type,Athyrium filix-femina,Berula erecta,Betula,Bidens type,Bistorta type,Boraginaceae,Botrychium,Brassicaceae,Bupleurum type,Buxus,Calluna vulgaris,Campanula,Campanulaceae,Carduus type,Carlina,Carpinus,Caryophyllaceae,Castanea sativa,Cedrus,Celtis,Centaurea montana type,Centaurea nigra type,Centaurea solstitialis,Centaurium,Cerastium cerastioides type,Cerastium fontanum type,Chaerophyllum hirsutum type,Chamaerops humilis,Cichorioideae,Cirsium,Cirsium type,Cistus crispus type,Cistus salviifolius,Citrus,Clematis type,Conium type,Convolvulus,Cornus mas,Cornus sanguinea,Corylus avellana,Cousinia type,Crassula,Cryptogramma crispa,Cryptomeria type,Cuscuta,Cyperaceae,Cystopteris fragilis,Daucus type,Dianthus type,Dipsacaceae,Dryopteris filix-mas type,Echium,Elaeagnus,Elaeagnus type,Empetrum type,Ephedra distachya type,Ephedra fragilis type,Epilobium,Eremurus,Erica arborea type,Ericaceae,Eryngium,Eryngium type,Eucalyptus,Euphorbia,Fabaceae,Fagus,Fagus sylvatica,Falcaria type,Falcaria vulgaris type,Fallopia convolvulus type,Filipendula,Frangula alnus,Fraxinus excelsior,Fraxinus ornus,Fraxinus sogdiana,Galeopsis type,Gentiana,Gentiana pneumonanthe type,Geranium,Geranium type,Gnaphalium type,Gypsophila repens type,Hedera type,Helianthemum,Helianthemum type,Helleborus viridis,Heracleum type,Hippophae rhamnoides,Hornungia/Sinapis type,Huperzia selago,Hyoscyamus type,Hypericaceae,Hypericum perforatum type,Impatiens type,Juglans,Juglans regia,Juncaceae,Juniperus,Juniperus type,Kalmia procumbens type,Lamiaceae,Larix,Lathyrus type,Ligusticum type,Ligustrum,Liliaceae,Lilium martagon type,Linum austriacum type,Linum type,Liquidambar,Lonicera type,Lotus type,Lythrum,Lythrum salicaria,Matricaria type,Melampyrum,Mentha type,Mercurialis,Mercurialis annua,Minuartia rubra type,Morus alba,Morus alba type,Olea,Onobrychis,Onobrychis type,Ononis type,Ornithopus,Ostrya type,Papaver rhoeas type,Paronychia type,Pedicularis type,Peucedanum type,Phillyrea,Phyteuma,Picea,Picea schrenkiana,Pimpinella major type,Pinus,Pinus (Diploxylon),Pinus (Haploxylon),Pinus cembra,Pinus sylvestris type,Pistacia,Plantago,Plantago alpina type,Plantago coronopus,Plantago coronopus type,Plantago lanceolata type,Plantago maritima type,Plantago media/Plantago major,Plantago media/Plantago major type,Plantago tenuiflora type,Platanus,Plumbaginaceae,Poaceae,Polemonium type,Polygonaceae,Polygonum aviculare,Polygonum aviculare type,Polygonum viviparum,Polypodiales,Polypodium vulgare type,Populus,Potentilla type,Primula farinosa,Primula veris type,Prunus type,Pteridium aquilinum,Pulmonaria type,Pulsatilla,Quercus cerris type,Quercus ilex type,Quercus pubescens type,Quercus robur/Quercus pubescens type,Ranunculaceae,Ranunculus acris type,Ranunculus arvensis type,Ranunculus reniformis type,Reseda type,Rhamnus cathartica,Rhamnus type,Rhinanthus type,Rhus type,Robinia pseudoacacia,Roemeria type,Rosa type,Rosaceae,Rubiaceae,Rumex acetosa type,Rumex acetosella,Rumex acetosella type,Rumex obtusifolius type,Ruta type,Sagina,Salix,Salsola kali type,Sambucus,Sanguisorba minor ssp minor,Sanguisorba minor type,Sanguisorba officinalis,Saussurea type,Saxifraga oppositifolia type,Saxifraga tridactylites type,Scabiosa type,Scrophulariaceae,Sedum,Senecio type,Silene dioica type,Silene vulgaris type,Sium type,Smyrnium type,Solanum dulcamara,Solanum nigrum type,Soldanella,Sorbus type,Sorbus/Rubus type,Symphytum,Tamarix,Taxus,Teucrium type,Thalictrum,Thalictrum type,Thesium humifusum,Tilia,Trachycarpus fortunei,Trifolium pratense type,Trifolium repens type,Trifolium type,Trinia glauca type,Trollius,Tsuga,Ulex type,Ulmus,Urtica dioica type,Urtica membranacea type,Urtica pilulifera,Urtica urens,Vaccinium type,Valeriana dioica type,Valeriana officinalis type,Veronica type,Viburnum lantana,Vicia type,Viscum,Xanthium type
4255,EMPD2,Lusia III,Finsinger_a72,46.3495824820906,11.7401853557203,2381,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,1,,,,,,,,,29,6,2,,,,,,,,,,,,,,3,,,1,,,,5,,,,,,,,,4,,,,,1,3,,,,,,,,,,,12,,,,,,,,,,,10,,,3,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,,,46,,,,,,8,53,,,,,,,,,,,,,96,,,,,,,15,,,,,,,,,2,2,,4,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4256,EMPD2,Cece,Finsinger_a73,46.2808038617962,11.6697832212583,1881,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,1,,,,,,,,,156,1,1,,,,,,,,,,,,,,1,,,3,,,,4,,,,,4,,,1,,,,,,,7,,,,,,,,,1,,1,,,,,,,,,,,8,,,1,,,,,,,,,,,,,,,,,,,,,1,,,9,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,49,,,,,,3,45,,,,,,,,,,,,,20,,,,,,,138,,1,,,,,,,,,,11,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
4257,EMPD2,Lungo,Finsinger_a74,46.430222421849,10.6843410106956,2550,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,2,,1,,,,,,71,10,,,,,,,,,,,,,,,12,,,,,,,10,,,,,1,,,,,,,,,1,6,,,,,,,,,,,8,1,,,,,,,,,,12,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,1,,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,19,85,,,,,,6,,,,,,,131,,,,,,,22,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
4258,EMPD2,Lavarone,Finsinger_a75,45.9364500786046,11.2530876275276,1114,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,4,,,,,,,,,2,9,1,1,,,,,,,,,,,,,2,,,,,,,5,,,,,,,,,,,,,1,,6,,,,,,,,,1,,,,,,,,,,,,,20,,,1,,,,,,,,,1,,,,,,,,,,,,,,,27,,,,,1,,2,11,,,,,,,,,1,,,,,,,,,,,,1,,,9,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,76,,,,,,,27,,,,,,1,31,,,,,,5,,,,,,,57,,,,,,,2,1,,,,,,,,2,2,,19,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,9,,,,,,
4259,EMPD2,Caldonazzo,Finsinger_a76,46.018738840962,11.2436779723893,449,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,2,,,,,,,,,3,34,2,1,,,,,,,,,,,,,5,,,,,,,22,,,,,,,,,,,,,2,,23,2,,,,,,,,,,2,1,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,3,8,,,,,,,,,1,,,,,,,,,,,,4,,,11,,,,8,,,,,,,,,,,,,,,,,,,,,1,,,,,37,,,,,,,16,,,,,,,30,,,,,,5,,,,,2,,44,,,1,,,,,3,,,,,,,,3,,,21,,,,,,,,,,1,,,,,1,,1,,,4,8,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,10,,,,,,
4260,EMPD2,Lago Santo (Cembra),Finsinger_a77,46.1960023650838,11.2085683310118,1194,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,26,,,,,,,,,2,14,1,,,,,,,,,,,,,,2,,,,,,,27,,,,,,,,1,,,,,,,5,,,,,,,,,1,,,,,,,,,,,,,10,,,,,,,,,,,,1,,,1,,,,,,,,,,,,36,,,,,,,1,8,,,,,,,,,,,,,,,,,,,,,2,,,7,,,,3,,,,,,,,,,,,,,,,,,,,,2,,,,,44,,,,,,,27,,,,,,13,65,,,,,,3,,,,,,,24,,,,,,,3,,,,,,,,,,2,,24,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,5,,,,,,
4261,EMPD2,Lago di Lases,Finsinger_a78,46.139707476308,11.2214509708585,632,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,4,2,,,,1,,,,3,10,2,,,,,,,,,,,,,,5,,,1,,,,7,,,,,1,,,,,,,,1,,51,2,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,3,,1,18,,,,1,,,,,,,,,,,,,,,,,3,,,10,,,,8,,,,,,,,,,,,,,,,,,,,,1,,,,,99,,,,,,,22,,,,,,17,69,,,1,,,3,,1,,,2,,38,,,,,,,1,7,,,,1,,,,,1,,18,,,,,,,,1,,,,,,,,,1,,,,10,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,7,,,,,,
4262,EMPD2,Lago Colbricon superiore,Finsinger_a79,46.2816374160179,11.7653598868013,1926,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,4,1,,3,,,,,,130,1,2,,,,,,,,,1,,,,,5,,,2,,,,6,,,,,,,,,,,,,1,,3,,,,,,,,,,,2,,,,,,,,,,,6,,,,,,,,,,,,,,,1,,,,,,,,,,,,5,,,,,2,,2,1,,,,,,,,,1,,,,,,,,,,,,1,,,5,,1,,3,,,,,,,,,,,,,,,,,,,,,2,,,,,12,,,,,,,45,,,,,,18,15,,,,,,1,,1,,,,,45,,,,,,,174,,,,,,,,,1,,,8,,,,,,,,,,,,,,,2,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,7,7,,,,,,
4263,EMPD2,Lago Colbricon inferiore,Finsinger_a80,46.2837716116513,11.7656114485156,1909,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,2,,,,,,,,,67,5,,,,,1,,,,,,,,,,1,,,1,,,,3,,,,1,,,,1,,,,,,,6,,,,,,,,,1,,4,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,1,,,10,,1,,10,,,,,,,,,,,,,,,,,,,,,1,,,,,35,,,,,,,68,,,,,,12,91,,,,,,4,,,,,,,47,,,,,,,33,,,,,,,,,1,1,,6,,,,,,,,,,,,,,,,,,,,3,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,2,9,,,,,,
4264,EMPD2,Lago Fedaia,Finsinger_a81,46.454808232715,11.8843633207301,2028,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,2,,,,1,,,,,111,1,,,,,2,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,1,3,,,,,,,,,,,5,,,,,,,,,,,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,4,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,71,,,,,,19,59,,,,,,,,,,,,,74,,,,,,,9,,,,,,,,,,1,,3,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,
4265,EMPD2,Lago di Cei,Finsinger_a82,45.9508096891787,11.0196839869394,918,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,,,,1,,,,,3,8,6,,,,1,,,,,,,,,,4,,,,,,,10,,,,,1,,,1,,,,,2,,6,1,,,,,,,,,,2,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,1,,1,15,,,,,,,,,,,,,,,,,,,,,2,,,9,,,,3,,,,,,,,,,,,,,,,,,,,,2,,1,,,70,,,,,,,49,,,,,,5,55,,,,,,3,,,,,2,,35,,,,,,,3,,,,,1,,,,,5,,12,,,,,,,,,,,,,,,1,,,,,3,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,1,8,,,,,,
4266,EMPD2,Lagolo,Finsinger_a83,46.0405934786338,11.00590068558,929,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,6,1,,,,,,,,3,7,1,1,,,,,,,,,,,,,6,,,,,,,12,,,,,,,,,,,,,2,,5,,,,,,,,,1,,3,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,9,,,,,,,,,1,,,,,,,,,,,,,,,18,,,,4,,,,,,,,,,,,,,,,,,,,,1,,,,,44,,,,,,,15,,,,,,15,56,,,,,,5,,,,,,,61,,,,,,,7,4,,,,,,,,4,,,15,,,,,,,,2,,,,,,,,,,,,5,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,8,,,,,,
4267,EMPD2,Lago Lamar,Finsinger_a84,46.1305956294986,11.0635784817612,714,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,2,4,,1,,,,,,1,8,2,1,,,,,,,,,,,,,3,,,1,,,,4,,,,,1,,,,,,,,1,,17,,,,1,,,,,1,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,1,,3,,8,23,,,,,,,,,4,1,,,,,,,,,,,1,,,14,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,84,,,,,,,7,,,,,,8,32,,,,,,4,,1,,,3,,33,,,,,,,,1,,1,,,,,,,4,,9,,,,,,,,,,,,,,,1,,,,,3,4,,3,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,12,,,,,,
4268,EMPD2,Lago Santo Terlago,Finsinger_a85,46.1247611036377,11.0588159079051,713,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,2,,,,,,,,,3,5,2,1,,,,,,1,,,,,,,2,,,,,,,8,,,,,,,,,,,,,1,,6,1,,,1,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,1,,1,13,,,,,,,,,,1,,,,,,,,,,,,,,13,,1,,5,,,,,,,,,,,,,,2,,,,,,,,,,,,85,,,,,,,22,,,,,,6,68,,,,,,3,,1,,,2,,41,,,,,,,1,1,,,,1,,,,1,2,,12,,,,,,,2,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,12,,,,,,
4269,EMPD2,Lago Cornisello superiore,Finsinger_a86,46.2214900714558,10.7262480644848,2112,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,5,1,,,,,,,,123,,,,,,1,,,,,,,,,,3,,,3,,,,10,,,,,,1,,,3,,,,,,12,,,,,,,,,,,5,2,,,,,,,,,,15,,,2,,,,1,,,,,,,,3,,,,,,,,,,,,12,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,5,,,,,,,,,,,,,,,,,,,,,1,,,,,16,,,,,,,73,,,,,,6,54,,,,,,,,,,,,,55,,,,,,2,64,,,,,,,,,,1,,7,,,,,,,,,,,,,,,1,,,,,2,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,2,,,,,,,,,1,,,2,,1,3,,,,,,
4270,EMPD2,Lago Cornisello inferiore,Finsinger_a87,46.2208352188486,10.733834939372,2083,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,6,,,,,,,,,172,5,4,,,,,,,,,,,,,,7,,,6,,,,1,,,,,,1,,,2,,,,,1,3,,,,,,,,,,,3,1,,,,,,,,,,9,,,1,,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,3,1,,,,1,,,,,,2,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,36,,,,,,,104,,,,,,2,,,,,,,52,,,,,,,45,,,,,,,,,,,,2,,,,,,,,1,,,,,,1,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,2,,,,,,,
4271,EMPD2,Lago di Valdurna,Finsinger_a88,46.7427261873703,11.4454433557741,1542,,,sediment,-55,15,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,,,,,,,,,64,3,,,,,,,,,,,,,,,3,,,2,,,,6,,,,,,,,12,2,,,,,,4,1,,,,,,,,1,,7,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,5,,,,,,,,,,,,,,,,,,,,,2,,,,,6,,,,1,,,41,,,,,,25,63,,,,,,,,,,,1,,79,,,,,,,60,2,,2,,,,,,2,1,,8,,,,,,,,3,,,,,,,,,2,,,6,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,2,,2,4,,,,,,
4272,EMPD2,Lago Monticolo Grande,Finsinger_a89,46.4246378948167,11.2907369275901,489,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,2,,,,,,,,,2,9,1,1,,,,,,,,,,,,,1,,,,,,,16,,,,,,,,,,,,,1,,85,1,,,,,,,,,,2,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,3,9,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,1,,,17,,,,,,25,95,,,,,,4,,4,,,,,18,,,,,,,2,,,,,,,,,2,,,27,,,,,,,,,,1,,,,,,,,,,3,9,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,3,,,,,,
4273,EMPD2,Lago di Caldaro,Finsinger_a90,46.3789330047186,11.263856077708,214,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,1,,,,,,,,,2,3,,3,,,,,,,,,,,,,4,,,,,,,13,,,,,,,,,,,,,1,,9,1,,,,,,,,,,1,,,,,,,,,,,12,,,,,,,,,,,4,,,,,,,,,,,,,,,,7,,,,,2,,1,3,,,,,,,,,,,,,,,,,,,,,1,,,8,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,27,,,,,,8,86,,,,,,3,,1,,,,,69,,,,,,,,,,,,,,,,1,1,,24,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,3,,,,,,5,,,,,,
4274,EMPD2,Lago Madrano,Finsinger_a91,46.0856804189885,11.2189155087252,548,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,,,3,,,,,,,27,1,1,,,1,,,,,,,,,,9,,,3,,,,6,,,,,3,,,,,,,,1,,125,,,,,,,,,,,4,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,7,,1,11,,,,,,,,,4,,,,,,,,,,,,1,,,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,1,,,,,,4,11,,,,,,2,,1,,,4,,24,,,1,,,,5,,,2,,9,,,,2,,,9,,,,,,,,2,,14,,,,,,,,,,7,9,,2,,,,,,,,,,1,,1,,,,1,,4,,,,,,,,,1,,,,,,,,,2,,,,,,4,,,,1,,
4275,EMPD2,Lago di Santa Colomba,Finsinger_a92,46.124438445551,11.180893231332,922,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,1,,,1,,,,,,9,12,,2,,,,,,,,,,,,,3,,,,,,,6,,,,,,,,,,,,,,,8,,,,,,,1,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,1,12,,,,,,,,,1,,,,,,,,,,,,,,,9,,,,9,,,,,,,,,,,,,,,,,,,,,2,,,,,43,,,,,,,13,,,,,,23,130,,,,,,3,,1,,,,,32,,,,,,,,1,,,,1,,,,,3,,4,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,5,,,1,,,
8672,EMPD2,Kichikol lake; Juniperus forest transect according to canopy cover,Tinner_a1,39.9833333333333,73.55,2554,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,,,,,,,,,,58,,,,,,,,,,,,,,256,2,,,,,,1,,,1,,,,,,,,,,,3,,,,,,,,,,,,17,,1,,,,,,,,,,2,,,,,33,,,,,,,,,,5,1,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,6,2,,,2,,,,,,,175,,1,,1,2,,,,,,,,,,,1,,4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,48,,,,19,,,,1,,,,2,,,,,,,,1,4,,,,,,1,,,,,,,,,,4,1,,,,,,,,,,,,1,,3,,,1,,,,,,2,,,,1,1,5,,,,,,2,,,,,,,,,,,,,,,,,
8673,EMPD2,Kichikol lake; Juniperus forest transect according to canopy cover,Tinner_a2,39.9833333333333,73.55,2554,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,,,,,,,,,,37,,,,,,,,,,,,,,308,2,,,,,,1,,,,,,,,,,,4,,,,,,,1,1,,,,,,,4,,2,,,,,,,,,,,,,,,24,,,,1,,,,1,,1,2,,2,,,,,,6,4,,,,,,,,,,,,2,1,,1,,,,,,,,1,2,,,2,,,,,,,166,,2,,,,,,,,,,,,,,1,,5,,,,,,,,,,,,,,1,,,,,1,,,,,,,2,,,,,2,,,,,,,99,,1,,,,,,,,,,,,,,,,,,2,4,,,,,,1,,,,,,,,,,,1,,,2,,,,,,,,,5,,,,,,,,,,,2,,,,,,5,,,,,,5,,,,,,,,,,,,,,,,,
8674,EMPD2,Kichikol lake; Juniperus forest transect according to canopy cover,Tinner_a3,39.9833333333333,73.55,2554,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,,,,,,,,,,32,,,,,,,,,,,,,,226,1,,,,,,,,,1,,,13,,,,,3,,,2,,,,,,,,,,,,4,,1,,,,,,,,,,,,,,,47,,2,,,,,,,,5,,,1,,,,,,1,,,,,,,,,,,,4,,1,,1,,,,,,,,5,3,,,,,,,,,,255,,9,,,1,,1,,,,,,,,,1,,9,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,5,,,,,,,68,,,,,,,,,,,,1,,,,,,,,,4,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,19,,,,,,,,,,,1,6,,,,,,7,,,,,,,,,,,,,,,,,
8675,EMPD2,Kichikol lake; Juniperus forest transect according to canopy cover,Tinner_a4,39.9833333333333,73.55,2554,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,,,,,,,,,,21,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,1,,,,,,,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,2,,,1,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
