ID_EMPDv2,source,site_name,entity_name,latitude,longitude,elevation,basin_size,site_type,entity_type,age_BP,ID_BIOME,publication,DOI,Abies,Acer,Acer turkestanica,Achillea type,Aconitum,Aesculus,Aethusa cynapium type,Alchemilla type,Allium type,Alnus alnobetula,Alnus glutinosa type,Amaranthaceae,Ambrosia type,Amorpha fruticosa,Anemone hortensis,Anemone nemorosa type,Anthemis type,Anthericum,Anthericum type,Anthriscus sylvestris type,Apiaceae,Apium inundatum type,Apium type,Arbutus type,Arceuthobium,Artemisia,Aruncus type,Asplenium type,Asteroideae,Astragalus type,Athyrium filix-femina,Berula erecta,Betula,Bidens type,Bistorta type,Boraginaceae,Botrychium,Brassicaceae,Bupleurum type,Buxus,Calluna vulgaris,Campanula,Campanulaceae,Carduus type,Carlina,Carpinus,Caryophyllaceae,Castanea sativa,Cedrus,Celtis,Centaurea montana type,Centaurea nigra type,Centaurea solstitialis,Centaurium,Cerastium cerastioides type,Cerastium fontanum type,Chaerophyllum hirsutum type,Chamaerops humilis,Cichorioideae,Cirsium,Cirsium type,Cistus crispus type,Cistus salviifolius,Citrus,Clematis type,Conium type,Convolvulus,Cornus mas,Cornus sanguinea,Corylus avellana,Cousinia type,Crassula,Cryptogramma crispa,Cryptomeria type,Cuscuta,Cyperaceae,Cystopteris fragilis,Daucus type,Dianthus type,Dipsacaceae,Dryopteris filix-mas type,Echium,Elaeagnus,Elaeagnus type,Empetrum type,Ephedra distachya type,Ephedra fragilis type,Epilobium,Eremurus,Erica arborea type,Ericaceae,Eryngium,Eryngium type,Eucalyptus,Euphorbia,Fabaceae,Fagus,Fagus sylvatica,Falcaria type,Falcaria vulgaris type,Fallopia convolvulus type,Filipendula,Frangula alnus,Fraxinus excelsior,Fraxinus ornus,Fraxinus sogdiana,Galeopsis type,Gentiana,Gentiana pneumonanthe type,Geranium,Geranium type,Gnaphalium type,Gypsophila repens type,Hedera type,Helianthemum,Helianthemum type,Helleborus viridis,Heracleum type,Hippophae rhamnoides,Hornungia/Sinapis type,Huperzia selago,Hyoscyamus type,Hypericaceae,Hypericum perforatum type,Impatiens type,Juglans,Juglans regia,Juncaceae,Juniperus,Juniperus type,Kalmia procumbens type,Lamiaceae,Larix,Lathyrus type,Ligusticum type,Ligustrum,Liliaceae,Lilium martagon type,Linum austriacum type,Linum type,Liquidambar,Lonicera type,Lotus type,Lythrum,Lythrum salicaria,Matricaria type,Melampyrum,Mentha type,Mercurialis,Mercurialis annua,Minuartia rubra type,Morus alba,Morus alba type,Olea,Onobrychis,Onobrychis type,Ononis type,Ornithopus,Ostrya type,Papaver rhoeas type,Paronychia type,Pedicularis type,Peucedanum type,Phillyrea,Phyteuma,Picea,Picea schrenkiana,Pimpinella major type,Pinus,Pinus (Diploxylon),Pinus (Haploxylon),Pinus cembra,Pinus sylvestris type,Pistacia,Plantago,Plantago alpina type,Plantago coronopus,Plantago coronopus type,Plantago lanceolata type,Plantago maritima type,Plantago media/Plantago major,Plantago media/Plantago major type,Plantago tenuiflora type,Platanus,Plumbaginaceae,Poaceae,Polemonium type,Polygonaceae,Polygonum aviculare,Polygonum aviculare type,Polygonum viviparum,Polypodiales,Polypodium vulgare type,Populus,Potentilla type,Primula farinosa,Primula veris type,Prunus type,Pteridium aquilinum,Pulmonaria type,Pulsatilla,Quercus cerris type,Quercus ilex type,Quercus pubescens type,Quercus robur/Quercus pubescens type,Ranunculaceae,Ranunculus acris type,Ranunculus arvensis type,Ranunculus reniformis type,Reseda type,Rhamnus cathartica,Rhamnus type,Rhinanthus type,Rhus type,Robinia pseudoacacia,Roemeria type,Rosa type,Rosaceae,Rubiaceae,Rumex acetosa type,Rumex acetosella,Rumex acetosella type,Rumex obtusifolius type,Ruta type,Sagina,Salix,Salsola kali type,Sambucus,Sanguisorba minor ssp minor,Sanguisorba minor type,Sanguisorba officinalis,Saussurea type,Saxifraga oppositifolia type,Saxifraga tridactylites type,Scabiosa type,Scrophulariaceae,Sedum,Senecio type,Silene dioica type,Silene vulgaris type,Sium type,Smyrnium type,Solanum dulcamara,Solanum nigrum type,Soldanella,Sorbus type,Sorbus/Rubus type,Symphytum,Tamarix,Taxus,Teucrium type,Thalictrum,Thalictrum type,Thesium humifusum,Tilia,Trachycarpus fortunei,Trifolium pratense type,Trifolium repens type,Trifolium type,Trinia glauca type,Trollius,Tsuga,Ulex type,Ulmus,Urtica dioica type,Urtica membranacea type,Urtica pilulifera,Urtica urens,Vaccinium type,Valeriana dioica type,Valeriana officinalis type,Veronica type,Viburnum lantana,Vicia type,Viscum,Xanthium type
4204,EMPD2,Lago Gemini inferiore,Finsinger_a21,44.3858083829471,10.0499384277162,1339,,,sediment,-55,13,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,10,,,1,,,,,,1,19,4,,,,,,,,,,,,,,5,,,1,,,,6,,,,,2,,,6,,,,,2,,16,1,,,,,,,,1,,7,,,,,,,,,,,19,,,,,,,,,,,,,1,,,,,,,,,,,,,,127,,,,,1,,3,5,,,,,,,,,,,,,,,,1,,,,,,,,10,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,33,,,,,,,1,,,,,,,52,,,,,,5,,,,,1,,53,,,,,,,59,,,2,,,1,,,9,4,,25,,,,,,,,2,,,,,,,1,,,,,10,5,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,1,1,,,,,,,,,4,,,,,,4,,,,,,
4205,EMPD2,Lago Ghirla,Finsinger_a22,45.9169108370751,8.82307761993759,442,,,sediment,-55,13,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,1,,,,,,,,,2,77,,1,,,1,,,,,,,,,,,,,,,,,34,,,,1,3,,,2,,,,,2,,94,2,,,1,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,1,,,,,,,,,,,,,,11,,,,,7,,34,,,,,,,,,,,,,,,,,,,,1,,1,,,7,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,7,,,,,,6,17,,,,,,4,,,,,2,,41,,,,,,,9,4,,,,,,,,1,4,,31,,,,,,,,,,,,,,,,,,,,1,17,,4,,,,,,,,,1,,3,,,,,,,,,,,2,,,,,,,,,,,,1,,2,,,,,,7,,,,,1,
4206,EMPD2,Lago Giulianello,Finsinger_a23,41.6905622184478,12.8499861351256,208,,,sediment,-55,4,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,1,12,3,,,,,,,1,,,10,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,1,,,,,,,,,,,4,,,,,10,,,,,2,,1,,,,,,,11,3,,,,,5,,,,,,,102,,,1,,,,,,,,,1,,,,57,10,,10,,,,,,,,,,,,,,,2,,1,,,3,24,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,7,,,,,,
4208,EMPD2,Lago Idro,Finsinger_a25,45.7814962735163,10.5117902943771,370,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,1,3,,,,,,,,4,12,4,,,,,,,,,,,,,,5,,,2,,,,5,,,,,,,,,,,,,5,,32,,,,,,,,,,,1,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,,,3,11,,,,,,,,,,,,,,,,,,,,,3,,,11,,,,,,,,,,,,,,1,,,,,,,,,,,10,,,,,49,,,,1,,,17,,,,,,,48,,,1,,,4,,1,,,2,,52,,,,,,,4,,,,,,,,,7,7,,10,,1,,,,,1,2,,,,,,,,,,,,1,4,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,23,,,,,,
4209,EMPD2,L. delle Lame,Finsinger_a26,44.5030015770452,9.40917716081863,1043,,,sediment,-55,13,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,6,,,1,,,,,,,20,,,,,,,,,,,,,,,1,,,1,,,,1,,,,4,,,,3,,,,,,,5,,,,,,,,,1,,4,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,15,2,,,,,,,,,,,,,,,,,,,,,2,,,16,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,22,,,,,,,4,,,,,,,237,,,,,,6,,1,,,,,20,,,,,,,8,,,,,,,,,,7,,10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,
4210,EMPD2,Lago Lauson,Finsinger_a27,45.0463343992846,6.93645208022537,2400,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,1,1,,4,,,,,,11,,4,,,,1,,,,,,,,,,5,,,1,,1,,4,,,,,1,1,,,,,,,,,3,,,,,,,,,1,,15,7,,2,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,1,2,,,,,,,,,,,,,,11,,,,9,,,,,,,,,,1,,,,,,,,,,,1,,,,,3,,,,,,,4,,,,,,10,90,,,6,,,4,,,,,,,88,,,,,,,,,,1,,,,,,,2,,4,,7,,,,,,3,,,,,,,1,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,1,,,,1,,,,,,1,,,,,,
4211,EMPD2,Laguna del Faro (Pantano Grande),Finsinger_a28,38.2686840004918,15.6373603223747,2,,,sediment,-55,4,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,,,4,,,,,2,,10,26,,,,,,,,,,,,,,8,,,2,,,,,,,,,6,,,,,,,,,,6,,,,,,,,,,,,2,,,6,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,8,,,2,,,,,,,,2,,,,2,,,,,2,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,2,,,,,,18,,,,,8,,,,,2,,,,,22,,,,,,,,,64,2,,,,,2,,,,,4,,24,,,,,,,,2,,,,,,,,28,38,,2,,,,,,,,,4,,,,,,,,,,,8,2,,2,,,,,,,,,,,,,,,,,,,,,8,,,,,2,,,,,,,,,,,,,10,18,10,10,,,,,,
4212,EMPD2,Lago Laudemio,Finsinger_a29,40.143162466366,15.8368926136657,1481,,,sediment,-55,4,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,9,,,,,,,,,,61,4,,,,,,,,,,,,,,8,,,13,,,,,,,,,1,1,,,,,,,,,2,,,,,,,,,,,17,,,,,,,,,,,15,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,28,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,4,,,,,1,,,,,,,,,,,,,,4,,,,,,2,,,,,,,100,,,3,,,,32,2,,,,,,,,13,1,,6,,,,,,,,,,,,,,,8,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,1,,2,1,,,,,,
4213,EMPD2,Lago di San Michele,Finsinger_a30,45.4772768196188,7.88835644223549,240,,,sediment,-55,13,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,,,,,,,,,,126,2,,,,,,,,,,,,,,3,,,,,,,20,,,,,,,,,,,,,1,,41,2,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,7,9,,,,,,,,,2,,,,,,,,,,,,3,,,9,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,6,,,,,,,3,,,,,,1,6,,,,,,3,,,,,7,,22,,,,,,,,14,,,,,,,,,2,,78,,,,,,,,,,,,,,,,,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,5,,,,,,
4214,EMPD2,Lago Trearie,Finsinger_a31,37.952065975626,14.8389588117868,1422,,,sediment,-55,4,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,,,1,,,,,,,8,2,,,1,,,,,,,,,,,3,,,24,,,,2,,,,,2,,,,,,,,,2,1,,,,,4,,,,1,,25,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,1,,,,,2,,,,,,,,,8,,,,49,,7,,,,,,,146,,,1,,,,2,,,,,,,,,16,2,,1,,,,,,,,1,,,,,,,4,,,,,3,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,2,,,,,,
4215,EMPD2,Lago di Martignano,Finsinger_a32,42.1132525103624,12.3157366152355,207,,,sediment,-55,4,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,,,3,,,,,,1,16,9,,,,,,,,,,,,1,,4,,,1,,,,,,,,,1,,1,,,,,,,1,4,,,,,,,,,1,,7,,,,,,2,,,,,12,,,,,,,,,,,,,,,,,1,,,,3,,,,1,,1,,,,,2,,2,2,,,,,,,,,,,,,,,,,,,,,2,,,34,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,20,,,,,3,,,,,,,,,26,5,,,,,5,,,,,4,,126,,,1,,,,2,4,,1,,,,,,48,38,,30,,,,,,,1,2,,,,,,,,,,,,7,15,,2,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,1,,,,9,,,,3,,7,,,4,,,
4216,EMPD2,Lago di Meugliano,Finsinger_a33,45.4765905061514,7.78983992619272,717,,,sediment,-55,13,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,1,1,,,,,,,,3,33,4,3,,,,,,,,,,,,,1,,1,,,,,61,,,,,2,,,2,,,,,2,,48,,1,,,,,,,,,2,,,,,,,,,,,42,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,2,,19,3,,,,,1,,,,,,,,,,,,,,,,3,,,20,,,,10,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,,,2,,,,,,9,35,,,,,,3,,1,,,,,61,,,,,,,6,2,,1,,1,,,,1,2,,14,,,,,,,,1,,,,,,,,,1,,,4,5,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,20,,,,,,
4217,EMPD2,Lago di Mezzano,Finsinger_a34,42.6116497736326,11.7697785898308,440,,,sediment,-55,4,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,1,,3,,,,,2,,43,3,,,,,,,,,,,,,,8,,,,,,,1,,,,,1,,,,,,,,2,1,1,,,,,1,,,1,,,1,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,,,,4,2,,,,,,,,,1,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,32,,,,,3,,,,,,,,,10,3,,,,,1,,,,,,,76,,,1,,,,2,1,,,,,,,,44,11,,4,,,,,,,1,2,,,,,,2,,,,,,4,9,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,5,,,,,,
4218,EMPD2,Lago di Moncrivello,Finsinger_a35,45.3398659541722,7.99249395299537,259,,,sediment,-55,13,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,,,,,,1,,,2,8,9,1,,,,,,,,,,,,,3,,2,1,,,,1,,,,,3,,,,,,,,,,64,1,,,,,,,,,,1,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,3,,,,,,,,,3,,,,,,,1,,,,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,8,,,,,,7,,,,,2,,46,,,,,,,,5,,1,,,,,,3,,,12,,,,,,,,1,,5,,,,,,,1,,,12,4,,,,,,,,,,,1,,8,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,11,,,,,,
4219,EMPD2,Lago di Montorfano,Finsinger_a36,45.7828112535765,9.13760904832572,396.6,,,sediment,-55,13,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,1,,,1,,,,,,3,44,4,3,,,,,,,,,,,,,6,,2,,,,,45,,,,1,,,,1,,,,,1,,73,4,,,3,,,,,1,,1,,,,,,,,,,,21,,,,1,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,3,2,,,,,,,,,1,,,,,,,,,,,,3,,,16,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,15,,,,,,,4,,,,,,10,35,,,,,,11,,1,,,3,,111,,,1,,,,3,2,,1,,,,,,1,2,,38,,,,,,,,1,,1,,,1,,1,,,,,17,5,,5,,,,,,,,,5,,,,,,,,,,,,,8,,,,,,,,,,,,,,2,,,,,,13,,,,,,
4220,EMPD2,Lago di Monate,Finsinger_a37,45.7961859302308,8.6629141816482491,266,,,sediment,-55,13,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,1,,,,,,,,,13,82,5,,,,1,,,,,,,,,,7,,5,,,,,43,,,,1,1,,,1,,,,,1,1,49,1,,,,,,,,,,1,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,12,,,14,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,6,,,,1,1,,1,,,,,,16,20,,,,,,8,,4,,,1,,137,,,,,,,9,2,,,,,,,,,3,,76,,,,,,,,2,,2,,,1,,2,,7,,,18,9,,4,,,,,,,,,13,,1,1,,,,,,,,,,1,,,,1,,,,,,1,,,,4,,,,,,14,,,,,,
4221,EMPD2,Lago Grande di Monticchio,Finsinger_a38,40.9313631696719,15.604818410507,650,,,sediment,-55,4,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,1,,,,,,,,,1,114,5,1,,,1,,,,,,,,,,1,,,1,,,,,,,,,1,,1,1,,,,,2,,30,,,,1,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,1,,,14,,,,,2,,,5,,,,,,,,,2,,,,,,,,,,,,1,,,6,,,,,,,,,,,,,,,,,,,,,,1,,,9,,,,,8,,,,,3,,,,,,,,,6,2,,,,,2,,,,,,,42,,,1,,,,,1,,,1,,,,,55,12,,4,,,,,,,,,,,,,,,,,,,,1,45,,1,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,1,,,4,,,,,,
4222,EMPD2,Lago di Nemi,Finsinger_a39,41.712136275001,12.702254747557,318,,,sediment,-55,4,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,1,,,,,,,,,4,7,,,,,,,,,,,,,,2,,,2,,,,1,,,,,2,,,,,,,,2,,39,6,,,,,,,,,,2,,,,,,,,,,,15,,,,,,,,,,,,1,,,,,,,,,,,,2,,,3,,,,,2,,,5,,,,,,,,,1,,,,,,,,,,,,1,,,39,,,,,,,1,,,,,,,,,,,,,1,,,,,14,,1,,,22,,,,,3,,,,,,,,,29,2,,,,,3,,,,,2,,37,,,1,,,,,2,,,,,,,,31,29,,13,,,,,,,,,,,,,,,1,,,,,6,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,,,1,7,,7,1,,,,,
4223,EMPD2,Lago dell Orgials,Finsinger_a40,44.215877678637,7.13751936855062,2243,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,3,,,2,,,,,,5,1,1,,,,5,,,,,,,,,,10,,,1,,,,9,,,,,,,,,,,,,,,3,,,,,,,,,,,3,,,,,,,,,,,7,,,,,,,5,,,,,,,,,,,,,,,,,,,,4,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,46,174,,,8,,,5,,,,,,,53,,,,,,,3,,,,,,,,,,10,,23,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,2,,,,,,2,,,2,1,,
4224,EMPD2,Lago Padule Cerretano,Finsinger_a41,44.2985808132252,10.2167864273587,1187,,,sediment,-55,13,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,,,,,,,,,,44,2,,,,,,,,,,,,,,2,,,,,,,6,,,,1,4,,,2,,,,,,2,8,,,,,,,,,6,,2,2,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,2,,,,,,26,,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,2,,2,,,,,,,36,2,,,,,4,,,,,,,56,,,,,,,80,2,,2,,,,,,26,,,12,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,3,,,,,,
4225,EMPD2,Lago di Paterno,Finsinger_a42,42.3823669350174,13.0138969474105,430,,,sediment,-55,13,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,1,,,,,,,,,,6,,,,,,,,,,,,,,,1,,,,,,,3,,,,,1,,,,,,,,1,,20,1,,,2,,,,,1,,3,,,,,,1,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,3,11,,,,,,,,,3,,,,1,,,,,,,,3,,,35,,,,,,,,,,,,,,1,,,,,,,,,,,14,,,,,42,,,,,6,,,,,,,,,8,3,,,,,2,,1,,,,,33,,,,,,,1,25,,1,,,,,,58,16,,6,,,,,,,,,,,,,,,1,,,,,,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,,,,1,,1,,,,,,
4226,EMPD2,Pantano Cuba,Finsinger_a43,36.707097276035,15.0272852330425,2,,,sediment,-55,20,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,,,6,,,,,,,3,90,6,,,,,,,,,,,,,9,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,6,3,,,,,,,,,,3,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,84,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,9,,,,,,,,,24,3,,,,,9,,,,,,,45,,,,,,,6,,,6,,,,,,3,3,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4227,EMPD2,Lago Sfondato,Finsinger_a44,46.0073560559538,8.0869900912189,2422,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,3,,,3,,,,,,57,10,,,,,,,,,,,,,,,8,,,2,,,,6,,,,,1,,,2,1,,,,,,14,,,,,,,,,,,1,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,4,2,,,,,,,,,,,,,2,,,,,,,,1,,,7,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,17,,,,,,,64,,,,,,4,,1,,,,,62,,,,,,,44,,,,,,1,,,2,1,,5,,1,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,2,,,,,1,4,,,,,,
4228,EMPD2,Lago di Campo,Finsinger_a45,46.1296153700311,8.12961866961645,2293,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,4,,,1,,,,,,47,20,,1,,,,,,,,,,,,,2,,,1,,,,11,,,,,1,,,4,1,,,,,1,10,,,,,,,,,,,5,1,,,,,,,,,,12,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,2,,,3,,,,4,,,,,,,,,,,,,,,,,,,,,4,,,,,1,,,,,,,20,,,,,,1,57,,,1,,,2,,,,,,,79,,,1,,,,24,,,,,,,,,,1,,13,,,,,,,,2,,,,,,,,,,,,2,4,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,
4229,EMPD2,Lago di Pojala,Finsinger_a46,46.3281605620075,8.33391101024051,2305,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,1,,,5,,,,,,23,20,1,,,,,,,,,,,,,,3,,,4,,,,13,,,,,,,,,1,,,,,,18,,,,,,,,,,,12,,,,,,,,,,,16,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,31,,,,,,5,58,,,,,,1,,2,,,,,101,,,,,,,13,,,,,2,,,,,2,,12,,,,,,,,1,,,,,,,1,,,,,4,2,,,,,,,,,,1,,1,,,,,3,,,,,,,,,,,,1,,,,,,,,,1,,,,,,3,,,,,,
