ID_ENTITY_PUB,ID_ENTITY,ID_PUB,citation
557,1388,150,"Ramezani, E., Marvie Mohadjer, M.R., Knapp, H..D., Theuerkauf, M., Manthey, M., and Joosten, H., 2013. Pollen-vegetation relationships in the central Caspian (Hyrcanian) forests of northern Iran. Review of Palaeobotany and Palynology 189: 38-49"
558,1389,150,"Ramezani, E., Marvie Mohadjer, M.R., Knapp, H..D., Theuerkauf, M., Manthey, M., and Joosten, H., 2013. Pollen-vegetation relationships in the central Caspian (Hyrcanian) forests of northern Iran. Review of Palaeobotany and Palynology 189: 38-49"
559,1390,150,"Ramezani, E., Marvie Mohadjer, M.R., Knapp, H..D., Theuerkauf, M., Manthey, M., and Joosten, H., 2013. Pollen-vegetation relationships in the central Caspian (Hyrcanian) forests of northern Iran. Review of Palaeobotany and Palynology 189: 38-49"
560,1391,150,"Ramezani, E., Marvie Mohadjer, M.R., Knapp, H..D., Theuerkauf, M., Manthey, M., and Joosten, H., 2013. Pollen-vegetation relationships in the central Caspian (Hyrcanian) forests of northern Iran. Review of Palaeobotany and Palynology 189: 38-49"
561,1392,150,"Ramezani, E., Marvie Mohadjer, M.R., Knapp, H..D., Theuerkauf, M., Manthey, M., and Joosten, H., 2013. Pollen-vegetation relationships in the central Caspian (Hyrcanian) forests of northern Iran. Review of Palaeobotany and Palynology 189: 38-49"
562,1394,150,"Ramezani, E., Marvie Mohadjer, M.R., Knapp, H..D., Theuerkauf, M., Manthey, M., and Joosten, H., 2013. Pollen-vegetation relationships in the central Caspian (Hyrcanian) forests of northern Iran. Review of Palaeobotany and Palynology 189: 38-49"
563,1395,150,"Ramezani, E., Marvie Mohadjer, M.R., Knapp, H..D., Theuerkauf, M., Manthey, M., and Joosten, H., 2013. Pollen-vegetation relationships in the central Caspian (Hyrcanian) forests of northern Iran. Review of Palaeobotany and Palynology 189: 38-49"
564,1398,150,"Ramezani, E., Marvie Mohadjer, M.R., Knapp, H..D., Theuerkauf, M., Manthey, M., and Joosten, H., 2013. Pollen-vegetation relationships in the central Caspian (Hyrcanian) forests of northern Iran. Review of Palaeobotany and Palynology 189: 38-49"
565,1393,150,"Ramezani, E., Marvie Mohadjer, M.R., Knapp, H..D., Theuerkauf, M., Manthey, M., and Joosten, H., 2013. Pollen-vegetation relationships in the central Caspian (Hyrcanian) forests of northern Iran. Review of Palaeobotany and Palynology 189: 38-49"
566,1387,150,"Ramezani, E., Marvie Mohadjer, M.R., Knapp, H..D., Theuerkauf, M., Manthey, M., and Joosten, H., 2013. Pollen-vegetation relationships in the central Caspian (Hyrcanian) forests of northern Iran. Review of Palaeobotany and Palynology 189: 38-49"
567,1396,150,"Ramezani, E., Marvie Mohadjer, M.R., Knapp, H..D., Theuerkauf, M., Manthey, M., and Joosten, H., 2013. Pollen-vegetation relationships in the central Caspian (Hyrcanian) forests of northern Iran. Review of Palaeobotany and Palynology 189: 38-49"
568,1397,150,"Ramezani, E., Marvie Mohadjer, M.R., Knapp, H..D., Theuerkauf, M., Manthey, M., and Joosten, H., 2013. Pollen-vegetation relationships in the central Caspian (Hyrcanian) forests of northern Iran. Review of Palaeobotany and Palynology 189: 38-49"
569,1712,151,"Roesch, M., and E. Fischer. 2000. A radiocarbon dated Holocene pollen profile from the Banat mountains (Southwestern Carpathians, Romania). Flora 195:277-286"
571,2107,153,"Shopov, V.S., E.D.B. Bozilova, and J.R. Atanassova. 1992. Biostratigraphy and radiocarbon data of upper quaternary sediments from the western part of the Black Sea. Geologica Balcanica, 22(2):59-70."
572,2108,153,"Shopov, V.S., E.D.B. Bozilova, and J.R. Atanassova. 1992. Biostratigraphy and radiocarbon data of upper quaternary sediments from the western part of the Black Sea. Geologica Balcanica, 22(2):59-70."
574,1744,155,Shumilovskikh. unpublished.
575,1745,155,Shumilovskikh. unpublished.
576,1746,155,Shumilovskikh. unpublished.
577,1747,155,Shumilovskikh. unpublished.
578,1748,155,Shumilovskikh. unpublished.
579,1749,155,Shumilovskikh. unpublished.
580,1750,155,Shumilovskikh. unpublished.
581,1751,155,Shumilovskikh. unpublished.
582,1752,155,Shumilovskikh. unpublished.
583,1753,155,Shumilovskikh. unpublished.
584,1723,155,Shumilovskikh. unpublished.
585,1724,155,Shumilovskikh. unpublished.
586,1725,155,Shumilovskikh. unpublished.
587,1726,155,Shumilovskikh. unpublished.
588,1727,155,Shumilovskikh. unpublished.
589,1728,155,Shumilovskikh. unpublished.
590,1729,155,Shumilovskikh. unpublished.
591,1730,155,Shumilovskikh. unpublished.
592,1731,155,Shumilovskikh. unpublished.
593,1732,155,Shumilovskikh. unpublished.
594,1733,155,Shumilovskikh. unpublished.
595,1734,155,Shumilovskikh. unpublished.
596,1735,155,Shumilovskikh. unpublished.
597,1736,155,Shumilovskikh. unpublished.
598,1737,155,Shumilovskikh. unpublished.
599,1738,155,Shumilovskikh. unpublished.
600,1739,155,Shumilovskikh. unpublished.
601,1740,155,Shumilovskikh. unpublished.
602,1741,155,Shumilovskikh. unpublished.
603,1742,155,Shumilovskikh. unpublished.
604,1743,155,Shumilovskikh. unpublished.
606,1339,157,"Stefanova, I., Bozilova, E. 1995. Studies on the Holocene history of vegetation in the Northern Pirin Mts., southwestern Bulgaria. In: advances in Holocene Palaeoecology in Bulgaria, ed. Bozilova, Tonkov, Sofia. 9-31."
607,1693,158,"Tantau, I. 2003. Pollen analytic researches in the Eastern Romanian Carpathians. History of vegetation and human impact Thesis of environmental Sciences, Paleontology and Stratigraphy. Aix-Marseille III University and Babes-Bolyai of Cluj-Napoca University."
610,1693,161,"Tantau, I., M. Reille, J.-L. De Beaulieu, S. Farcas, T. Goslar, and M. Paterne. 2003. Vegetation history in the Eastern Romanian Carparthians: pollen analysis of the two sequences from the Mohos crater. Veget. Hist. Archaeobot. (2003) 12: 113-125"
611,2075,162,"Tarasov, P.E., and C.V. Kremenetski. 1995. Geochronology and stratigraphy of the Holocene lacustrine-bog deposits in northern and central Kazakhstan. Stratigraphy and Geological Correlation, 3:73-80."
615,2077,166,"Tonkov, S., and G. Possnert. 2016. Contributions to the European Pollen Database. 30. Peat bog Kumata-1, Vitosha Mountain (Bulgaria). Grana."
616,1414,167,"Tonkov, S., E. Bozilova, and H. Jungner. 2009. 7. Mire Staldza (Southeastern Bulgaria): Late Holocene vegetation history. Grana 48(3):235-237."
617,1414,168,"Tonkov, S., E. Bozilova, E. Marinova, and H. Jungner. 2008. History of vegetation and landscape during the last 4000 years in the area of Straldzha mire (southeastern Bulgaria). Phytologia Balcanica 14(2):185-191."
618,1824,169,"Tonkov, S., M.A. Lazarova, E.D.B. Bozilova, D. Ivanov, and I. Snowball. 2013. Contributions to the European Pollen Database. 19. Mire Kupena, Westren Rhodopes Mountains (South Bulgaria). Grana, 52(3):238-240."
619,1824,170,"Tonkov, S., M.A. Lazarova, E.D.B. Bozilova, D. Ivanov, and I. Snowball. 2014. A 30,000-year pollen record from Mire Kupena, Western Rhodopes Mountains (south Bulgaria). Review of Palaeobotany and Palynology, 209:41-51."
624,2106,174,"van Huis, J., S. Tonkov, and E.D.B. Bozilova. 2013. Contributions to the European Pollen Database. 18. Lake Blatisto, Rhodopes Mountains (South Bulgaria). Grana, 52(1):78-80."
625,2106,175,"van Huis, J., S. Tonkov, and E.D.B. Bozilova. 2013. Two millennia of vegetation history in the Smolyan lake area, Central Rhodopes Mountains (Bulgaria). Phytologia Balcanica, 19(2):169-178."
628,1347,178,"Van Zeist, W., Woldring, H. (1978) A postglacial pollen diagram from Lake Van in east Anatolia. Review of Palaeobotany and Palynology 26:249-276."
633,1113,181,"Van Zeist, W., Woldring, H., and Stapert, D. (1975) Late quaternary vegetation and climate of southwestern Turkey. Palaeohistoria 17:53-144"
634,1818,182,"Wagner, B.; Lotter, A. F; Nowaczyk, N.R; Reed, J. M; Schwalb, A.; Sulpizio, R.; Valsecchi, V.; Wessels, M.; Zanchetta, G. (2009): A 40,000-year record of environmental change from ancient Lake Ohrid (Albania and Macedonia). Journal of Paleolimnology, 41, 407-430, doi:10.1007/s10933-008-9234-2"
635,1108,183,"Wick, L., Lemcke, G. and Sturm, M. 2003. Evidence of Lateglacial and Holocne climatic change and human impact in eastern Anatolia: high-resolution pollen, charcoal, isotopic and geochemical records from the laminated sediments of Lake Van, Turkey. The Holocene 13 (5): 665-675."
637,1716,185,"Wunderlich, J., Herbig, Ch., Marinova, E., Nowacki, D. and Röpke, A. (2012) Landschafts- und Flussgeschichte der unteren Donau im Umfelfd des Siedlungshügels Magura Gorgana, Südrumänien. In: Stobbe, A. and Tegtmeier, U. (Hrsg.) Verzweigungen. Eine Würdigung für A.J.Kalis und J. Meurers-Balke. Habelt-Verlag, Bonn, pp. 333-350"
638,1717,185,"Wunderlich, J., Herbig, Ch., Marinova, E., Nowacki, D. and Röpke, A. (2012) Landschafts- und Flussgeschichte der unteren Donau im Umfelfd des Siedlungshügels Magura Gorgana, Südrumänien. In: Stobbe, A. and Tegtmeier, U. (Hrsg.) Verzweigungen. Eine Würdigung für A.J.Kalis und J. Meurers-Balke. Habelt-Verlag, Bonn, pp. 333-350"
639,1719,185,"Wunderlich, J., Herbig, Ch., Marinova, E., Nowacki, D. and Röpke, A. (2012) Landschafts- und Flussgeschichte der unteren Donau im Umfelfd des Siedlungshügels Magura Gorgana, Südrumänien. In: Stobbe, A. and Tegtmeier, U. (Hrsg.) Verzweigungen. Eine Würdigung für A.J.Kalis und J. Meurers-Balke. Habelt-Verlag, Bonn, pp. 333-350"
640,1720,185,"Wunderlich, J., Herbig, Ch., Marinova, E., Nowacki, D. and Röpke, A. (2012) Landschafts- und Flussgeschichte der unteren Donau im Umfelfd des Siedlungshügels Magura Gorgana, Südrumänien. In: Stobbe, A. and Tegtmeier, U. (Hrsg.) Verzweigungen. Eine Würdigung für A.J.Kalis und J. Meurers-Balke. Habelt-Verlag, Bonn, pp. 333-350"
641,1721,185,"Wunderlich, J., Herbig, Ch., Marinova, E., Nowacki, D. and Röpke, A. (2012) Landschafts- und Flussgeschichte der unteren Donau im Umfelfd des Siedlungshügels Magura Gorgana, Südrumänien. In: Stobbe, A. and Tegtmeier, U. (Hrsg.) Verzweigungen. Eine Würdigung für A.J.Kalis und J. Meurers-Balke. Habelt-Verlag, Bonn, pp. 333-350"
644,1340,181,"Van Zeist, W., Woldring, H., and Stapert, D. (1975) Late quaternary vegetation and climate of southwestern Turkey. Palaeohistoria 17:53-144"
645,1505,186,"Amini, A., Harami, R.M., Lahijani, H., and  Mahboubi, A. (2012) Holocene sedimentation rate in Gorgan Bay and adjacent coast in Southeast of Caspian Sea. Journal of Basic and Applied Scientific Research, 2(1)289-297"
647,1694,187,"Tonkov, S. (2021) The Postglacial Vegetation History in Southwestern Bulgaria. Advanced Books. https://doi.org/10.3897/ab.e68615"
652,2117,190,"Cheddadi, R., and C. Khater (2016) Climate change since the last glacial period in Lebanon and the persistence of Mediterranean species. Quaternary Science Reviews 150:146-157."
657,2121,193,"Willis, Katherine J; Braun, M; Sumegi, Pal; Toth, A (1997) Does soil change cause vegetation change or vice versa? A temporal perspective from Hungary. Ecology, 73(3), 740-750"
658,2122,194,"Carter, V.A., P. Bobek, A. Moravcová, A. Šolcová, R.C. Chiverrell, J.L. Clear, W. Finsinger, A. Feurdean, I. Tanţău, E. Magyari, T. Brussel, and P. Kuneš. 2020. The role of climate-fuel feedbacks on Holocene biomass burning in upper-montane Carpathian forests. Global and Planetary Change. 193(2020)103264 [https://doi.org/10.1016/j.gloplacha.2020.103264.]"
